,0
quality sound reproduction,音質再現
quality speech,優質的演講
reproduction quality,複製質量
signal intelligibility,信號清晰度
signal purity,信號純度
stereo quality,立體聲質量
viability,可行性
audio,聲音的
efficiency audio,效率音頻
efficiency speech,效率演講
latency,潛伏
speech,演講
bag filled,袋裝
cavity,空腔
fill up inside,填滿裡面
fill up interior,填滿內部
filled,填充
filled bottle,裝滿瓶子
filled hall,滿堂
filled interior chamber,充滿內室
filled interior housing,填充的內部外殼
filled interior space,充滿室內空間
filled internal,充滿內部
inflatable membrane,充氣膜
inside of an article,在一篇文章裡面
interior angle,內角
interior designing,室內設計
seal,海豹
sealing,密封
surface enclosure,表面外殼
bottom cap,底蓋
die restrictions,模具限制
dual core,雙核的
filled cheque,填寫支票
filled exterior,充滿外部
filled inner portion,填充內部
filled inside,裝在裡面
filled interior,充滿內部
filled interior surface,填充內表面
filled interiors,充滿內飾
filled on the inside,填在裡面
filled opacity,填充不透明度
gas filled interior,充氣內部
hollow core section,空心截面
interior garden,室內花園
interior of the eyeball,眼球內部
interior of the heart,心臟內部
interior village,內村
lined interior,內襯
lined interiors,內襯內飾
populated,人口稠密
wireless polymeric twist tie,無線聚合物紮帶
adjusting seal,調整密封
blanket,毯子
blanket cylinder,橡皮布滾筒
blanket roll,背包
depth monitoring,深度監測
endmost rolls,末端卷
final assembly roll,總裝卷
final block programming,最終塊編程
final roll,最後一卷
final rolls,最後卷
final task,最後的任務
final test score,最終考試成績
final winding,最終繞組
last roll,最後一卷
lunar roll,月卷
multi hull boat,多體船
paper sheet,紙
print color profile,打印顏色配置文件
printed body part,打印的身體部位
printing roll,印刷輥
reel,捲軸
roll,卷
roll cage,防滾架
roll cylinder,輥筒
roll forming units,滾壓成型單元
roll over test,翻車測試
roll system,滾動系統
web,網絡
winder,絡筒機
activating system,激活系統
actuator health check,執行器健康檢查
actuator system,執行器系統
control switch,控制開關
finger activator,手指激活劑
finger actuator,手指執行器
finger actuator mechanism,手指執行機構
finger operable,手指可操作
finger pain,手指疼痛
finger painting,手指畫
finger sleeve,指套
linear actuator,線性致動器
lock mechanism,鎖定機制
milling machines,銑床
pivot pin,樞軸銷
plastic liquid strainer,塑料液體過濾器
ring finger,無名指
soldering frame,焊接框架
spring boot actuator,彈簧靴執行器
actuator finger,致動器手指
finger,手指
pneumatic actuator,氣動執行器
present actuator,目前的執行器
finger cutting actuator,手指切割執行器
finger mechanism,手指機構
peeling nail,指甲脫落
tape actuator,磁帶執行器
tape cutting actuator,膠帶切割執行器
tape finger actuator,帶指執行器
actuating lever,致動桿
actuator shaft,執行器軸
bolt,螺栓
control rain water,控制雨水
control robot,控制機器人
deadbolt,鎖舌
double security lock,雙重安全鎖
finger gloves,手指手套
finger tip pain,指尖疼痛
glazing in open space,開放空間的玻璃
non firing actuator,非點火執行器
proximal finger actuator,近端手指致動器
push button actuator,按鈕執行器
second finger actuator,第二指致動器
slidable actuator,滑動執行器
spring biased trigger,彈簧偏置觸發器
support holder,支撐架
support software,支持軟件
window regulator,車窗調節器
ammunition packaging receptacle,彈藥包裝容器
bullet,子彈
centerfire cartridge,中心火彈藥筒
chimney,煙囪
explosive cartridges,炸藥筒
extinguisher,滅火器
fire,火
fire ammunition packaging,火藥包裝
fire ash,火灰
fire cartridge cases,消防彈殼
fire container,消防容器
fire fly,火蠅
fire light,火光
firearm canister,槍械罐
holders,持有人
ignition device,點火裝置
light bulb,燈泡
missile,導彈
scented candles,香薰蠟燭
ammunition package,彈藥包
arms ammunition,武器彈藥
bullet casing,彈殼
bullet holders,子彈架
cartridge for ammo,彈藥筒
caseless fire,無殼火
catridges,墨盒
fire ammo round,火彈藥輪
fire ammo shell,火彈藥殼
fire bucket,消防桶
fire case,火災案例
fire exit,逃生通道
fire extinguisher,滅火器
fire hydrant,消防栓
firearm,火器
metallic cartridge,金屬墨盒
bottom plate,底板
bottom wall,底壁
cook plate,煮盤
cook wall,廚師牆
buildings,建築物
burner flange,燃燒器法蘭
circular band,圓形帶
combustion opening,燃燒口
construction device,施工裝置
finger ring,戒指
fire pit,火坑
flame ring,火焰環
gasket,墊片
inner tail pipe,內尾管
music band,樂隊
piston o ring,活塞O形圈
ring buffer,環形緩衝區
ring spanner,環扳手
ring topology,環形拓撲
seal housing,密封外殼
seal member,密封件
seal tape,密封膠帶
valve cover gasket,閥蓋墊片
chain design,鏈條設計
fire brigade,消防隊
fire circle,火圈
fire engine,消防車
fire plate,防火板
fire rings,火環
foil,挫敗
injector sleeve,噴油器套筒
mechanical seal,機械密封
ring of fire,火環
steel grill gate,鋼格柵門
wrapper,包裝
refractory fire ring,耐火火圈
refractory ring,耐火圈
disposable cups,一次性杯子
dispose within perimeter,在周邊處置
enclosed perimeter,封閉的周邊
fit inside perimeter,適合內週
fit with perimeter,適合周長
fit with periphery,與周邊相配
fit within wall,適合牆內
fits disease,適合疾病
insert with perimeter,帶周邊插入
inside ai,裡面ai
inside circumference,內圓周
limit,限制
outline,大綱
perimeter encased,包圍的周長
peripheral neuropathy,周圍神經病
threshold,臨界點
tropical area,熱帶地區
tropics,熱帶
endless flexible belt,無端柔性帶
strip,跳閘
flexible drive belt,柔性傳動帶
belt regions of the united states,美國的腰帶地區
device for transporting,運輸裝置
elastic belt,鬆緊帶
elastic ropes,彈性繩索
flexible band,彈性帶
flexible belt conveyor,柔性帶式輸送機
flexible belt conveyor system,柔性帶式輸送系統
flexible conveyor belt,柔性輸送帶
flexible display,柔性顯示
flexible electrode,柔性電極
flexible strap,彈性帶
geographic belt,地理帶
indus ganga belt,印度恒河帶
leather belt,皮帶
locking member,鎖定件
looped strip,環帶
multiple rotating shafts,多個旋轉軸
river belt,河帶
single belt,單腰帶
strap with holes,帶孔錶帶
harness,馬俱
waist belt,腰帶
belt of belt,腰帶的腰帶
belt of chain,鏈帶
chain bar,鏈桿
chain belt,鏈帶
drive belt,安全帶
drive chain,傳動鏈
driven bar,從動桿
driven chain,從動鏈
loop belt,環帶
loop of belt,皮帶環
sprocket,鏈輪
timing belt,同步帶
timing chain,時間鏈
flexible endless belt,柔性環形帶
belt assembly,皮帶總成
chemical element chart,化學元素圖
continuous belt,連續帶
device manufacturer,設備製造商
elastomeric belt,彈性帶
flexible safety element,靈活的安全元件
flexible sandals,彈性涼鞋
flexible timings,靈活的時間安排
inelastic belt,無彈性腰帶
looped belt,環形腰帶
non elastic belt,無彈性腰帶
resilient endless belt,彈性環形帶
rigid belt,剛性腰帶
safety devices,安全設備
support belt,支撐帶
coil member,線圈構件
coil spring,螺旋彈簧
coiled spring,螺旋彈簧
compression member,壓縮構件
compression spring,壓縮彈簧
flexible of belt,皮帶彈性
pair drive belt,對傳動帶
pair of belt,一對皮帶
adaptable glass substrate,適應性玻璃基板
adjustable glass substrate,可調玻璃基板
bendable glass substrate,可彎曲玻璃基板
eye glass shape,眼睛玻璃形狀
fixed glass substrate,固定玻璃基板
flexible account,靈活賬戶
flexible denture,彈性假牙
flexible glass,柔性玻璃
flexible glass substrate,柔性玻璃基板
flexible glass targets,柔性玻璃靶材
flexible nervous system,靈活的神經系統
flexible substrate,柔性基板
glass ionomer cement,玻璃離子水門汀
glass substrate,玻璃基板
in mold coating,在模具塗層
longitudinal slit,縱向狹縫
protection layer,保護層
punctured rubber tyres,刺破的橡膠輪胎
rigid glass substrate,剛性玻璃基板
substrate strain theory,底物應變理論
flexible glass layer,柔性玻璃層
flexible glass substrate layer,柔性玻璃基板層
flexible substrate layer,柔性襯底層
glass layer,玻璃層
optical clear adhesive,光學透明膠
optical clear film,光學透明膜
optically clear adhesive,光學透明粘合劑
optically clear film,光學透明薄膜
thin flexible glass layer,薄的柔性玻璃層
thin flexible glass substrate,薄的柔性玻璃基板
thin flexible substrate,薄的柔性基板
thin flexible substrate layer,薄的柔性襯底層
thin glass layer,薄玻璃層
thin glass substrate,薄玻璃基板
thin glass substrate layer,薄玻璃基板層
changeable glass substrate,可更換玻璃基板
electrical components,電氣元件
eye glass,眼鏡片
flexible blood vessels,有彈性的血管
flexible drain pipe,柔性排水管
flexible glass membrane,柔性玻璃膜
flexible glass sheet,柔性玻璃板
flexible sheet,柔性片材
glass element,玻璃元素
pneumatic conveying system,氣力輸送系統
porous sprung flap,多孔彈簧襟翼
ribbon,絲帶
sea glass,海玻璃
crack,裂縫
flexible glass substrates,柔性玻璃基板
flexible of glass,玻璃柔性
flexible of glass substrate,玻璃基板的柔性
flexible of substrate,基材柔韌
flexible of substrates,柔性基材
flexible substrates,柔性基板
flexible web,靈活的網絡
glass material,玻璃材質
glass substrates,玻璃基板
plurality flexible glass,多個柔性玻璃
plurality flexible glass substrate,多個柔性玻璃基板
plurality flexible substrate,多個柔性基板
plurality of glass,多個玻璃
plurality of glass substrate,多個玻璃基板
plurality of substrate,多個基板
semiconductor substrate,半導體基板
apply to flexible membrane,適用於柔性膜
mount on flexible membrane,安裝在柔性膜上
adaptable membrane,適應性膜
adjustable membrane,可調膜
dielectric film,介電薄膜
elastic membrane,彈性膜
eye membrane,眼膜
flexible membrane,柔性膜
flexible timing,靈活的時間安排
flexible wireless earbuds,靈活的無線耳塞
flexible wireless keyboard,靈活的無線鍵盤
immovable membrane,固定膜
malleable membrane,延展性膜
membrane proteins,膜蛋白
membranes,膜
movable membrane,活動膜
porous membrane,多孔膜
thick flexible membrane,厚彈性膜
thin flexible membrane,柔性薄膜
wear resistant bolt,耐磨螺栓
flexible disposed,靈活配置
flexible membrane disposed,設置柔性膜
flexible membranes,柔性膜
mat,墊
membrane,膜
membrane disposed,膜配置
polypeptide,多肽
rigid membrane,剛性膜
rigid membranes,剛性膜
flat,平坦的
flexible,靈活的
flexible membrane material,柔性膜材料
flexible membrane substantially,基本上是柔性膜
flexible substantially,相當靈活
flexible wall,彈性牆
planar,平面
diaphragm,隔膜
flexible piezoelectric layer,柔性壓電層
flexible piezoelectric membrane,柔性壓電膜
flexible silicon layer,柔性矽層
flexible silicon membrane,柔性矽膜
membrane layer,膜層
piezoelectric layer,壓電層
piezoelectric membrane,壓電膜
piezoelectric substrate,壓電基板
silicon membrane,矽膜
silicon substrate,矽基板
collapsible membrane,可折疊膜
deformable enclosure,可變形外殼
deformable membrane,變形膜
flexible chamber wall,靈活的室壁
flexible pavement,柔性路面
flexible plastic,彈性塑料
flexible portion,彈性部分
inductive membrane,感應膜
integral membrane,整體膜
membrane sweep,掃膜
plasma membrane,質膜
protein membrane,蛋白質膜
resilient membrane,彈性膜
semipermeable material,半透材料
thin metal,薄金屬
adjustable person,可調節的人
adjustable shunt,可調分流器
auxiliary contact apparatus,輔助接觸器
bridge road,橋路
bus bar,母線
bus strap,公交車帶
conductive bridge member,導電橋構件
conductive member,導電構件
flexible rubber,彈性橡膠
flexible spring,彈性彈簧
grounding band,接地帶
lead team,領導團隊
main contact member,主要聯絡員
main crop,主要作物
power updown device,斷電裝置
rigid shunt,剛性分流
shunt,分流
transformer lead,變壓器引線
vacuum circuit breaker,真空斷路器
blowing means,吹氣裝置
blowing openings,吹口
distribution means,分配方式
distribution means installed,安裝的分配裝置
distribution means located,分佈裝置位於
distribution openings,分銷口
distribution openings installed,安裝的分配口
distribution openings located,分佈開口位於
distributor installed,已安裝分配器
distributor located,經銷商位於
duct,管
ducts,導管
inlet holes formed,形成的進氣孔
inlet openings formed,形成的入口開口
inlet openings provided,提供入口
inlet outlet,入口 出口
intake openings formed,形成的進氣口
intake openings provided,提供進氣口
openings formed,形成的開口
openings provided,提供開口
outlet installed,已安裝插座
outlet located,出口位於
outlets,網點
passages formed,形成的通道
passages provided,提供的段落
supply means installed,供應裝置已安裝
supply means located,供應裝置位於
supply openings installed,安裝的供應開口
supply openings located,供應開口位於
air flow in nose,鼻子裡的氣流
apertures,孔徑
face seal,面部密封
flow holes,流孔
flow openings,流動開口
flow passages,流道
flow song,流歌
flower drawing,花畫
function of a brake,剎車的功能
inlet openings,入口開口
lungs opening up the constricted airways,肺部打開狹窄的氣道
needle opening allows blood,針頭開口允許血液
opening balance,期初餘額
outlet openings,出口開口
passage openings,通道開口
ports,港口
rotary piston,旋轉活塞
small holes,小孔
valve holes,閥孔
valve openings,閥門開口
valve passages,閥門通道
air flow opening,氣流開口
flow apertures,流孔
flow closings,流量關閉
flow graph,流程圖
flow passage unit,流道單元
flow sections,流段
flow slits,流動狹縫
grilles,格柵
horizontal lines,水平線
opening process equipment,開孔工藝設備
orifices,孔口
passages,段落
peripheral openings,外圍開口
sections,部分
sectors,部門
separate sections,單獨的部分
