,0
induced electromotive force,感應電動勢
induced electromotive voltage,感應電動勢
input current,輸入電流
input supply,輸入電源
input voltage required,所需輸入電壓
loading cargo,裝載貨物
magnetic voltage,磁電壓
motor vehicle,摩托車
motor voltage,電機電壓
output supply,輸出供應
output supply required,需要輸出電源
output voltage required,所需的輸出電壓
paper source,紙張來源
potential difference,潛在差異
power source voltage,電源電壓
supply current,電源電流
adjusting means,調節裝置
adjusting mechanism,調節機構
braking mechanism,制動機構
drive control device,驅動控制裝置
drive control means,驅動控制裝置
drive controlling device,驅動控制裝置
drive controlling means,驅動控制裝置
drive device,驅動裝置
force braking means,強制制動裝置
force braking mechanism,強制制動機構
resistance device,電阻裝置
resistance mechanism,抵抗機制
speed braking means,速度製動裝置
speed braking mechanism,速度製動機構
speed control device,速度控制裝置
speed control device means,速度控制裝置裝置
speed control means device,速度控制裝置
speed controlling device,速度控制裝置
speed controlling device means,速度控制裝置裝置
speed controlling means,速度控制裝置
speed controlling means device,速度控制裝置
speed device,速度裝置
speed means,速度意味著
speed mechanism,速度機構
speed sensing means,速度感應裝置
stop means,停止手段
stop operatively,有效地停止
valve adjusting means,閥門調節裝置
axes about frame,關於框架的軸
axis about frame,關於框架的軸
axis about the frame,圍繞框架的軸
axis in frame,框架中的軸
axis output,軸輸出
axis therewith,軸與
control devices,控制裝置
control second devices,控制第二個設備
control second means,控制第二手段
control third devices,控制第三個設備
control third means,控制第三手段
means second devices,表示第二個設備
output therewith,隨之輸出
position control means,位置控制裝置
processing devices,處理裝置
processing means,加工手段
speed control devices,速度控制裝置
speed processing means,速度處理裝置
speed sensors,速度傳感器
animal control,動物控制
circular motion,圓周運動
cruise control,巡航控制
optimal speed control,最佳速度控制
rotational speed control means,轉速控制裝置
speed controller,速度控制器
speed feedback control means,速度反饋控制裝置
speed regulator,調速器
speed responsive means,速度反應裝置
transport means,交通工具
change system,變更系統
control rate of change of position,控制位置變化率
electronic drive controller,電子驅動控制器
mean calculator,平均計算器
motor speed control,電機速度控制
network control,網絡控制
noncontrolling speed,非控制速度
regulating circuit,調節電路
speed adjustment,速度調節
speed control of dc motor,直流電機的速度控制
speed courier,速遞員
speed limiter,限速器
speed varying means,變速裝置
braking control device,制動控制裝置
braking control unit,制動控制單元
braking unit,制動單元
control unit device,控制單元裝置
detection device,檢測裝置
motor circuit means,電機電路裝置
motor switch means,電機開關裝置
speed braking control device,速度製動控制裝置
speed braking control unit,速度製動控制單元
speed braking unit,速度製動單元
speed braking unit device,速度製動單元裝置
speed control unit,速度控制單元
speed control unit device,速度控制單元裝置
speed drive device,速度驅動裝置
speed drive means,速度驅動裝置
speed unit,速度單位
speed unit device,速度單位裝置
switch means,開關裝置
centrifugal pumps,離心泵
centrifugal turbomachinery,離心渦輪機
clock speed,時鐘速度
converter impeller speed,轉爐葉輪轉速
high speed centrifugal pump,高速離心泵
impeachment,彈劾
impeller speed,葉輪轉速
impersonation,冒充
piston rod,活塞桿
pressure impeller,壓力葉輪
pressurized centrifugal fan,加壓離心風機
rotor assembly,轉子總成
speed pump,速度泵
speed rotor,速度轉子
torque converter impeller speed,變矩器葉輪轉速
aneroid sphygmomanometers,無液血壓計
asian spices,亞洲香料
baumanometer,體重計
blood pressure gauge,血壓計
blood pressure monitor,血壓監測儀
clinical trials,臨床試驗
cuff,袖口
electronic sphygmomanometer,電子血壓計
india spices,印度香料
inflatable cuff,充氣袖帶
measure blood pressure,測量血壓
mercury,汞
oscillometric measurements,示波測量
oxygen meter,氧氣計
spices in food,食物中的香料
square meter,平方米
timepiece,鐘錶
wrist,手腕
wrist sphygmomanometer,腕式血壓計
hygrometer,濕度計
pressure cuff,壓力袖帶
pressure monitor,壓力監測器
measurement sphygmomanometer,測量血壓計
oscillometric,示波法
sphygmomanometer device,血壓計裝置
aneroid manometer,無液壓力計
arterial blood pressure,動脈血壓
blood,血液
blood pressure level,血壓水平
blood pressure reading,血壓讀數
body weight scale,體重秤
gauging device,測量裝置
pressure washer,高壓清洗機
pulse pressure,脈壓
resting blood pressure,靜息血壓
systolic pressure,收縮壓
tv monitor,電視監視器
wrist device,手腕裝置
bevel gear differential,錐齒輪差速器
blood flow tube,血流管
break into flow,闖入流
break into flows,闖入流
cerebrospinal fluid csf flows,腦脊液腦脊液流量
diverge into flows,分流
divide into flows,分流
divide into separate flows,分成不同的流
magnetic powder clutch,磁粉離合器
self locking differential,自鎖差速器
separate into flow,分流
split arm,分臂
split into flows,分裂成流
split into passage,分成通道
split paper,分紙
split program,拆分程序
tunnel,隧道
unify into flow,合流
disparate flows,不同的流
divide into signal,分成信號
fusing images,融合圖像
fusing operators,融合算子
fusing several lengths,融合幾個長度
partition into flows,劃分為流
river flows,河流
signal flow,信號流
split case pump,分體泵
split flow arrangement,分流佈置
split flow communications,分流通信
split second,一瞬間
split share,分股
split tcp flow control,拆分tcp流控制
splitting flows,分流
splitting into flows,分裂成流
stock split,股票分割
voltage flow,電壓流
alloy wheels,合金輪轂
bodies,身體
horse drawn carriages,馬車
impact absorbing car bumper,衝擊吸收汽車保險槓
paper pinwheel,紙風車
