,0
usable metal,可用金屬
useful bacteria,有用的細菌
useful flower,有用的花
useful microbes,有用的微生物
useful papers,有用的論文
useful plants,有用的植物
utility of a metal,金屬的效用
use vacuum cups,使用真空杯
air fryer,空氣炸鍋
air suction,吸氣
apertures formed,形成的孔
apertures terminating,孔徑終止
clips,剪輯
cupboard,櫥櫃
electromagnets,電磁鐵
gripper,抓手
holes formed,形成的孔
holes terminating,孔終止
magnets,磁鐵
non vacuum cups,非真空杯
paper cups,紙杯
permanent electromagnets,永久電磁鐵
permanent magnets,永磁體
suction apertures terminating,吸入孔終止
suction cup,吸盤
suction cups,吸盤
suction head,吸頭
suction holes terminating,吸孔終止
use area,使用面積
vacuum apertures terminating,真空孔終止
vacuum cleaner,吸塵器
vacuum cup assembly,真空杯總成
vacuum gripper,真空夾具
vacuum holes terminating,真空孔終止
vacuum journal,真空雜誌
vacuum member,真空構件
vacuum suction cup,真空吸盤
cup cake,杯子蛋糕
cup ice cream,杯冰淇淋
cup preferably,杯子最好
cup vector,杯子矢量圖
cups,杯子
cups preferably,杯子最好
dust remover,除塵器
filler unit,填充單元
holding articles,持有物品
lips cups,唇杯
non contact type,非接觸式
pads,墊
sheet materials,片材
sport chamber,運動室
suction,吸
suction grippers,吸盤
suction members,吸力成員
suction nozzles,吸嘴
unit number,單位號
vacuum cup,真空杯
vacuum cup preferably,真空杯最好
vacuum cups preferably,真空杯最好
vacuum heads,真空頭
vacuum nozzles,真空噴嘴
vacuum pad,真空墊
vacuum pads,真空墊
vacuum plate,真空板
ala,翼
ala leu val,阿拉勒瓦爾
ala val,阿拉瓦爾
amino acids chain,氨基酸鏈
dipeptide,二肽
dipeptides,二肽
international,國際的
isoleucine valine complex,異亮氨酸纈氨酸複合物
isoleucine valine peptide chain,異亮氨酸纈氨酸肽鏈
l val l ile,山谷島嶼
l valyl l isoleucine,l 纈氨酸 l 異亮氨酸
leu ala,列路
leu val,美好的秋天
ser,成為
tyr,酪氨酸
val,值
valyl isoleucine,纈氨酰異亮氨酸
valylisoleucine,纈氨酰亮氨酸
vaseline,凡士林
conventional ring oscillator,傳統環形振盪器
crystal formation,晶體形成
crystal vco,水晶VCO
digitally controlled oscillator,數控振盪器
electronic oscillator,電子振盪器
frequency circuit,頻率電路
frequency clock circuit,頻率時鐘電路
input control voltages,輸入控制電壓
input number,輸入號碼
loop filter,環路濾波器
means character,表示性格
oscillator,振盪器
oscillator circuit,振盪電路
oscillator generator,振盪器發生器
pll circuit,PLL電路
router input,路由器輸入
sampling clock circuit,採樣時鐘電路
sampling clock generator,採樣時鐘發生器
sampling frequency circuit,採樣頻率電路
sampling frequency generator,採樣頻率發生器
varactor,變容二極管
varactor circuit,變容電路
vc circuit,vc電路
vc control circuit,vc控制電路
vc means,vc 的意思
vco unit,壓控單元
vehicle control unit,車輛控制單元
voltage circuit,電壓電路
voltage control circuit,電壓控制電路
voltage control means,電壓控制裝置
voltage controlled oscillator,壓控振盪器
voltage controlled oscillator circuit,壓控振盪器電路
voltage input,電壓輸入
haptoglobin,觸珠蛋白
ak kinase,和激酶
erk,厄克
map kinase,映射激酶
endothelial cell mitogenesis,內皮細胞有絲分裂
h2s targeting receptor protein kinase,h2s靶向受體蛋白激酶
kinase insert domain receptor,激酶插入結構域受體
metastasis,轉移
nuclear reprogramming factor,核重編程因子
plant growth,植物生長
radio antenna,無線電天線
root growth,根系生長
shoot growth,枝條生長
transmembrane protein,跨膜蛋白
tumorigenesis,腫瘤發生
vascular endothelial growth factor,血管內皮生長因子
vascular endothelial growth factor receptor 2,血管內皮生長因子受體2
vasculogenesis,血管發生
vegf receptor,血管內皮生長因子受體
vegfa,蔬菜素
authenticate,認證
automatic verifiable,自動可驗證
backup verify,備份驗證
contained,包含
conventional verification,常規驗證
differentially present,差異存在
experimentally verifiable,可實驗驗證
identity verifiable,身份可驗證
non verifiable programs,不可驗證的程序
not verifiable,不可核實
predetermined differential,預定差
provable,可證明的
simultaneously detected,同時檢測到
simultaneously present,同時存在
unverifiable,無法驗證
verifiable choice,可驗證的選擇
verifiable counter,可驗證計數器
verifiable details,可核實的細節
verifiable facts,可核實的事實
verifiable random function,可驗證的隨機函數
verifiable value,可驗證的價值
verified,已驗證
verified move,驗證移動
verifying method,驗證方法
able to verify,能夠驗證
accessible,無障礙
available,可用的
backflow preventer,回流防止器
being verified,正在驗證
can be checked,可以檢查
car theft prevention,汽車防盜
confirmable,可確認的
confirmable password,可確認密碼
created,創建
cryptographic identity,密碼身份
easily verifiable,易於驗證
fall prevention,跌倒預防
further accessible,更方便
invalid claim,無效索賠
message authenticity,消息真實性
non verifiable,不可核實
non verifiable program,不可驗證的程序
non verifiable statements,不可核實的陳述
official,官方的
police verification,警方核實
trusted,值得信賴
valid number,有效號碼
validatable,可驗證的
verifying address,驗證地址
verifying documents,驗證文件
airtight structure of spout,出水口氣密結構
channel through which objects are moved,移動對象的通道
chute body,溜槽體
chute drain,溜槽排水管
chute provided,提供溜槽
chute system,溜槽系統
chute vertical,溜槽垂直
container for holding food,盛食物的容器
horizontal chute,水平溜槽
hose supporting spool,軟管支撐線軸
inclined plane through which objects are moved,物體移動的斜面
package provided,提供的包裹
passage through which objects are moved,移動物體的通道
plane chute,飛機滑道
telescopic columns,伸縮柱
track pole,軌道桿
upright chute,直立溜槽
vertical chute,垂直溜槽
vertical elongated chute,垂直細長溜槽
vertical extending chute,垂直延伸溜槽
vertical eye movements,垂直眼球運動
vertical fall,垂直墜落
vertical farming,垂直農業
vertical nystagmus,垂直眼球震顫
vertical upsampled picture size,垂直上採樣圖片大小
vertically chute,垂直溜槽
vertically extending chute,垂直延伸的溜槽
channel plane,通道平面
chute conveyor,溜槽輸送機
chute member,滑槽成員
chute portion,溜槽部分
chute position,溜槽位置
chute section,溜槽部分
connection point,連接點
figures,數字
guide portion,引導部分
horizontal chamber,臥式室
horizontal cooling chamber,臥式冷卻室
horizontal cooling zone,水平冷卻區
horizontal zone,水平區
inclined plane,斜面
passage plane,通道平面
