,0
module,模塊
module microcomputer,模塊微機
modules,模塊
monitoring battery energy level,監測電池能量水平
monitoring defects in structures,監測結構中的缺陷
monitoring region,監控區域
power battery apparatus,動力電池裝置
power battery device,動力電池裝置
power battery module,動力電池模組
power storage apparatus,蓄電裝置
power storage device,蓄電裝置
power storage module,儲能模塊
short life expectancy,預期壽命短
signal monitoring circuit,信號監測電路
state monitoring circuit,狀態監控電路
storage battery,蓄電池
storage module,存儲模塊
voltage monitoring circuit,電壓監測電路
voltage sensor,電壓傳感器
beam adjuster,光束調節器
beam angle,光束角
beam axis,光束軸
beam bridge,樑橋
beam direction,光束方向
beam incident position,光束入射位置
beam load,梁荷載
beam movement,光束運動
beam moving direction,光束移動方向
beam of angle,角度光束
beam position,光束位置
beam proceeding direction,光束前進方向
beam scanning,光束掃描
beam size,光束尺寸
beam traveling,光束行進
beam traveling in predetermined direction,光束沿預定方向行進
beam traveling path,光束行進路徑
beam travelling way,光束行進方式
change beam direction,改變光束方向
change traveling direction,改變行進方向
circle,圓圈
circle direction,圓周方向
circumferential order,圓周順序
concrete beam,混凝土梁
driving,駕駛
driving of beam,光束驅動
driving of the beam,樑的驅動
driving the beam,驅動光束
incidence optical axis,入射光軸
light beam direction,光束方向
optical angle,光學角度
optical position,光學位置
position adjuster,位置調節器
position adjuster the beam,位置調節器梁
position of beam,樑的位置
position of the beam,樑的位置
position the beam,定位梁
predetermined,預定的
predetermined angle,預定角度
predetermined direction,預定方向
predetermined of direction,預定方向
predetermined order,預定順序
predetermined path,預定路徑
receive beam direction,接收波束方向
scanning path,掃描路徑
symmetric directions,對稱方向
trajectory,彈道
trajectory direction,軌跡方向
travel log,旅行日誌
traveling beam,行進梁
traveling direction,行進方向
baffle,擋板
band shift,帶移
belt,腰帶
belt adjusting,皮帶調整
belt bag,腰包
belt shifting apparatus,皮帶變速裝置
belt shifting arrangement,皮帶變速裝置
belt shifting device,皮帶移位裝置
belt shifting mechanism,皮帶變速機構
displace,置換
electron shifting,電子轉移
