,0
virtual trainer,虛擬教練
virtual training,虛擬培訓
wrestling match,摔跤比賽
acquire from portions,從部分獲取
attrition,減員
collect from fractions,從分數中收集
collision,碰撞
extract from fractions,從餾分中提取
food extract,食物提取物
friction,摩擦
generate from fractions,從分數生成
generate keyword,生成關鍵字
obtain fractions,獲得分數
precipitate,沉澱
prepare from fractions,從分數準備
reactants,反應物
recover from fractions,從分數中恢復
remove from fractions,從分數中刪除
retrieve from fractions,從分數中檢索
separate from fractions,與分數分開
base address table,基地址表
bias current table,偏置電流表
booklet containing measurements,包含測量值的小冊子
coffee table,茶几
computer program,計算機程序;電腦程序
counter block,計數器塊
current offset matrix,當前偏移矩陣
global offset table,全局偏移表
index,指數
libraries,圖書館
offset cancellation voltage,偏移消除電壓
offset table address,偏移表地址
offset value,偏移值
periodic table,週期表
prefix,字首
prefix count,前綴計數
prefix table,前綴表
program arrangement,節目安排
register data,登記資料
table fan,檯扇
table glass,桌玻璃
table of addresses,地址表
table value,表值
voltage offset table,電壓偏移表
billiard table,台球桌
color conversion table,顏色轉換錶
correction memory,修正記憶
correction storage section,校正存儲部分
correction storage unit,校正存儲單元
correction storing section,校正存儲部分
correction storing unit,校正存儲單元
correction table,校正表
database,數據庫
exemplary offset,示範性偏移
exemplary offset table,示例偏移表
exemplary table,示範表
gain image,獲得圖像
gain matrix,增益矩陣
gain table,增益表
game table,遊戲桌
lut,盧特
offset,抵消
offset correction table,偏移校正表
offset image,偏移圖像
offset map,偏移地圖
offset matrix,偏移矩陣
offset memory,偏移內存
offset storage section,偏移存儲部分
offset storage unit,偏移存儲單元
offset storing section,偏移存儲部分
offset storing unit,偏移存儲單元
offsets matrix,偏移矩陣
offsets table,偏移量表
palette table,調色板表
program specific information tables,程序特定信息表
table of offsets,偏移量表
tea table,茶桌
time offset table,時間偏移表
blood storage tank,血液儲存罐
boats,船
boats vessels,船 船隻
cargo tankers,貨船
crude oil tankers,原油油輪
hair oil,頭油
hair oil composition,髮油組合物
induction system,感應系統
lubricant tankers,潤滑油罐車
marine vessels,船舶
navy boats,海軍艦艇
navy ships,海軍艦艇
oil carriers,油船
oil pores,油孔
oil reservoir,油藏
oil tanker ship,油輪
oil tankers,油輪
oil wax,油蠟
pontoons,浮筒
sewage tank,污水箱
shift assist system,換檔輔助系統
ships,船舶
submarine hull,潛艇船體
tanker system,油輪系統
tankers,油輪
tankers vessels,油輪
vessel boats,船隻
vessel ships,船舶
water jet propulsor,噴水推進器
earlier,早些時候
cargo vessel,貨船
crude oil tanker,原油油輪
earlier message,較早的消息
fluid tankers,流體罐車
liquid tanker,液體罐車
oil manufacturer,油品製造商
oil pastel colour,油畫棒的顏色
oil storage,儲油
petroleum tanker,油輪
retractable carriage,伸縮車廂
sand storage,儲砂
storage classes,存儲類
tank truck,油罐車
tanker cartoon,油輪卡通
transport ship,運輸船
wind powered sails,風帆
alkene formation,烯烴形成
alkene production,烯烴生產
chemical additive,化學添加劑
chemical reactions,化學反應
detergents,洗滌劑
market pricing,市場定價
ocular injury,眼外傷
ocular nerve,眼神經
olefin,烯烴
olefin formation,烯烴形成
olefin synthesis,烯烴合成
olefins production,烯烴生產
oligomerization,低聚
polyolefin production,聚烯烴生產
preparing olefin compounds,製備烯烴化合物
preparing olefins,製備烯烴
preparing polyethylene,製備聚乙烯
preparing unsaturated compounds,製備不飽和化合物
preparing unsaturated olefins,製備不飽和烯烴
producing,生產
producing olefin compounds,生產烯烴化合物
producing olefins,生產烯烴
producing polyethylene,生產聚乙烯
producing unsaturated compounds,產生不飽和化合物
producing unsaturated olefins,生產不飽和烯烴
production manager,產品經理
production of ethylene,乙烯生產
production of olefin,烯烴的生產
production of olefins,烯烴的生產
propylene production,丙烯生產
reactions,反應
saturated compounds,飽和化合物
steam cracking of hydrocarbons,烴類蒸汽裂解
steam iron,蒸汽熨斗
unsaturated compounds,不飽和化合物
alkene synthesis,烯烴合成
butene synthesis,丁烯合成
catalytic processes,催化過程
chain growth polymerization,鏈增長聚合
cosmetic synthesis,化妝品合成
generation gap,代溝
hydrocarbon cracking,烴裂解
monomer propylene,單體丙烯
mto process,mto過程
polypropylene fiber,聚丙烯纖維
process template,流程模板
producing ethylene,生產乙烯
production of crops,農作物生產
production of eggs,雞蛋的生產
production of milk,牛奶的生產
propylene generation,丙烯生成
recovering olefins,回收烯烴
thermal properties,熱性能
thermal steam cracking,熱蒸汽裂解
thermoplastic polymer,熱塑性聚合物
conduit nozzle outlet,導管噴嘴出口
cutting mechanism,切割機構
eye wall cyclone,眼壁旋風
fiber reinforced material,纖維增強材料
non transparent walls,不透明的牆壁
opaque inner walls,不透明的內壁
opaque kidney stones,不透明腎結石
opaque panels,不透明面板
opaque partition,不透明分區
opaque partitions,不透明的分區
opaque theory sociology,不透明理論社會學
opaque thermal tights,不透明保暖緊身衣
opaque wall surface,不透明的牆面
opaque walls,不透明的牆壁
plastic pipe product,塑料管產品
tire truing machine,輪胎修整機
transparent walls,透明牆
wall street journal,華爾街日報
wall system,牆體系統
x ray walls,X 射線牆
drive gear,驅動齒輪
carbon based photoconductor drum,碳基感光鼓
color image creator,彩色圖像創建者
copier device part,複印機部件
copier opc drum,複印機 opc 鼓
drum brake,鼓式製動器
drum kit,架子鼓
drum set,鼓組
electrostatic bearing body,靜電軸承體
electrostatic bearing drum,靜電軸承滾筒
electrostatic photosensitive body,靜電感光體
electrostatic photosensitive drum,靜電感光鼓
exposed,裸露
exposed media,曝光的媒體
first washing drum,第一個洗滌滾筒
image bearing body,圖像承載體
image bearing drum,圖像承載鼓
image maker,圖像製作者
image media,影像媒體
image photosensitive body,影像感光體
image photosensitive drum,圖像感光鼓
imager,成像儀
inorganic photoconductor drum,無機感光鼓
integrated tub,一體式浴缸
laundry machine,洗衣機
material drum,料桶
media viewer,媒體查看器
opc server,opc服務器
organic photoconductor drum,有機感光鼓
photoconductive drum,感光鼓
photoconductive medium,光導介質
photoconductive member,光導元件
photoconductive photosensitive drum,光導感光鼓
photoconductive photosensitive member,光導感光元件
photoconductive roller,感光輥
photoconductor,光電導體
photoreceptor,感光器
photosensitive drum,感光鼓
photosensitive medium,感光介質
photosensitive member,感光元件
photosensitive photoconductive drum,感光感光鼓
photosensitive photoconductive member,感光感光元件
photosensitive roller,感光輥
printer,打印機
toner cartridges,碳粉盒
color image,彩色圖像
copier,複印機
covered conductor,包覆導體
drum pad,鼓墊
drum printing,滾筒印刷
drum scanner,鼓式掃描儀
electrostatic charge,靜電荷
kit kat,套件貓
material table,材料表
opc cement,opc水泥
