,0
main,主要的
main control circuit,主控電路
main pointer,主指針
merging lane,合併車道
merging region,合併區域
multi lane,多車道
one way road lane,單向車道
right angle,直角
right lane,右車道
road,路
turn lane,轉彎車道
two wheeler,兩輪車
vehicle lane,車道
backbone,骨幹
configuration system,配置系統
human backbone,人體骨幹
linear configuration,線性配置
linear main,線性主
linear operators,線性算子
main arrangement,主要安排
main entrance,主要入口
main line,主線
main linear plane,主線性平面
main plane,主平面
main straight,主直道
modular guideway,模塊化導軌
non linear,非線性
secondary linear,二次線性
substantially horizontal,基本水平
substantially linear,基本上是線性的
two dimensional array configuration,二維陣列配置
undeviated plane,無偏平面
wave modulator,波調製器
continuous wave,連續波
eu laser,我激光
eu light,我點亮
laser cutting,激光切割
laser light,激光燈
laser treatment,激光治療
light generating,光產生
main laser,主激光器
main laser beam,主激光束
main processing,主要加工
main pulse,主脈衝
main pulsed,主脈衝
main pulsed laser,主脈衝激光
main pulsed laser light,主脈衝激光
narrow beam,窄波束
output main pulse,輸出主脈衝
output main pulse laser,輸出主脈衝激光
output main pulsed laser,輸出主脈衝激光
output pulse,輸出脈衝
output pulse laser,輸出脈衝激光
output pulsed laser,輸出脈衝激光
photons,光子
pulse,脈衝
pulse laser,脈衝激光
pulse laser device,脈衝激光裝置
pulse laser oscillator,脈衝激光振盪器
pulse processing,脈衝處理
pulse rate,心率
pulsed diode laser,脈衝二極管激光器
pulsed laser,脈衝激光
pulsed laser beam,脈衝激光束
pulsed light,脈衝光
radar,雷達
sub pulse,子脈衝
sub pulse laser,亞脈衝激光
sub pulsed laser,亞脈衝激光
ultra short pulse laser,超短脈衝激光
anti pulse laser,反脈衝激光
combination pulse main laser,組合脈衝主激光器
laser cut,激光切割
laser oscillator,激光振盪器
laser printer,激光打印機
laser pulse,激光脈衝
laser welding,激光焊接
main pulse beam,主脈衝光束
post pulse beam,後脈衝光束
post pulse laser,後脈衝激光
post pulsed beam,後脈衝光束
post pulsed laser,後脈衝激光
pre pulse,預脈衝
pre pulse laser,預脈衝激光
pulse beam,脈衝光束
pulse laser beam,脈衝激光束
pulse width,脈衝寬度
pulsed laser light,脈衝激光
air level,空氣水平
air pressure,空氣壓力
blood level,血濃度
control oxygen deficiency,控制缺氧
ensure oxygen level,確保氧氣水平
ensuring oxygen level,確保氧氣水平
glucose level,血糖水平
maintain air level,保持空氣水平
maintain health,保持健康
maintain oxygen concentration,維持氧氣濃度
maintain oxygen saturation,維持氧飽和度
maintain peace,維持和平
maintain spo2 level,維持血氧飽和度
maintain weight,保持體重
maintained oxygen level,維持氧氣水平
maintaining oxygen level,維持氧氣水平
oximeter,血氧計
spirometer,肺活量計
spo2,血氧飽和度
water saturation,水飽和度
bone density,骨密度
catalytic process,催化過程
clear polyethylene,透明聚乙烯
consist of high density polyethylene,由高密度聚乙烯組成
consist of high molecular weight polyethylene,由高分子量聚乙烯組成
consist of ultra high molecular weight polyethylene,由超高分子量聚乙烯組成
density formula,密度公式
electrical insulation polyethylene,電絕緣聚乙烯
high density polyethylene fibers,高密度聚乙烯纖維
high volume,高音量
linear high density polyethylene cable,線性高密度聚乙烯電纜
linear low polyethylene,線性低聚乙烯
make at high speed,高速製作
make from high density polyethylene,由高密度聚乙烯製成
make of high speed steel,由高速鋼製成
make of high strength steel,由高強度鋼製成
make of sentence,造句
make of vehicle,車輛製造
making of hdpe,hdpe的製作
monomer ethylene,單體乙烯
polypropylene co polymer,聚丙烯共聚物
polypropylene plastic material,聚丙烯塑料材料
preferred plastics material,首選塑料材料
terminal cable,終端電纜
vehicle density,車輛密度
bricks slab,磚板
cement roof,水泥屋頂
concrete sheets,混凝土板
consist of slabs,由板組成
cut slabs,切板
dividable slab made,製成的可分割板
floor cleaner,地板清潔劑
house slab,房子板
make slabs,製作板坯
making cake,做蛋糕
marble slabs,大理石板
paving slab,鋪路板
prefabricated slabs,預製板
section perpendicular,垂直截面
shiny floor,閃亮的地板
solid slabs,實心板
stone slabs,石板
structural element,結構元素
surface cladding,表面覆層
terrace slabs,露台板
vehicles loads,車輛負載
video making,視頻製作
bricks flat surface,磚平面
circle area,圓形區域
concrete surface,混凝土表面
cutting bit assembly,切割鑽頭組件
disengageable sealing,可拆卸密封
fabricate of slabs,板坯的製作
form slabs,成型板
income slabs,收入板
make of blood film,血膜的製作
make of blood samples,製作血液樣本
make of slabs,做板
make of tissue,組織製作
mining area,礦區
produce of slabs,板坯的生產
roof slab,屋面板
service tool,服務工具
slab system,平板系統
surface id,表面標識
acid graft,酸接枝
acid grafted,酸接枝
agvhd,超高清
allogeneic transplant,異基因移植
anhydride graft,酸酐接枝
anhydride grafted,酸酐接枝
antioxidant parts,抗氧化部件
biocomposite material,生物複合材料
carpet liner,地毯襯墊
eastman g 3003,伊士曼 G 3003
graft versus host disease,移植物抗宿主病
grafted with maleic anhydride,接枝馬來酸酐
high density,高密度
low density,低密度
ma grafted,馬嫁接
mah g,麻痺
maleic acid,馬來酸
maleic acid graft,馬來酸接枝
maleic acid grafted,馬來酸接枝
maleic anhydride,馬來酸酐
maleic anhydride graft,馬來酸酐接枝
maleic anhydride grafted polymer,馬來酸酐接枝聚合物
maleic anhydride grafted polyolefins,馬來酸酐接枝聚烯烴
maleic anhydride grafted polypropylene,馬來酸酐接枝聚丙烯
maleic graft,馬來酸移植物
maleic grafted,馬來酸嫁接
paraffin parts,石蠟零件
polymer matrix,聚合物基體
pp g mah,pp g mah
reactive monomers,反應單體
textile backing,紡織背襯
thermoplastic blend,熱塑性共混物
thermoplastic olefin,熱塑性烯烴
acid anhydride,酸酐
copolymer,共聚物
graffiti art,塗鴉藝術
graffiti letters,塗鴉字母
graffiti numbers,塗鴉數字
maleic anhydridegrafted polypropylene,馬來酸酐接枝聚丙烯
car navigation device,汽車導航裝置
car navigation system,汽車導航系統
communication device structure,通訊設備結構
coordinate measuring apparatus,三坐標測量儀
coordinate processing apparatus,坐標處理裝置
coordinate processing system,坐標處理系統
digital moving maps,數字移動地圖
display apparatus,顯示裝置
display board,顯示板
display map,顯示地圖
display navigation apparatus,顯示導航儀
display navigation system,顯示導航系統
display on map,顯示在地圖上
display system,顯示系統
display wallpaper,顯示壁紙
distance indication system,距離指示系統
dmm,dmm
geographical data display system,地理數據顯示系統
handheld device,手持設備
illustrative map,說明性地圖
map data generation,地圖數據生成
map display apparatus,地圖顯示裝置
map display control,地圖顯示控制
map display device,地圖顯示裝置
map generation device,地圖生成裝置
map generation system,地圖生成系統
map into system,映射到系統
map navigation apparatus,地圖導航儀
map navigation system,地圖導航系統
map of india,印度地圖
measuring apparatus,測量儀器
measuring system,測量系統
mobile screen,手機屏幕
mobile terminal map,手機端地圖
moving map display,移動地圖顯示
navigation apparatus,導航儀
navigation device,導航裝置
navigation planning apparatus,導航規劃儀
navigation planning system,導航規劃系統
navigation setting apparatus,導航設置裝置
navigation setting system,導航設置系統
navigation system,導航系統
route device,路由裝置
route display apparatus,路線顯示裝置
route display system,路線顯示系統
route navigation apparatus,路線導航儀
route navigation system,路線導航系統
route planning apparatus,路線規劃儀
route planning system,路線規劃系統
route setting apparatus,路線設定裝置
route setting system,路線設定係統
route system,路線系統
scale measuring apparatus,規模測量儀
scale measuring system,規模測量系統
scale processing apparatus,規模加工設備
scale processing system,規模處理系統
schematic diagram system,示意圖系統
system map,系統圖
system memory map,系統內存映射
touch panel,觸控面板
blood forming cells,造血細胞
building boards,建築板
flexible mat forming,柔性墊成型
form a mat,形成一個墊子
forming plaster board,成型石膏板
forming theory,形成理論
ice forming,結冰
mat assemble,墊組裝
mat floor tiles,地墊地磚
mat forming,墊成型
mat is formed,墊子形成
mat setup,墊設置
mat tiles,地墊瓷磚
mats,墊子
mould box,模具盒
orthopedic spacer,骨科墊片
reinforced sealing device,加強密封裝置
rolling system,滾動系統
yoga mat,瑜伽墊
side layers,側層
strips,帶子
sub,子
sub units,子單位
carpet fragment,地毯碎片
carpet piece,地毯片
carpet segment,地毯段
class section,班級部分
colourful parts,彩色零件
door mats,門墊
heart sections,心臟切片
joining the pieces,加入碎片
mat bit,墊位
mat layers,墊層
mat part,墊子部分
mat pieces,墊塊
mat portion,墊子部分
mat section,墊子部分
mat segment,墊段
mats section,墊子部分
mats sections,墊子部分
multiple mat section,多墊部分
multiple mat sections,多個墊子部分
multiple separate sections,多個單獨的部分
part of a mat,墊子的一部分
properties of matter,物質的性質
section formula,截面公式
section officer,科官
separate mat,單獨的墊子
separate mat section,單獨的墊子部分
separate mat sections,單獨的墊子部分
separate pieces,分開的部分
separate section,單獨的部分
several layers,幾層
support sections,支持部分
body sections,身體部位
clamp bar assemblies,夾桿組件
clamp bars,夾桿
clamp members,夾緊構件
eye sections,眼部
flexible mat sections,靈活的墊子部分
mat management action trigger,墊管理動作觸發器
mat parts,墊子零件
mat portions,墊子部分
mat sections,墊子部分
mat segments,墊段
mat therapy,墊子療法
mat wrestling,墊子摔跤
pre grading device,預分級裝置
roller assembly,滾輪組件
rubber mat sections,橡膠墊部分
screen mat of screen device,屏幕設備的屏幕墊
screw hole detection device,螺絲孔檢測裝置
spine sections,脊柱部分
support mats,支撐墊
tensioning strips,張緊條
vibrating device,振動裝置
vibrating mass,振動塊
blanks,空白
boards,板
individual mats,個人墊
array formation,陣列形成
baking material formation,烘烤材料形成
base material,基材
company formation,公司成立
component preparing,組件準備
composition formation,組成形成
crystalline material formation,結晶物質形成
film formation material,成膜材料
formation material,形成材料
ingredient formation,成分形成
ingredient preparing,配料準備
material container,材料容器
material destruction,物質破壞
material preparing,材料準備
material production,材料生產
materials formation,材料形成
production material,生產材料
proppant material,支撐劑材料
raw material,原材料
substance formation,物質形成
team formation,團隊組建
ceramic characteristics,陶瓷特性
cleaning,打掃
