,0
pulsed field,脈衝場
pulsed inductive,脈衝感應
pulsed plasma thruster,脈衝等離子推進器
continuous plasma beam,連續等離子束
current pulse,電流脈衝
low plasma potential,低等離子電位
low power plasma,低功率等離子
magnetic flow,磁流
plasma etching,等離子蝕刻
plasma pulser circuit,等離子脈衝發生器電路
plasma rocket,等離子火箭
plasma thruster,等離子推進器
plasma transplantation,血漿移植
propulsive field,推進場
propulsive flow,推進流
pulse power,脈衝功率
pulsed electric discharge,脈衝放電
radio frequency plasma,射頻等離子
thrust,推力
vortex,渦流
vortex mixer,渦流混合器
granular coating material,粒狀塗層材料
granular composition,粒狀成分
granular material,粒狀材料
liquid composition,液體成分
liquid material,液體材料
powder component,粉末成分
powder material,粉末材料
pulverulent component,粉狀成分
air vent,通風口
feed material,進料
gaseous material,氣態物質
granular form,粒狀
material culture,物質文化
particulate,顆粒物
particulate material,顆粒材料
powder form,粉末形式
powder like material,粉末狀材料
powdered material,粉狀物料
powdered materials,粉狀物料
powdered substances,粉狀物質
pulverulent,粉狀
solid materials,固體材料
heavy material,重質材料
list of material,材料清單
material parameter,材料參數
nanoparticle,納米粒子
oscillating drive,擺動驅動
powdery material,粉狀物料
pulverulent cataract,粉狀白內障
pulverulent composition,粉狀組合物
pulverulent crossword,粉狀填字遊戲
residue pulverulent material,殘留粉狀物質
silky material,絲滑材質
single application mode,單一應用模式
sleeve member,套筒構件
sleeve members,袖子成員
solid mixture,固體混合物
spring members,彈簧成員
unified buffer memory,統一緩衝存儲器
unified dimensions,統一尺寸
vitreous cellular material,玻璃體細胞材料
base plate,底盤
face cream,面霜
face expression,面部表情
face mask,面具
face punch,打臉
face shield,面罩
punch,沖床
punch biopsy,穿刺活檢
punch end face,沖頭端面
punch faces,打孔面
punch first face,打第一面
punch first surface,沖壓第一表面
punch plate,沖孔板
punch surface,沖壓面
punch surfaces,沖壓表面
punch tool face,打孔工具面
punched card,打孔卡
punched face,打臉
punching,沖孔
punching face,打臉
punching mechanism,沖孔機構
punching rod,沖孔棒
spraying face,噴臉
face recognition software,人臉識別軟件
mandrel,心軸
non swarf producing device,非切屑產生裝置
punch face,打臉
punch lip,衝唇
punch machine,沖床
punch out software,打卡軟件
punch out theory,衝出理論
punching system,打孔系統
rolled metal sheet,軋製金屬板
rotary rewinder,旋轉復捲機
stripper lip,脫衣舞孃唇
bypass lever,旁路桿
carburetter in a motorcycle,摩托車化油器
ejecting,彈出
eye dancing pin syndrome,眼跳針綜合徵
manual shift transmission,手動變速器
operational pin,操作引腳
pin code,PIN碼
pin syndrome,針綜合徵
pinpoint,查明
piston pressing member,活塞按壓件
pressing guide member,按壓導向件
protrusion,突出
punch key,打孔鍵
pushed pin,推銷
pushing pin,推銷
pushing pin mechanism,推銷機構
pushing projection,推投影
pushing syndrome,推擠綜合症
pushing system,推送系統
rotating sliding member,旋轉滑動件
rotating sliding roller,旋轉滑輪
slide member,滑動件
slide roller,滑輥
slider,滑塊
sliding member,滑動件
sliding roller,滑動滾輪
stepped ratio change speed gears,階梯式變速齒輪
action piece,動作片
actuation piece,驅動件
atm pin,自動取款機
detachable pin,可拆卸銷
disjoined pin,脫節銷
midpoint,中點
pin ball,針球
pincode,PIN碼
push pin,圖釘
pushing member,推動成員
pushing pins,推銷
pushing point,推點
pushing up pin,向上推銷
pushpin engine,圖釘引擎
return array,返回數組
return pin,返回銷
thumb tack,圖釘
upper operating member,上操作員
automatic transmission,自動變速器
broadband transmission,寬帶傳輸
carrier wave transmission,載波傳輸
decorative,裝飾性的
electromagnetic radiation transmission,電磁輻射傳輸
electrostatic pinning,靜電釘扎
excellent decorative,優秀的裝飾
excellent design,優秀的設計
good decorative,很好的裝飾
good design,好的設計
lamellar like seals,層狀密封
measured radio the transmission,測量無線電傳輸
measured radio wave,測量的無線電波
measured radio wave transmission,測量的無線電波傳輸
measured the transmission,測量傳輸
measured wave,測量波
measured wave transmission,測量波傳輸
microwaves transmission,微波傳輸
plastic system,塑料系統
plastic welder,塑料焊機
propagation of radio waves,無線電波的傳播
radio valve,無線電閥
radio wave transmission,無線電波傳輸
tidal wave,潮汐
transmission of radio waves,無線電波的傳輸
transmission wave,傳輸波
vacuum slots,真空槽
wave,海浪
wave energy,波浪能
wave equation,波動方程
wave transmission,波傳輸
wave transmission medium,波傳輸介質
amount of dielectric,電介質量
coefficient of dielectric,介電係數
communication delay,通訊延遲
dielectric,電介質
electric wave,電波
electromagnetic radio waves,電磁無線電波
half of communication,一半的溝通
half of the communication,一半的溝通
half of the transmission,傳輸的一半
half of transmission,傳輸的一半
half the communication,一半的溝通
half the transmission,傳輸的一半
huge waves,巨浪
internal dielectric,內部電介質
light wave distribution,光波分佈
light waves guided,光波引導
maximum communication,最大溝通
maximum delay,最大延遲
maximum integrated,最大集成
measurement of communication,溝通的測量
measurement of the communication,溝通的測量
measurement the communication,測量溝通
online radio,在線廣播
polarising light wave,偏振光波
radio emission,無線電發射
radio propagation,無線電傳播
radio standard reception,無線電標準接收
radio transmitter,無線電發射機
radio wave communication,無線電波通訊
radio wave reception,無線電波接收
receiving antenna,接收天線
riding on waves,乘風破浪
standard reception,標準接收
standard wave reception,標準波接收
standard wave transmission,標準波傳輸
ultrasonic wave transmission,超聲波傳輸
wave optics,波動光學
weak radio waves,微弱的無線電波
wireless waves transmission,無線電波傳輸
radio reception,無線電接收
transmission wave reception,發射波接收
back adjustability,背部可調節性
back adjustment,背部調整
back adjustments,背部調整
back bracket adjustment,後支架調整
back inspection,回檢
back looking inspection,回溯檢查
back movement,背部運動
back movement adjustment,背部運動調整
back relative adjustment,回相對調整
back relative movement,後向相對運動
back viewing,回看
back visual inspection,背面目視檢查
back visual viewing,後視觀察
back yard,後院
block adjustment,塊調整
door for convertible,敞篷車門
front adjustment,前調整
handle adjustment,手柄調節
latch system,閂鎖系統
moveable barrier,可移動屏障
rear adjustability,後部可調節性
rear adjustment,後調整
rear alignment,後對齊
rear clearance,後間隙
rear end adjustment,後端調整
rear inspection,後方檢查
rear leg paralysis,後腿癱瘓
rear looking inspection,後視檢查
rear looking viewing,後視
rear movement,後運動
rear movement adjustment,後運動調整
rear relative adjustment,後相對調整
rear relative movement,後部相對運動
rear shoulder pain,後肩痛
rear spoiler,後擾流板
rear support,後支撐
rear viewing,後視
rear visual inspection,後視檢查
rear visual viewing,後視
safes door,保險箱門
safes password,保險箱密碼
side mounting,側面安裝
deceleration,減速
discrete system,離散系統
discrete time signals,離散時間信號
disturbance,騷亂
gps receiver,全球定位系統接收器
interia,內部
mobile receiver,移動接收器
on board accelerometer,板載加速度計
on boarding,登機時
receive acceleration signal,接收加速度信號
receive from acceleration sensor,從加速度傳感器接收
receiving unit,接收單元
sample unit,樣品單元
sms receiver,短信接收器
time constants,時間常數
wireless devices,無線設備
accept via surface,通過表面接受
arc spraying torch head,電弧噴槍頭
attach via surface,通過表面附著
capturing via surface,通過表面捕獲
collect via surface,通過表面收集
collecting unit,收集單元
orifice applicator system,孔板塗抹器系統
receive message,接收消息
receive updates,接收更新
receive via antenna,通過天線接收
receive via surface,通過表面接收
received from surface,從表面接收
sealless modular positive displacement dispenser,無密封模塊化容積式分配器
skin surface,皮膚表面
skin surface lipids,皮膚表面脂質
sprayed particles,噴霧顆粒
surface anatomy,表面解剖
surface screenshot,表面截圖
surfaces,表面
transmit via surface,通過表面傳輸
collect via flat surface,通過平面收集
communication module,通訊模塊
film layer,薄膜層
process via server,通過服務器處理
receive over interface,通過接口接收
receive signal,接收信號
receive through surface,通過表面接收
received via front face,通過正面接收
receiving surfaces,接收面
send through surface,通過表面發送
sending via surface,通過表面發送
surface reaction,表面反應
surface volume,表面積
via surface,通過表面
tubing,管道
umbilical,臍帶
audio receiver,音頻接收器
barell assembly,巴雷爾組裝
clamping tool,夾緊工具
distributor drive shaft,分配器傳動軸
drive in,駛入
firearm receiver,槍械接收器
hitch,拴住
phone receiver,電話聽筒
receiver gauge,接收器儀表
receiver housing,接收器外殼
rotating equipment,旋轉設備
rotating machine element,旋轉機械元件
shaft receiver,軸接收器
shoulder blade,肩胛骨
shoulder mount,肩扛式
stock assembled,庫存組裝
transmit power,發射功率
channel receiver shaft,通道接收軸
master shaft,主軸
motor shaft,電機軸
receiver brush,接收器刷
receiver motor,接收電機
receiver rotor,接收器轉子
receiver tank,接收罐
receiving shaft,接收軸
replaceable shaft assembly,可更換軸組件
rigid shaft,剛性軸
rotary receiver shaft,旋轉接收軸
shaft collar,軸環
shaft coupling,聯軸器
shaft ring,軸環
shaft seal,軸封
steering shaft,轉向軸
synchro receiver shaft member,同步接收器軸構件
telephone receiver,電話聽筒
destruction,破壞
elution,洗脫
endometrial ablation,子宮內膜切除術
extract from reaction product,從反應產物中提取
filtration,過濾
generate from reaction product,由反應產物生成
leaching,浸出
obtain from reaction product,從反應產物中獲得
obtained from reaction product,從反應產物中獲得
reaction mixture,反應混合物
reclaim from reaction product,從反應產物中回收
recover from reaction,從反應中恢復
recover from reaction mixture,從反應混合物中回收
recover from reaction products,從反應產物中回收
recover reaction product,回收反應產物
recycle from reaction product,從反應產物中回收
retrieve from reaction product,從反應產物中取回
surgical procedure,外科手術
crest factor reduction,波峰因數降低
factor reduction,因素減少
reduction level,減少水平
arbitrary factor,任意因素
decline feature,下降特徵
decline weight,減重
decreasing factor,遞減因子
image reduction,圖像縮小
magnification,放大
magnification factor,放大倍數
metabolic factor,代謝因子
predefined criterion,預定義標準
predefined factor,預定義因子
predefined function,預定義函數
predefined probability,預定義概率
predetermined criterion,預定標準
predetermined function,預定函數
predetermined probability,預定概率
probability,可能性
reduction chemistry,還原化學
reduction function,歸約函數
reduction ratio,減速比
reduction size,縮小尺寸
reduction start position,減少起始位置
scaling factor,比例因子
scaling ratio,縮放比例
sub sampling factor,子抽樣因子
third scaling factor,第三比例因子
weighting factor,加權因子
zoom factor,縮放係數
illumination factor,照度係數
pitch,瀝青
predetermined factor,預定因素
projection magnification,投影放大率
projection ratio,投射比
reduction magnification,縮小倍率
allocation factor,分配因子
allocation value,分配值
beauty factor,美容因子
capacity reduction factor,容量縮減係數
efficiency reduction factor,效率降低係數
enlargement factor,放大係數
enlargement factors,放大因子
factor tree,因子樹
increasing by factor of,增加因數
maximum reduction factor,最大縮減係數
predetermined enlargement factors,預定放大係數
reduction factors,減少因素
scaling portion,縮放部分
shift values,移位值
shifts,轉移
strength reduction factor,強度折減係數
sugar reduction,減糖
anisotropic emission region,各向異性發射區
concave reflection mirror,凹面反射鏡
condenser lens,聚光鏡
decorative mirror,裝飾鏡子
emitting surface,發射面
form by reflection,反射形成
image reflection,影像反射
mirror formula,鏡像公式
mirror plate reflective metal surface,鏡板反光金屬表面
mirror selfie,鏡子自拍
non reflective surfaces,非反射表面
operate by reflection,通過反射操作
optical absorption region,光吸收區
polygon mirror,多面鏡
polygonal mirror unit,多面鏡單元
rear view mirrror,後視鏡
reflect,反映
reflect between mirror,在鏡子之間反射
reflect by reflection layer,通過反射層反射
reflect by reflection surface,反射面反射
reflect from mirror,從鏡子反射
reflect from reference mirror,從參考鏡反射
reflect from reflection surface,從反射面反射
reflect off mirror,反射鏡
reflect trial,反映審判
