,0
reflection type lcd,反射式液晶顯示器
reflection type lcd crystal,反射式液晶晶體
reflection type lcd display,反射式液晶顯示器
reflection type liquid,反射型液體
reflection type liquid crystal,反射型液晶
reflection type liquid display,反射式液晶顯示器
reflective liquid,反光液體
reflective liquid crystal,反射液晶
reflective liquid crystal display,反射式液晶顯示器
reflective liquid display,反射式液晶顯示器
reflective mode lcd crystal,反射式液晶晶體
reflective mode lcd crystal display,反射式液晶顯示
reflective mode lcd display,反射式液晶顯示器
reflective mode liquid crystal,反射式液晶
reflective mode liquid crystal display,反射式液晶顯示器
reflective mode liquid display,反射式液晶顯示器
reflective panel,反光板
reflective type crystal,反射型水晶
reflective type crystal display,反射式水晶顯示器
reflective type lcd crystal,反射型液晶晶體
reflective type lcd display,反射式液晶顯示器
reflective type liquid,反射型液體
reflective type liquid crystal,反射型液晶
reflective type liquid crystal display,反射式液晶顯示器
reflective type liquid display,反射式液晶顯示器
total reflection type liquid crystal display panel,全反射式液晶顯示面板
type of leaf,葉的類型
acidic stream,酸性流
agent interface,代理界面
antidepressant,抗抑鬱藥
aqueous regenerant solution,再生劑水溶液
cardiac stimulant,強心劑
catalyst regeneration,催化劑再生
cloud agent,雲代理
effluent,流出物
generation agent solution,代劑溶液
ion exchanger,離子交換劑
ion rich,富離子
reaction regeneration agent,反應再生劑
regenerant,再生
regenerant solutions,再生液
regenerated agent,再生劑
regenerated agent solution,再生劑溶液
regenerating,再生
regenerating agent,再生劑
regenerating solution,再生液
regeneration agent feeding device,再生劑加料裝置
regeneration agent solution,再生劑溶液
regeneration chemicals,再生化學品
regeneration mixture,再生混合物
regeneration solution,再生液
regression testing,回歸測試
resin agent,樹脂劑
resin regeneration agent,樹脂再生劑
washing agent,洗滌劑
water treatment,水處理
cleaning agent recovery,清洗劑回收
color recovery agent,顏色恢復劑
color restoration,色彩還原
corresponding regeneration agent,相應的再生劑
fabric care,織物護理
organ regeneration,器官再生
reducing agent,還原劑
regeneration agent container,再生劑容器
regeneration material,再生材料
regeneration reagent,再生試劑
regeneration substance,再生物質
regenerative brake,再生製動
regenerative medicine,再生醫學
restoration agent,修復劑
salt in water,水中的鹽
transplantation,移植
analog input,模擬輸入
binary values,二進制值
converter,轉換器
converter channels,轉換器通道
digital camera,數碼相機
digital certificate,數字證書
digital circuits,數字電路
digital converter,數字轉換器
digital output,數字輸出
digital register,數字寄存器
digital values,數字值
heat converter,熱轉換器
register analog to digital converter,註冊模數轉換器
register converter,寄存器轉換器
register to digital converter,註冊到數字轉換器
register values,寄存器值
successive approximation register analog to digital converter,逐次逼近寄存器模數轉換器
successive comparing register,連續比較寄存器
temperature to digital converter,溫度數字轉換器
values finder,價值發現者
video converter,視頻轉換器
aligned aperture,對準孔徑
aligned hole,對齊孔
alignment hole,對準孔
blood vessel hole,血管孔
fishing hole,釣魚洞
heart hole surgery,心孔手術
jetting channels,噴射通道
manifold plate of ink jet head,噴墨頭歧管板
peel media,剝離介質
penetration hole,穿透孔
print head chip,打印頭芯片
printhead,打印頭
registration aperture,配準孔徑
registration cavity,配準腔
registration crater,註冊隕石坑
registration cutout,註冊摳圖
registration fees,註冊費
registration gap,登記差距
registration holes,註冊孔
registration perforation,登記穿孔
registration space,註冊空間
registration system,註冊系統
registration therapy,登記療法
vehicle registration,車輛登記
axle frame,軸架
bogie,轉向架
correction difference,修正差
correction value,修正值
delay,延遲
differential value,差值
environment data,環境數據
environment factor,環境因素
environment factor information,環境因素信息
environment information,環境信息
environmental data,環境數據
environmental factor,環境因素
environmental factor information,環境因素信息
environmental information,環境信息
formula of magnesium chloride,氯化鎂的配方
formula of sodium carbonate,碳酸鈉的配方
formula one cars,一級方程式賽車
railway color light,鐵路彩燈
relation formula,關係公式
relational calculation,關係計算
relational database,關係型數據庫
relational equation,關係方程
relational expression,關係表達式
relational formula,關係式
relational formulation,關係式
relational joints,關係關節
relational matrix,關係矩陣
relational operators,關係運算符
relational rule,關係規則
relational system,關係系統
relationship,關係
relationship expression,關係表達
relationship formula,關係公式
remote locomotive control,遠程機車控制
train display control method,列車顯示控制方法
wire frame,線框
aiming control device,瞄準控制裝置
below water,水下
blood remains,血跡
diesel oil tank filler,柴油油箱加註
heart rate value,心率值
heart valve regurgitation,心臟瓣膜反流
preset a reference value,預設參考值
preset temperature,預設溫度
reference number,參考編號
remain below,留在下方
remain below level,保持在水平以下
remain below predefined value,保持在預定義值以下
remain below reference level,保持在參考水平以下
remain below temperature,保持低於溫度
remain below threshold level,保持在閾值以下
remain below threshold point,保持在閾值以下
remain below threshold value,保持在閾值以下
remain below value,保持低於價值
remainder calculator,餘數計算器
statistical limit,統計限度
threshold value,閾值
upwardly retracting vehicle door,向上縮回車門
bulk cargo,大批貨物
cores,核心
excess legs,多餘的腿
inertial navigation system,慣性導航系統
leg exercises,腿部練習
leg pain,腿痛
leg system,腿部系統
main bracers,主護腕
mobile data remaining,剩餘移動數據
numbness in legs,腿麻
opposite legs,對面的腿
outer legs,外腿
outer surfaces,外表面
railway level crossing safety system,鐵路道口安全系統
railway self wheel operation equipment,鐵路自輪作業設備
remaining chemical composition,剩餘化學成分
remaining files,剩余文件
remaining leg of the table,桌子的剩餘腿
remaining leg portion in the opposite sense,反義的剩餘腿部
remaining legs,剩餘的腿
remaining tension legs,剩餘的張力腿
remaining winding legs,剩餘的繞組腿
secondary ends,次要端
secondary windings,次級繞組
