,0
instruction transmitting function,指令傳輸功能
instruction transmitting step,指令傳送步驟
meat processing,肉類加工
operating instruction,操作說明
pipeline instruction,流水線指令
process facility,加工設施
request instruction processing,請求指令處理
request instruction receiving,請求指令接收
request processing,請求處理
request receiving,請求接收
request reception processing,請求接收處理
strict instruction,嚴格的指導
though processing,雖然處理
voice instruction processing,語音指令處理
working chemical process,工作化學過程
electrical insulator,電絕緣體
electrical tube,電子管
insulating insulator,絕緣體
insulating tube,絕緣管
insulator,絕緣子
electrical heater,電加熱器
electrical housing,電氣外殼
insulator heater,絕緣加熱器
upper heater,上加熱器
upper housing,上殼
baloon sleeve,氣球套
copper knee sleeve,銅膝套
coverup,掩飾
high temperature environment,高溫環境
insulated cable,絕緣電纜
insulating cover,絕緣罩
insulating sheath,絕緣護套
insulating sleeve,絕緣套管
insulation,絕緣
insulation layer,絕緣層
insulator sleeve,絕緣套
long sleeve dress,長袖連衣裙
plastic bottle,塑料瓶
protecting layer,保護層
protection sleeve,保護套
rice sheath blight,水稻紋枯病
sleeve insulation,套管絕緣
styrofoam,聚苯乙烯泡沫塑料
thermal protection,熱保護
additional power code,附加電源代碼
film,電影
identification code,識別碼
identification sequence,識別序列
information code,信息代碼
information power code,信息力量代碼
information sequence,信息序列
insulin,胰島素
insulux,胰島素
molding,成型
outer metal shield,外金屬屏蔽
screw,擰緊
sleeves design,袖子設計
tubular insulating layer,管狀絕緣層
aluminum films,鋁膜
chip forming,切屑成型
conductive site,導電部位
configurable interconnection sites,可配置的互連站點
contact site,聯繫網站
contact sites,聯繫網站
electrical connection,電氣連接
electrical contact,電接觸
electrical formed,電成型
electrical interconnection system,電氣互連繫統
electrical pad,電墊
electrical pad formed,形成的電焊盤
ic sites,ic網站
integrated circuits contacts,集成電路觸點
interconnect accommodating site,互連容納站點
interconnect billing,互連計費
interconnect contact,互連觸點
interconnect formed,互連形成
interconnect network,互連網絡
interconnect pad,互連焊盤
interconnect pad formed,互連焊盤形成
interconnect sites,互連站點
interconnect verification,互連驗證
interconnection sites,互連站點
maintenance sites,維修點
mounting site,安裝地點
narrow interconnection sites,狹窄的互連站點
typical interconnect site,典型的互連站點
vertical levels,垂直水平
vlsi,超大規模集成電路
website blocker,網站攔截器
websites,網站
cam arrangement,凸輪裝置
connected levers,連接槓桿
connecting adjacent modules,連接相鄰模塊
coupled levers,耦合槓桿
drive means,驅動裝置
inter connected handle,互連手柄
interconnected blood,相互聯繫的血液
interconnected distribution system,互聯配電系統
