,0
machine coding,機器編碼
machine oil,機油
message prolog,消息序言
processing window,加工窗口
programming language,編程語言
prolog coding,序言編碼
prolog engine,序言引擎
prolog stage,序言階段
prolog syntax,序言語法
sliding window,滑動窗口
source code,源代碼
stage decoration,舞台裝飾
automatic step change gear,自動換檔齒輪
double acting master cylinder,雙作用主缸
durability lifetime,耐久性壽命
lengthen span,加長跨度
maintenance gap,維修缺口
prolong a span of part,延長零件的跨度
prolong length,延長長度
prolong life span,延長壽命
prolong span,延長跨度
prolong span augment direction,延長跨度增大方向
prolong tablet,延長片劑
prolonged illness,久病
prolonged release tablets,緩釋片劑
prolonged segment,延長段
service life,使用壽命
span algorithm,跨度算法
span of control,控制範圍
substantial prolongation,大幅延長
top up reservoir,加滿水庫
appropriate ordering,適當的排序
balance,平衡
correct order,正確的順序
court order,法庭命令
customised items,定制項目
desired order,想要的順序
equilibrium balance,平衡平衡
following chronology,以下年表
following pattern,跟隨模式
following segment,下一段
food order,食品訂單
government order,政府命令
improper listing,不當上市
judicial order,司法命令
optimal limit,最優極限
proper arrangement,適當的安排
proper chain,適當的鏈條
proper course,正確的路線
proper cycle,適當的循環
proper fraction,真分數
proper series,適當的系列
proper working order,正確的工作秩序
property tax,財產稅
stable balance,穩定的平衡
stable equilibrium,穩定平衡
appropriate arrangement,適當的安排
appropriate order,適當的順序
aptly positioned,定位恰當
disarranged data,雜亂無章的數據
disarranged fibers,雜亂的纖維
disarranged winding,雜亂無章的繞組
good condition,良好的條件
good mode,好模式
improper order,順序不當
order,命令
order please,請訂購
original sequence order,原始序列順序
proper conduct,適當的行為
proper sequence,正確的順序
proper subset,真子集
queue,隊列
re order,重新訂購
re sequence,重新排序
right order,正確的順序
sequence order,順序
time ordering,時間排序
timestamp order,時間戳順序
trouble,麻煩
unchanged order,訂單不變
wrong order,順序錯誤
1 bromopropane,1溴丙烷
alkoxy pyrrolidone,烷氧基吡咯烷酮
alkoxy silicones,烷氧基有機矽
anti markovnikov product,反馬爾科夫尼科夫產品
bond between friends,朋友之間的羈絆
ch3ch2ch2br,ch3ch2ch2br
garden compound,花園大院
inorganic halide,無機鹵化物
isopropyl functional group,異丙基官能團
n propylbromide,正丙基溴
nabr,納布爾
nonflammable solvent,不易燃溶劑
organobromine compound,有機溴化合物
pyrrolidone,吡咯烷酮
silicones,有機矽
sodium bromide,溴化鈉
structure of a tower,塔的結構
acetamide,乙酰胺
acetamide pyrrolidone,乙酰胺吡咯烷酮
butyl acetamide,丁基乙酰胺
butyl acetamide pyrrolidone,丁基乙酰胺吡咯烷酮
butyl pyrrolidone,丁基吡咯烷酮
ethyl bromide,溴乙烷
ethyl chloride,氯乙烷
heptane,庚烷
heptane pyrrolidone,庚烷吡咯烷酮
propyl chloride,氯丙烷
propyl chloride bromide,溴丙烷
bromide,溴化物
butyl bromide,丁基溴
butyl chloride,丁基氯
methyl bromide,溴甲烷
methyl iodide,碘甲烷
methyl pyrrolidone,甲基吡咯烷酮
propyl butyl bromide,丙基丁基溴
propyl propanol,丙醇
butyl,丁基
butyl alcohol,丁醇
butyl alcohol ethyl,丁醇 乙基
butyl hexane,丁基己烷
butyl hexane ethyl,丁基 己烷 乙基
ethyl alcohol,乙醇
ethyl alcohol ethyl,乙醇 乙基
ethyl hexane,乙基己烷
ethyl hexane ethyl,乙基 己烷 乙基
heptane alcohol,庚烷醇
heterocyclic acid,雜環酸
hexane alcohol,己烷醇
hydroxy acid,羥基酸
additional component,附加組件
baking protocol,烘焙協議
blood component,血液成分
cleaning components,清潔組件
deep cleansing protocol component,深層清潔協議組件
hygiene protocol,衛生規程
l facial hair protocol component,l 面部毛髮協議組件
oscillating brush,擺動刷
protocol data,協議數據
protocol elements,協議元素
protocol library builder,協議庫構建器
protocol parts,協議部分
protocol violation,違反協議
routing protocol,路由協議
secure protocols,安全協議
selector,選擇器
treatment protocol,治療方案
vector component,向量分量
assessment data editor,評估數據編輯
assessment year,評估年
automatically defend networks,自動防禦網絡
component testing,組件測試
components of protocol,協議的組成部分
different component,不同的組件
different components,不同的組件
emergency protocol,緊急協議
food components,食品成分
friday protocol,星期五協議
gateway host,網關主機
interface component,接口組件
marginal gateway protocol,邊緣網關協議
messaging product,消息產品
network interface,網絡接口
network node,網絡節點
network protocol,網絡協議
network without rules,沒有規則的網絡
no rules for the receivers,接收者沒有規則
protocol,協議
protocol component based,基於協議組件
protocol components,協議組件
protocol deviation,協議偏差
protocol handler,協議處理程序
protocol module,協議模塊
routing protocol component,路由協議組件
timing,定時
wireless interface,無線接口
asymmetric code,非對稱碼
base graph,基礎圖
base matrix,基矩陣
basic graph,基本圖
binary decomposition,二元分解
bipartite graph,二分圖
bipartite protograph,二分原型
code burner,代碼刻錄機
coding framework,編碼框架
compatible chair,兼容的椅子
decomposition material,分解物
designing protograph,設計原型
emission test,排放測試
error code generation,錯誤代碼生成
fibonacci code,斐波那契代碼
food pyramid,食物金字塔
graph,圖形
hierarchical algorithm,分層算法
low thresholds,低門檻
non systematic variable,非系統變量
pay graph,支付圖
proto graph,原型圖
protograph based low density parity check,基於原型的低密度奇偶校驗
rate compatible,速率兼容
rate compatible protograph,速率兼容原型
vehicle detection,車輛檢測
acknowledgement messages,確認消息
acknowledgement packet,確認包
acknowledgement response message,確認響應消息
acknowledgement signal,確認信號
binding acknowledgement message,綁定確認消息
connection acknowledgement,連接確認
connection establishment,連接建立
provide noun,提供名詞
provided data,提供的數據
provided for acknowledgement signaling,提供確認信號
providing ack,提供確認
reply,回复
retrieve acknowledgement response,檢索確認響應
undersigned receipt,簽名收據
arm without connector,不帶連接器的臂
beam without connector,無接頭梁
cabinet framed without connector,無連接器框架的機櫃
data providing terminal,數據提供終端
device terminal,設備終端
electric terminal,電端子
provide by return,退貨提供
provide by user terminals,由用戶終端提供
provide food,提供食品
provide shelter,提供庇護
provide to input terminals,提供給輸入端子
provide using terminal,提供使用終端
provide via terminals,通過終端提供
provide with terminals,提供終端
provided by device,設備提供
provided to terminal,提供給終端
provides a delivery terminal,提供配送終端
provision by terminals,由終端提供
reference voltage,參考電壓
refuse by terminals,碼頭拒收
window terminal,窗口終端
anchoring screw,錨固螺釘
arrange car,安排車
car payment system,汽車支付系統
car width,車寬
couple to elevator car,情侶到電梯車廂
empty car,空車
locomotive monitoring system,機車監控系統
optical work gang warning installation,光學工作組警告安裝
produce car,生產汽車
provide a car,提供一輛車
provide car,提供汽車
provide eye relief,提供眼睛緩解
provide in car,車內提供
provide medical care,提供醫療服務
provide oil,提供油
provide transport,提供運輸
provide vacuum,提供真空
provide vehicle,提供車輛
provide with car,提供汽車
railway track field element,鐵路軌道場元素
scotch blocks,蘇格蘭塊
supply car,補給車
toy car,玩具車
vehicle train,車輛火車
wheel car,輪車
balanced tuned circuits,平衡調諧電路
frequency band,頻帶
frequency tuning,頻率調諧
guitar tuning,吉他調音
low bandwidth,低帶寬
mean for tuning,調音的意思
musical tuning,音樂調音
provide fine tuning,提供微調
provide for feed,提供飼料
provide for heating,供暖
provide for reasons,提供理由
provide for time period,提供時間段
provide tuning,提供調優
provident insurance,公積金保險
resonant circuit,諧振電路
tunable filter,可調濾波器
tunable frequency matching,可調諧頻率匹配
tunable matching circuit,可調匹配電路
turning machine,車床
turning point,轉折點
u turn,掉頭
use for tuning,用於調音
variable antenna,可變天線
variable tuner,可變調諧器
bengal grams,孟加拉克
depict in mass,大量描繪
grams,克
mass population,大眾人口
milligrams,毫克
provide amounts,提供金額
provide in quantity,提供數量
provide in weight,提供重量
provide in weights,提供權重
represent in grams,以克表示
score,分數
show in milligrams,以毫克顯示
weightlifting,舉重
abolish force,廢除武力
air force service,空軍服務
elastic restoring force,彈性回复力
equilibrium position,平衡位置
generate restoring force,產生恢復力
give recovery force,給予恢復力
harmonic oscillations,諧波振盪
money recovery,錢回收
provide component,提供組件
provide elastic force,提供彈力
provide elastic return force,提供彈性回复力
provide reset force,提供復位力
provide resilient force,提供彈力
provide restoration force,提供恢復力
recovering force,恢復力
restoring a app,恢復應用
restoring algorithm,恢復算法
restoring division,恢復分裂
restoring force,恢復力
restoring spring force,恢復彈簧力
return force,迴力
additional force,額外的力量
antique restoration,古董修復
biasing force,偏置力
deforming force,變形力
elastic force,彈力
elastic reaction force,彈性反作用力
frictional force,摩擦力
generation time,世代時間
provide feedback,提供反饋意見
resilient force,回彈力
restore contacts,恢復聯繫人
spring force,彈簧力
torques,扭矩
broadband access network,寬帶接入網
business network,商業網絡
centers,中心
client network,客戶網絡
client router,客戶端路由器
data delivery network,數據傳輸網絡
global network performance,全球網絡性能
health provider,健康提供者
internet provider,互聯網服務提供商
ip provider networks,ip 提供商網絡
media network,媒體網絡
mtc capillary networks,mtc 毛細管網絡
networks,網絡
provider,提供者
provider configured,提供者配置
provider network,供應商網絡
provider network management,供應商網絡管理
provider network ns,供應商網絡 ns
provider ns,提供者 ns
provider system,提供者係統
providers,提供者
providers configured,提供者配置
providers network,供應商網絡
providers network ns,供應商網絡 ns
providers networks,供應商網絡
server network,服務器網絡
service provider,服務提供者
service provider networks,服務提供商網絡
social network,社交網絡
third party network,第三方網絡
audio signal,音頻信號
broad audio power,廣泛的音頻功率
energy strength and variations,能量強度和變化
frequencies variations,頻率變化
frequency distortion,頻率失真
function of frequency,頻率函數
function room,功能房
functional frequency,功能頻率
functional programming,函數式編程
functional testing,功能測試
functions of photoshop,Photoshop的功能
margin variation,邊際變化
periodic signal frequency,週期信號頻率
power distribution,電力調配
power spectral density function,功率譜密度函數
psd,psd
psd sensor,psd傳感器
psd to jpg,psd轉jpg
total signal power,總信號功率
use psd,使用 psd
body transform,身體變換
broadband random signals,寬帶隨機信號
digital communication,數字通信
energy functions,能量函數
energy variation,能量變化
fourier analysis,傅里葉分析
fourier transform,傅里葉變換
function arrangement,功能安排
function mode,功能模式
function of car,汽車的功能
power spectral density,功率譜密度
power spectrum,功率譜
psd file,.psd 文件
time series,時間序列
vibration analysis,振動分析
fluid apparatus,流體儀器
fluid device,流體裝置
fluid device apparatus,流體裝置裝置
fluid forming apparatus,流體成型裝置
fluid forming machine,流體成型機
fluid machine,流體機械
headbox,前箱
papermaking apparatus,造紙設備
papermaking machine,造紙機
pulper,碎漿機
pulping device,製漿裝置
pulping device apparatus,製漿裝置
pulping liquor,製漿液
pulping liquors,製漿液
grinder,磨床
heart palpitations,心悸
image forming apparatus,圖像形成裝置
laboratory apparatus,實驗室儀器
mill,磨
pulp cavity,髓腔
pulp machine,紙漿機
pulp mill,紙漿廠
pulping equipment,製漿設備
pulping machine,製漿機
pulping method,製漿法
pulping operation,製漿作業
pulping process,製漿工藝
pulping system,製漿系統
recycling,回收
signal processing apparatus,信號處理裝置
breathing apparatus,呼吸設備
disposal apparatus,處理裝置
disposal system,處置系統
disposer,處置
fiber material,纖維材料
firefighting apparatus,消防設備
fruit pulp,果肉
material pulping apparatus,物料製漿裝置
material pulping system,物料製漿系統
paper manufacturing,造紙
paper pulping apparatus,紙漿設備
paper pulping system,紙漿系統
paper recycling apparatus,紙張回收裝置
paper recycling system,紙張回收系統
paper system,紙系統
pulp preparation process,紙漿製備工藝
pulp washing,紙漿洗滌
pulping machinary,製漿機械
shredder,碎紙機
treatment apparatus,治療儀
treatment system,處理系統
wet pulp,濕紙漿
analog modulation circuit,模擬調製電路
control signal pulse,控制信號脈衝
controller module,控制器模塊
digital modulation control signal,數字調製控制信號
generate control pulse,產生控制脈衝
gesture control,手勢控制
modulation controller,調製控制器
