,0
areal density,面密度
areal weight,面積重量
average areal weight,平均面積重量
average basis weight,平均基重
bulk,塊
dry content,幹含量
dry mass,乾重
dry total weight,總乾重
overall areal weight,總面積重量
overall basis weight,總基重
overall density,總密度
total content,總含量
total dry weight,總乾重
compartment syndrome,隔室綜合徵
compartment syndrome pathophysiology,隔室綜合徵病理生理學
core compartment,核心隔間
core tank,核心罐
discharge pipes,排放管
hard metal,硬質合金
metal nanoparticles,金屬納米粒子
nanoscale metal paste,納米級金屬漿料
overflow box,溢流箱
overflow chamber,溢流室
overflow compartment,溢流隔間
overflow compartments,溢流隔間
overflow dam,溢流壩
overflow drain compartment,溢流排水室
overflow part,溢出部分
overflow proteinuria,溢出性蛋白尿
overflow section,溢出部分
overflow tank,溢流罐
reservoir compartment,儲層
storage tank,儲存罐
sump,油底殼
train compartment,火車車廂
tub,浴缸
annular reservoir chamber,環形儲液室
annular reservoir compartment,環形儲液室
annular water compartment,環形水室
catchment trough,集水槽
discharge pipe,排放管
excessive compartments,過多的隔間
heavy overloads,重載
inlet conduit,進水管
inlet pump,進口泵
liquid collection space,液體收集空間
oil compartment,油室
outlet conduit,出口導管
outlet pump,出口泵
overflow basin,溢流池
overflow channel,溢出通道
overflow error,溢出錯誤
overflow incontinence,溢出性尿失禁
overflow partition,溢出分區
overflow property,溢出屬性
overflow reservoir chamber,溢流儲存室
overflow reservoir compartment,溢流儲存室
overflow sump,溢流槽
overflow system,溢流系統
overflow water chamber,溢水室
overflow water compartment,溢水隔間
overflowing enclosure,溢出的外殼
overloading,重載
program loop,程序循環
separator compartment,隔間
device part,設備部分
drain openings,排水口
excess water,多餘的水
flow cytometry,流式細胞儀
flow device,流量裝置
flow measurement,流量測量
integer overflow,整數溢出
inundation device,淹沒裝置
over action,過度行動
over speed,超速
overdraft,透支
overflow apparatus,溢流裝置
overflow port,溢流口
overspill device,溢出裝置
pipeline construction,管道建​​設
sensor device,傳感器裝置
spill device,溢出裝置
spillage device,溢出裝置
stage baffle,舞台擋板
stage receptacle,舞台插座
stage weir,舞台堰
weir,堰
automatic device adapted,自動裝置適配
automatic device configured,自動裝置配置
automatic overflow adapted,自動溢出適配
automatic overflow configured,配置自動溢出
bathtub,浴缸
