,0
hydrocarbyl group,烴基
hydrocarbyl substituted acylating agent,烴基取代的酰化劑
hydrocarbyl substituted butanedioic acid,烴基取代的丁二酸
hydrogen peroxide,過氧化氫
inorganic acid,無機酸
linear hydrocarbyl,直鏈烴基
natural acids,天然酸
picric acid,苦味酸
propyl butanedioic acid,丙基丁二酸
substituted succinic,取代琥珀酸
substituted succinic acid,取代丁二酸
substituted succinic acid derivatives,取代的琥珀酸衍生物
substituted succinic acids,取代琥珀酸
substituted succinic anhydride,取代琥珀酸酐
succinum,琥珀色
sulfurous acid,亞硫酸
acid acids,酸
acid acids include,酸包括
acid include,酸包括
acids include,酸包括
acylating acid,酰化酸
acylating acid include,酰化酸包括
acylating acids,酰化酸
acylating acids include,酰化酸包括
alkenyl group substituted succinic,烯基取代的琥珀酸
alkenyl group succinic,烯基琥珀酸
alkenyl of dicarboxylic,二羧酸的烯基
alkenyl of succinic,琥珀酸的烯基
alkenyl substituted dicarboxylic,烯基取代的二羧酸
alkenyl substituted succinic,烯基取代的琥珀酸
alkenyl succinic,烯基琥珀酸
alkyl of dicarboxylic,二羧酸烷基
alkyl of succinic,琥珀酸烷基
alkyl substituted dicarboxylic,烷基取代二元羧酸
alkyl substituted succinic,烷基取代琥珀酸
carboxyl group of carboxylic,羧基的羧基
carboxyl group of polycarboxylic,聚羧酸的羧基
carboxyl group the carboxylic,羧基 羧基
carboxyl group the polycarboxylic,羧基多羧酸
carboxyl of carboxylic,羧基
carboxyl of polycarboxylic,聚羧酸的羧基
carboxyl of the carboxylic,羧基的羧基
carboxyl of the polycarboxylic,多元羧酸的羧基
carboxylic polycarboxylic,羧酸多羧酸
chemical formula,化學式
corresponding carboxylic,相應的羧酸
corresponding polycarboxylic,相應的多元羧酸
dicarboxylic,二羧酸
hydro group substituted succinic,水基取代的琥珀酸
hydro group succinic,水族琥珀酸
hydro substituted dicarboxylic,氫取代二羧酸
hydro substituted succinic,氫取代琥珀酸
hydro succinic,氫琥珀酸
hydroxy of carboxylic,羧酸的羥基
hydroxy of polycarboxylic,多元羧酸的羥基
hydroxyl group of carboxylic,羧基的羥基
hydroxyl group of polycarboxylic,多元羧酸的羥基
hydroxyl group the carboxylic,羥基 羧基
hydroxyl group the polycarboxylic,羥基聚羧酸
hydroxyl of carboxylic,羧酸的羥基
hydroxyl of the carboxylic,羧酸的羥基
hydroxyl of the polycarboxylic,多元羧酸的羥基
metabolic intermediate,代謝中間體
substituted 14 butanedioic acid,取代的14-丁二酸
substituted butanedioic acid,取代丁二酸
substituted dicarboxylic,取代二羧酸
substituted dicarboxylic acid,取代二羧酸
substituted salt,替代鹽
substituted spices,替代香料
substituted succinate,取代琥珀酸鹽
substituted sugar,代糖
succinic,琥珀酸
succinic acid,琥珀酸
succinic containing,含琥珀酸
air fuel mixture,空氣燃料混合物
engine idling conditions,發動機怠速條件
fuel air mixture,燃油空氣混合物
fuel flow,燃油流量
fuel gas mixture,燃氣混合物
fuel mixture,燃料混合物
hydraulic power transmission,液壓動力傳輸
hyperspeed,超高速
idle,閒置的
idle compiler,空閒編譯器
idle fuel flow,怠速燃油流量
idle gap commands,空閒間隙命令
idle mixture,閒置混合物
idle mixture adjusting device,怠速混合氣調節裝置
idle mixture screw,怠速混合螺桿
idle python,空閒的蟒蛇
idle speed,怠速
idling mixture,空轉混合物
inductive final control element,感應式最終控制元件
mixture gas,混合氣
mixture gas mixture,混合氣體混合物
rotary cylinder,旋轉氣缸
artificial grass,人造草
brake anti lock device,剎車防抱死裝置
brightness control,亮度控制
conditional operator,條件運算符
daytime illumination condition,白天光照條件
environmental,環境的
fixing devices,固定裝置
fluorescent lamp illumination,熒光燈照明
health conditions,健康狀況
illuminating moisturizer,亮澤保濕霜
illumination condition,光照條件
illumination shape,照明形狀
illumination system,照明系統
light source adjustment,光源調整
lighting conditions,照明條件
logical error,邏輯錯誤
network conditions,網絡條件
optic,光學
reflection,反射
safety belt reels,安全帶捲軸
standard illumination condition,標準照明條件
aberration,像差
adjustment gap,調整間隙
amount illumination,照明量
amount illumination irradiation,照度照射量
amount of illumination,照明量
amount of irradiation,輻照量
angle illumination,角度照明
angle illumination irradiation,角度照明照射
angle of illumination,照明角度
angle of irradiation,照射角度
area finder,區域查找器
condition data,條件數據
conditional probability,條件概率
conventional tungsten lamp,傳統鎢絲燈
critical condition,危急情況
dark condition,黑暗條件
exposure,暴露
exposure amount,曝光量
exposure condition,暴露條件
focus amount,焦點量
focus condition,焦點條件
illuminance,照度
illumination area,照明區
illumination conditions,光照條件
intensity,強度
irradiation area,照射面積
irradiation shape,輻照形狀
light condition,光照條件
light illumination condition,光照條件
light per unit,每單位光
lighting condition,照明條件
natural illumination condition,自然光照條件
sensor,傳感器
suitable illumination criteria,合適的照明標準
transmittance,透光率
white light illuminator,白光照明器
amber signal,琥珀色信號
bill generator,賬單生成器
color matrix processing,顏色矩陣處理
color process,顏色處理
color processing,顏色處理
color signal processing,彩色信號處理
converting image signal,轉換圖像信號
digital image processing,數字圖像處理
