,0
output voltage values,輸出電壓值
annual inspection,年檢
audio system,音響系統
automated inspection system,自動檢測系統
bio inspection,生物檢查
choco wafers,巧克力威化餅
chocolate wafer,巧克力威化餅
design processing system,設計處理系統
design processing tool,設計處理工具
design tool,設計工具
detecting wafer defects,檢測晶圓缺陷
device circuit,裝置電路
device circuit apparatus,裝置電路裝置
device inspection apparatus,設備檢查裝置
device inspection system,設備檢查系統
device manufacturing apparatus,器件製造裝置
device manufacturing circuit,器件製造電路
device projection apparatus,裝置投影儀
device projection system,設備投影系統
exposure apparatus,曝光裝置
exposure system,曝光系統
include inspection system,包括檢查系統
integrated circuit apparatus,集成電路裝置
integrated manufacturing apparatus,集成製造設備
integrated manufacturing circuit,集成製造電路
laser alignment apparatus,激光對位儀
laser alignment system,激光對準系統
laser apparatus,激光儀器
laser inspection apparatus,激光檢測儀
laser inspection system,激光檢測系統
laser manufacturing apparatus,激光製造裝置
laser manufacturing system,激光製造系統
laser projection apparatus,激光投影儀
laser projection system,激光投影系統
laser system,激光系統
layer inspection system,層檢測系統
lithography apparatus,光刻設備
lithography system,光刻系統
machine vision inspection system,機器視覺檢測系統
manufacturing apparatus,製造設備
manufacturing device,製造裝置
manufacturing system,製造系統
memory apparatus,記憶裝置
non wafer inspection system,非晶圓檢測系統
optical inspection tool,光學檢測工具
process design system,工藝設計系統
process design tool,流程設計工具
processing system,處理系統
processing tool,加工工具
removing metal ions,去除金屬離子
reticle inspection,標線檢查
security inspection system,安檢系統
semiconductor wafer,半導體晶片
semiconductor wafer cleaning,半導體晶片清洗
substrate inspection system,基板檢測系統
system error,系統錯誤
wafer alignment apparatus,晶片對準裝置
wafer alignment system,晶圓對準系統
wafer inspection,晶圓檢測
wafer inspection apparatus,晶圓檢測裝置
wafer inspection camera system,晶圓檢測攝像系統
wafer inspection method,晶圓檢測方法
wafer manufacturing apparatus,晶片製造裝置
wafer manufacturing system,晶圓製造系統
wet cleaning process,濕法清洗工藝
back up procedures,備份程序
computing block,計算塊
condition character,條件字符
endoscopy procedure,內窺鏡檢查程序
general experimental protocol,一般實驗方案
root canal procedure,根管手術
set up procedures,設置程序
signal rate,信號率
systems awake condition,系統清醒狀態
techniques of wake up,喚醒技巧
timer,計時器
up procedures,向上程序
vats procedure,大桶程序
wake up,醒來
wake up clock system,喚醒時鐘系統
wake up matters,叫醒事情
wake up message,喚醒消息
wake up methods,喚醒方法
wake up process,喚醒過程
wake up receiver,喚醒接收器
wake up signal,喚醒信號
wake up technique,喚醒技術
ambulatory assistive devices,移動輔助設備
collapsible device,可折疊裝置
crutches,拐杖
exercise apparatus,運動器械
food aid,糧食援助
footwear,鞋類
mobility aids,助行器
mobility impairment,行動障礙
rescue aid,救援援助
walkers,步行者
walkers aids,助行器
walkie talkie,對講機
walking aid,助行器
walking aid backing,助行器支持
walking assistance,步行輔助
walking assistance apparatus,行走輔助裝置
walking device,行走裝置
walking equipment,步行設備
walking helper,步行助手
walking machine,步行機
walking support,行走支撐
white canes,白手杖
aid system,輔助系統
aids for medical emergencies,醫療緊急援助
bottle carrier,瓶架
dog walking,遛狗
height adjustable,高度可調
impairment,減值
luggage transporter,行李運輸車
mobility aid,行動輔助
moon walking,月亮行走
orthopedic,骨科
orthopedic devices,骨科器械
orthopedic shoes,矯形鞋
orthopedic support,骨科支持
shoes for walking,步行鞋
support devices,支持設備
suspension device,懸掛裝置
vehicle trailers,車輛拖車
walking aids,助行器
walking pneumonia,行走性肺炎
walking sticks,手杖
walking supports,行走支撐
beeswax,蜂蠟
beeswax oil,蜂蠟油
black walnut,黑胡桃
black walnut oil,黑胡桃油
cosmetic composition,化妝品組合物
edible walnut oil,食用核桃油
juglandaceae oil,核桃油
juglans oil,核桃油
juglans regia oil,皇家核桃油
madeira walnut oil,馬德拉核桃油
nut oil,堅果油
oil paint,油漆
olive butter,橄欖黃油
olive oil,橄欖油
seed oil,籽油
single seeded stone fruit,單核核果
skin care cream,護膚霜
soybean butter,大豆黃油
soybean oil,豆油
strong wall,堅固的牆
wall of china,中國牆
wall of fire,火牆
walnut,核桃
walnut color,胡桃色
walnut shell,核桃殼
walnut shells,核桃殼
water oil,水油
carpathian walnut oil,喀爾巴阡核桃油
castor oil,蓖麻油
compositions composition,作文組成
dry fruit oil,乾果油
epithelial cell,上皮細胞
essential oil,香精油
grape seed oil,葡萄籽油
hemp seed oil,大麻籽油
juglans regia fruit oil,皇家核桃果油
nut essence,堅果精華
nut salad,堅果沙拉
oil care,油脂護理
persian walnut oil,波斯核桃油
pollution mask,污染面具
pumpkin seed oil,南瓜籽油
walnut extract,核桃提取物
backwashing water,反洗水
computational method,計算方法
computational technique,計算技術
continuous diffusion,連續擴散
filling teeth,補牙
filters,過濾器
fine screen,細屏
infiltration,浸潤
infiltration problem,滲透問題
infiltration problems,滲透問題
infrastructure,基礎設施
invasion,入侵
microporous membrane,微孔膜
moisture infiltration,水分滲透
potable water,飲用水
seawater infiltration,海水滲透
virtual screening,虛擬篩選
water filtration,水過濾
water penetration,水滲透
water problem,水問題
water problems,水問題
water processing,水處理
water seepage,滲水
water erosion,水蝕
weather,天氣
air purifier,空氣淨化器
cavitation,空化
damage,損害
delamination,分層
flowing water,流動的水
humidity penetration,濕氣滲透
hydrology,水文學
inhibit penetration,抑制滲透
poor drainage,排水不暢
rain water,雨水
rainwater infiltration,雨水滲入
warpage,翹曲
water entry,進水
water ingress,進水
water pollution,水污染
water resources,水資源
water vehicles,水上交通工具
intake water,進水
fluid intake,液體攝入
intake,錄取
adjustable centre board,可調中心板
coconut water,椰子水
cooling water intake,冷卻水進水口
hot water inlet,熱水入口
intake for glowing skin,為發光的皮膚攝入
intake system,進氣系統
intake valve,進氣閥
liquid intake,液體攝入
swimming collar,游泳衣領
variable direction boat propulsion system,可變方向船推進系統
water diet,水飲食
water intake,飲水量
water soluble vitamins,水溶性維生素
water vascular systems,水血管系統
beer keg tap,啤酒桶水龍頭
distilled water,蒸餾水
fountain machine,噴泉機
intake tracker app,攝入量跟踪器應用程序
nutrients intake,營養攝入
sealed system,密封系統
water borne diseases,水傳播疾病
water intake pump,進水泵
water system,水系統
lake,湖
ocean,海洋
water intake port,進水口
cold water intake,冷水攝入量
fluid inlet,流體入口
water port,水港
water supply inlet,進水口
water supply port,供水口
watering,澆水
entire optical,全光學
filter optical,濾光片
introducing port,引進港
introducing portion,介紹部分
introduction port,引入端口
introduction portion,介紹部分
liquid introduction port,進液口
liquid introduction portion,液體引入部分
optical measuring,光學測量
water introducing port,引水口
water introducing portion,進水部分
water introduction port,引水口
water introduction portion,水導入部分
phase solid,固相
product solid,產品固體
product water removal,產品水去除
cosmetic product,化妝品
food product,食品
gel product,凝膠產品
h2o product,水產品
hydration,水合作用
mineral water,礦泉水
oil product,油品
solid product,固體產品
sparkling water,蘇打水
spring water,泉水
waste product,廢品
water pouch,水袋
water quality,水質
water soluble condensation product,水溶性縮合物
water insoluble product,不溶於水的產品
product water,產品水
ammonia vapor stream,氨蒸氣流
dihydrogen monoxide,一氧化二氫
osmosis concentrate,滲透濃縮物
product key,產品密鑰
product review,產品審核
product table,產品表
product vision,產品願景
pure water stream,純淨水流
purification operation,淨化操作
reverse osmosis process,反滲透工藝
ro concentrate,反濃縮
salt containing water,含鹽的水
water park,水上樂園
auxiliary propeller,輔助螺旋槳
jet,噴射
paddle,槳
paddle popper,槳式波普爾
paddle shifter,換擋撥片
perfume,香水
propeller,螺旋槳
propeller engine,螺旋槳發動機
propulsion fan,推進風扇
radiating blades,輻射葉片
repulsion,排斥力
revolving blades,旋轉刀片
screw propellers,螺旋槳
underwater propeller,水下螺旋槳
water bike,水上自行車
water propellers,水螺旋槳
water retention,保水性
water rudder,水舵
center propeller,中心螺旋槳
hills,丘陵
pedaling,踩踏板
attitude determination system,姿態確定係統
dam water,壩水
dual speed water propeller,雙速水推進器
flaps,襟翼
immersed propellers,浸沒式螺旋槳
liquid propeller,液體螺旋槳
propeller digital therapeutics,螺旋槳數字療法
propeller system,螺旋槳系統
rotor hub vibration attenuator,轉子輪轂減振器
tail boom,尾梁
triangular array of rotors,三角形的轉子陣列
water eye drops,水眼藥水
water fixed pitch propeller,水上固定螺距螺旋槳
water geyser,噴泉
water propeller,水螺旋槳
water soluble eye,水溶性眼
waterjet propulsion,噴水推進
charging device,充電裝置
drive propeller,驅動螺旋槳
drive transmission,驅動傳動
drive wheel,驅動輪
duct lip,導管唇
eye water drop,眼水滴
fluid propulsion device,流體推進裝置
front transmission,前變速器
front wheel transmission,前輪傳動
front wheel unit,前輪單元
hybrid air cushion ground effect vehicle,混合氣墊地面效應車
inboard motor type,舷內馬達類型
jet propulsion device,噴氣推進裝置
life jacket,救生衣
magnus propeller,馬格納斯螺旋槳
marine propulsion device,船用推進裝置
propeller propulsion,螺旋槳推進
propeller propulsion propeller,螺旋槳推進器
propeller propulsion wheels,螺旋槳推進輪
propulsion,推進力
propulsion apparatus,推進裝置
propulsion device,推進裝置
propulsion in maglev train,磁懸浮列車的推進
propulsion propeller,推進螺旋槳
propulsion unit,推進裝置
propulsion wheel,推進輪
rear wheel transmission,後輪傳動
underwater propulsion device,水下推進裝置
vehicle fuel tank position,車輛油箱位置
water jet propulsion,噴水推進
water jet propulsion apparatus,噴水推進裝置
water jet propulsion device,噴水推進裝置
water jet propulsion system,噴水推進系統
water jet propulsion unit,噴水推進裝置
water propulsion,水推進
water propulsion device,水推進裝置
water propulsion system,水推進系統
water rich fruits,富含水分的水果
water rich vegetables,富含水分的蔬菜
boat propeller device,船用螺旋槳裝置
boat propulsion,船用推進器
boat propulsion device,船用推進裝置
counter rotating propellers,反向旋轉螺旋槳
decoupling clutch,離合離合器
driving auxiliary devices,驅動輔助裝置
engine power value,發動機功率值
jet propulsion arrangement,噴氣推進裝置
lift fan assembly,升降風扇總成
main body,主體
motor body,電機體
outboard drive,舷外機
outboard propeller,舷外螺旋槳
power pump,動力泵
propulsion propeller device,推進螺旋槳裝置
propulsion pump,推進泵
small marine craft,小船艇
vessel propeller,船舶螺旋槳
water bottle,水瓶
water conservation day,節水日
water propeller device,水推進器裝置
watering plants,給植物澆水
waterjet propulsion system,噴水推進系統
waterjet propulsion unit,噴水推進裝置
applauding crowd,鼓掌的人群
cheering sounds,歡呼聲
corresponding wavelength,對應波長
electromagnetic spectrum,電磁頻譜
electromagnetic wave generation,電磁波產生
food generation,食物一代
generations of computers,幾代電腦
light waves,光波
loud noise,巨響
moment,片刻
moment field,矩場
moments,時刻
money generation,錢的產生
radio waves generation,無線電波產生
report generation,報告生成
sine wave generator,正弦波發生器
soft claps,輕拍
support generation,支持一代
surface wave generation,面波產生
wave field,波場
wave hands,揮手
wavelengths generation,波長產生
waves generation by fans,粉絲產生的波
wave generation circuit,波發生電路
wave power generation,波浪發電
work,工作
pressure wave generation,壓力波產生
producing waves,產生波
production of waves,波浪的產生
shock wave generation,衝擊波產生
sinusoidal wave,正弦波
thermoacoustic wave,熱聲波
turbulent liquid flow,湍流液體流動
vibrational waveform,振動波形
wave hill,波山
wave house,波浪屋
wind,風
wind chime,風鈴
energy activation,能量激活
energy initiating,能量引發
initiating,發起
pyrotechnic initiating,煙火引發
relief,寬慰
amplitude control,幅度控制
amplitude generation,振幅產生
point emitting,點發射
signal control,信號控制
wave amplitude control,波幅控制
wave amplitude generation,波幅產生
wave control,波浪控制
wave emitting,波發射
wave generating,波產生
wave light,波光
wave point emitting,波點發射
wave point light,波點光
wave signal control,波信號控制
wave signal generating,波信號產生
wave signal generation,波信號產生
waveform generating,波形生成
waveform generation,波形生成
waves emitting,波發射
waves generating,波產生
waves generation,波浪產生
abrasive wear,磨料磨損
absorbent polymer,吸收性聚合物
adhesive wear,粘著磨損
biofeedback to the wearer,對佩戴者的生物反饋
container body,容器體
deformation of a surface,表面變形
dental treatment,牙科治療
elastomeric article,彈性製品
fatigue and creep,疲勞和蠕變
fretting wear,微動磨損
gradual removal of material,逐漸去除材料
identical wearability,相同的耐磨性
lasting,持久
smartwear by a user,用戶的智能穿戴
surface fatigue,表面疲勞
wear cloth,穿布
wear mask,戴口罩
wearable,可穿戴
wearable technology,可穿戴技術
ability of an article to withstand prolonged wear,物品經受長時間磨損的能力
ability to withstand wear,承受磨損的能力
anti wear,抗磨損
descaling device,除垢裝置
destructibility,可破壞性
durability codes for muscle legends,肌肉傳奇的耐用性代碼
durability in acid properties,耐酸性
durability ionic compound,耐久性離子化合物
durability of article,物品的耐久性
dynamic resistance,動態電阻
fatigue life,疲勞壽命
fatigue resistance,抗疲勞性
frictional loss,摩擦損失
hot rolling of a metal strip,金屬帶材的熱軋
loop lifter,環形升降機
material property,材料特性
toughness,韌性
wear and tear,磨損
wear characteristics,磨損特性
wear life,穿生活
wearability,耐磨性
wearable gadgets,可穿戴設備
