,0
game interaction relation,遊戲交互關係
gender relations,性別關係
heated wires,加熱絲
image reading apparatus,圖像讀取裝置
metal web handling,金屬網處理
move into relation,進入關係
nuclear fission relation,核裂變關係
proceed into relation,進行關係
relation system,關係系統
relation therapeutics,關係療法
transfer mechanism,轉移機制
agreeable,合適的
appearance,外貌
being comfortable,舒服
comfort zone,舒適區
comfortable wearing,穿著舒適
comma,逗號
compact,袖珍的
compact disk,光盤
congenial,相投
convenient wear,穿著方便
corrosion characteristics,腐蝕特性
corrosion performance,腐蝕性能
durability,耐用性
feeling comfortable,感覺舒服
fit,合身
foot wearing,腳穿
natural feeling,自然的感覺
pleasant,令人愉快的
pleasant feeling,愉快的感覺
plush,豪華的
reliability,可靠性
restful,寧靜的
safety loop,安全迴路
secure,安全的
storage characteristics,儲存特性
storage performance,存儲性能
uncomfortability,不舒服
wearing comfortability,穿著舒適度
ability,能力
ability characteristics,能力特徵
ability performance,能力表現
comfort blanket,舒適毯
comfort characteristics,舒適特性
comfort liquid ingredients,舒適的液體成分
comfort performance,舒適性能
comfortability,舒適度
comfortable,舒服的
comfortable vehicle,舒適的車輛
comfortableness,舒適度
comfortably,舒適地
compound skin comfort liquid ingredients,複合皮膚舒適液體成分
condition of being comfortable,舒適的狀態
conform,符合
continuous hygienic cover,連續衛生罩
detachable wheeled carrier,可拆卸輪式搬運車
endless cable,無盡的電纜
food comfort,食物舒適度
intelligent comfort liquid,智能舒適液
performance performed,性能表現
ride,騎
stability,穩定
task,任務
task performed,執行的任務
toothed belt,齒形帶
uncomfortable,不舒服
contest,比賽
ethics committees,倫理委員會
internal review board,內部審查委員會
international body,國際機構
name,姓名
non committee,非委員會
person,人
person arms,人武器
review boards,審查委員會
sub committee,分委員會
user,用戶
user device,用戶設備
approval area,審批區
association,協會
combination of rays,光線組合
council,理事會
directive,指示
ethical approval,道德認可
group of persons,一群人
individual,個人
industry,行業
jury,陪審團
meeting,會議
organization,組織
people,人們
quality checker,質量檢查員
research,研究
review board,審查委員會
thesis,論文
unit,單元
white board,白板
recommendation,推薦
standard,標準
stm networks,STM網絡
stm systems,STM系統
transmission networks,傳輸網絡
transmission systems,傳輸系統
cavity pain,腔痛
cavity teeth,蛀牙
cavity through enamel,通過琺瑯質腔
circulate through cavity,循環通過腔
comminuted fracture,粉碎性骨折
communicate in english,用英語交流
communicating through housing,通過住房進行交流
communication via cavity,空腔通訊
connect through cavity,通過空腔連接
data interchange through region,跨區域數據交換
exchanging through cavity,空腔交換
extend through cavity,穿過空腔
injection machine,注塑機
move through cavity,穿過空腔
multiple connection ports,多個連接端口
pass through cavity,穿過空腔
process control system,過程控制系統
radio interface portion,無線電接口部分
transfer through cavity,空腔轉移
transmissible diseases,傳染性疾病
transmission via surface,表面傳輸
transmit through cavity,空腔傳輸
base coat,底漆
basecoat,底漆
coat component,塗層組件
coat component aqueous binder,塗層組分水性粘合劑
coat component aqueous coating,塗料組分 水性塗料
coat component binder,塗層組分粘合劑
coat component coating,塗層組分塗層
coat component polymeric binder,塗層組分聚合物粘合劑
coat component polymeric coating,塗層組分聚合物塗層
coat layer,塗層
coat layer binder,塗層粘合劑
coat layer film coating,塗層 薄膜塗層
coat layer film forming,塗層成膜
coat layer optical,塗層光學
coat layer optical coating,塗層光學塗層
coat layer optical forming,塗層光學成型
coat layered coating,塗層塗層
coat layered film coating,塗層分層薄膜塗層
coat layered film forming,塗層成膜
coat part aqueous coating,塗層部分水性塗層
coat part polymeric coating,塗層部分聚合物塗層
coated,塗層
coated panel,塗層板
coating component,塗層成分
component aqueous binder,組分 水性粘合劑
component aqueous coating,組分水性塗料
component binder,組件粘合劑
component coating,組件塗層
component coating composition,組分塗料組合物
component complex layer,組件複雜層
component laminate coating,組件層壓塗層
component multi layer coating,組件多層塗層
component multilayers,組件多層
component oligomeric coating,組分低聚物塗層
component polymer,組分聚合物
component polymeric binder,組分聚合物粘合劑
component polymeric coating,組分聚合物塗層
component protective layers coating,組件保護層塗層
composite coating,複合塗層
composite coating composition,複合塗料組合物
composite coating layer,複合塗層
conductive coating,導電塗層
electronic component,電子元件
epoxy resin composite coating,環氧樹脂複合塗料
laminate painting,層壓板畫
layer binder,層粘合劑
layer coated,塗層
layer coating,層塗
layer film coating,層膜包衣
layer film forming,層成膜
layer optical,層光學
layer optical coating,層光學鍍膜
layer optical forming,層光學成型
layer panel,圖層面板
layered coating,分層塗層
layered film coating,分層薄膜包衣
layered film forming,分層成膜
layered optical,分層光學
layered optical coating,分層光學鍍膜
layered optical forming,分層光學成型
memory foam,記憶泡沫
metal laminate,金屬層壓板
multi component coating,多組分塗層
multi component composite coating,多組分複合塗層
part aqueous binder,部分水性粘合劑
part aqueous coating,部分水性塗料
part polymeric binder,部分聚合物粘合劑
part polymeric coating,部分聚合物塗層
phase coating,相塗層
phase polymer,相聚合物
pigment,顏料
polyurethane composite coating,聚氨酯複合塗料
primary memory,主記憶
protective coatings,保護塗層
topcoat,面漆
uplink component,上行鏈路組件
carbon coated,碳塗層
coat basecoat,大衣底漆
coat coating,塗層塗層
coat component aqueous coat,塗層組分 水性塗層
coat component basecoat coat,塗層組分 底漆 塗層
coat component basecoat coating,塗層組分 底漆 塗層
coat component coat,塗層成分塗層
coat component coat coating,塗層組分塗層塗層
coat component curable coat,塗層組分固化塗層
coat component curable coating,塗層組分可固化塗料
coat component paint,塗層組分塗料
coat layer aqueous coat,塗層 水性塗層
coat layer aqueous coating,塗層 水性塗料
coat layer basecoat,塗層底漆
coat layer basecoat coat,塗層 底漆 塗層
coat layer basecoat coating,塗層 底漆 塗層
coat layer coat,塗層 塗層
coat layer coat coating,塗層 塗層 塗層
coat layer coating,塗層塗層
coat layer curable coat,塗層 固化塗層
coat layer curable coating,塗層固化塗料
coat layer paint,塗層塗料
coated polymer composites,塗層聚合物複合材料
component aqueous coat,組分水性塗層
component basecoat coat,組分底漆塗層
component basecoat coating,組件底漆塗層
component coat,組件塗層
component coat coating,組件塗層塗層
component curable coat,組分固化塗層
component curable coating,組分固化塗料
component paint,成分漆
composition material coating,複合材料塗層
corrosion resistance material,耐腐蝕材料
fear component,恐懼成分
fun component,有趣的組件
health component,健康成分
increase in hardness,硬度增加
increase in hydrophobicity,疏水性增加
layer aqueous coat,水性塗層
layer aqueous coating,水性塗層
layer basecoat,層底漆
layer basecoat coat,層 底漆 塗層
layer basecoat coating,層底漆塗層
layer coat,層大衣
layer coat coating,層塗塗層
layer curable coat,層固化塗層
layer curable coating,層固化塗料
layer paint,層漆
car level control,車位控制
car phase control,汽車相位控制
level,等級
level command,級別命令
level control,電平控制
phase,階段
phase command,相位命令
phase control,相位控制
point,觀點
power control component,電源控制組件
temperature control component,溫控元件
achieve optimized operation,實現優化運行
auxiliary operating,輔助操作
auxiliary operation,輔助操作
brain control interface,大腦控制界面
central control,中央控制
complex control method,複雜的控制方法
component conditions,組件條件
component control,組件控制
component controlling,組件控制
component manage,組件管理
components of internal control,內部控制的組成部分
control by component,組件控制
control system,控制系統
deflection fitting for safety belts,安全帶偏轉裝置
environment management,環境管理
fault control,故障控制
fault management,故障管理
feedback system,反饋系統
information management,信息管理
manufacture control,製造控制
measuring,測量
multiple indicator light,多指示燈
neural control interface,神經控制接口
operating,操作
pest control,除害蟲
safety belt winding,安全帶纏繞
safety checking,安全檢查
secondary operating,二次經營
secondary operation,二次操作
sub operating,子操作
sugar control,糖控制
zero component analysis,零成分分析
blood components,血液成分
component hierarchy,組件層次結構
component mode synthesis,分量模式合成
component operating,組件操作
control eye movements,控制眼球運動
control to component,控製到組件
electric drive for a baby carriage,電動嬰兒車
electrical communication,電氣通信
electrical component,電器元件
electrical component communication,電氣元件通訊
electronic,電子的
electronic control,電子控制
electronic management,電子管理
element control,元素控制
engine,引擎
guide wheel,導輪
instrument control,儀器控制
mountable article storage system,可安裝的物品存儲系統
peripheral control,外圍控制
plasma components,等離子組件
termite control,白蟻防治
unit control,單元控制
user control,用戶控制
vehicle rental system,車輛租賃系統
wireless,無線
wireless communication,無線通信
wireless component,無線組件
wireless component communication,無線組件通信
component controller,組件控制器
components control,組件控制
hydraulic control,液壓控制
vehicle component control,車輛部件控制
vehicle hydraulic control,車輛液壓控制
automotive composite,汽車複合材料
ceramic matrix composites,陶瓷基複合材料
composite airframes,複合機身
composite dispersion,複合分散體
composite slurry mixing,複合漿料攪拌
composite suspension,複合懸架
composites fabrication,複合材料製造
concrete slurry,混凝土漿
cooking slurry,煮漿
cream,奶油
emulsion,乳液
medicinal suspension,藥用懸浮液
oral solution,口服液
semiliquid,半液體
stone,結石
viscous composite,粘性複合材料
ceramic fabrication,陶瓷製造
composite materials,複合材料
composite mixture,複合混合物
composite numbers,合數
composite slurry,複合漿料
compound slurry,複合漿料
down hole stimulation,井下增產
duplex snubbing jack,雙工緩衝插孔
graphene composite slurry,石墨烯複合漿料
liquid,液體
liquid medium,液體介質
medium,中等的
medium device,中型設備
mixing device,混合裝置
nano calcium composite slurry,納米鈣複合漿料
non composite number,非合數
non composite slurry,非複合漿料
rig with tong assembly,帶鉗組件的鑽機
semiconductor fabrication,半導體製造
slurry paste,漿糊
substrate slurry,基材漿料
video composite signal,視頻複合信號
additives,添加劑
bodybuilding,健美
coated tile,塗層瓷磚
compact tile,緊湊型瓷磚
composite layer,複合層
composite material,複合材料
composite substrate,複合基板
fence,柵欄
glass plate,玻璃盤
hybrid tile,混合瓷磚
laminate flooring,強化木地板
laminate tile,層壓瓷磚
layered tile,分層瓷磚
marble,大理石
multi layer build up,多層堆積
multi national,多國
porcelain tile,瓷磚
tile bluetooth trackers,瓷磚藍牙追踪器
chipboard sheets,刨花板
composite number,合數
composite sheeting,複合板
concrete roof tile,混凝土屋面瓦
fire resistant tiles,防火瓷磚
furnace unit,爐子單元
home tile,家居瓷磚
household tiles,家用瓷磚
insulatin material,絕緣材料
insulating tile,絕緣瓦
metallurgical furnace member,冶金爐構件
metallurgical furnace part,冶金爐部分
particle board material,刨花板材料
pcb board,電路板
