,0
metal conductor,金屬導體
power,力量
wires,電線
conduct material,進行材料
conductive,導電的
conductive arrangement,導電排列
conductive deafness,傳導性耳聾
conductive difference,導電差
conductive location,導電位置
conductive place,導電地方
conductive points,導電點
conductive position,導電位
conductive tissue,導電組織
conductive tracks,導電軌道
conductivity,電導率
distance,距離
electrical position,電氣位置
electrical signal,電信號
height position,高度位置
initial difference,初始差異
insulating position,絕緣位置
knee position,膝蓋位置
neck position,頸部位置
non conducive location,不利於位置
non conducive position,不利地位
non conductive position,非導電位置
position between conductive layer,導電層之間的位置
position gauge,位置計
position shunt signal,位置分流信號
position signal,位置信號
tool clamping device,刀具夾緊裝置
ureteral stent position,輸尿管支架位置
ballpen ink,圓珠筆墨水
charged particle,帶電粒子
conducting particles,導電粒子
conductive particle,導電粒子
conductive particles,導電顆粒
conductor,導體
conductor fine particles,導體微粒
conductor material particles,導體材料顆粒
conductor particle,導體粒子
conductor powder,導體粉
conductors,導體
copper particles,銅粒
electro conductive particles,導電顆粒
electro conductive powders,導電粉末
exchange electrodes,交換電極
exchange membranes,交換膜
fine particles,細顆粒
gold ornament,金飾
gold particles,金顆粒
gold tooth,金牙
insulator granules,絕緣體顆粒
material particles,材料顆粒
metal cores,金屬芯
metal particles,金屬顆粒
paper printing,紙質印刷
resin cores,樹脂芯
source electrodes,源電極
source membranes,源膜
sources,來源
spheres,球體
spheres particles,球體粒子
talcum powder,滑石粉
transparent particles,透明顆粒
transparent spheres,透明球體
transparent spheres particles,透明球體粒子
conductive agent,導電劑
conductive copper particles,導電銅顆粒
conductive copper powders,導電銅粉
conductive filler,導電填料
conductive fine,導電細
conductive fine particles,導電微粒
conductive inorganic agent,導電無機劑
conductive inorganic particles,導電無機顆粒
conductive materials,導電材料
conductive metal particles,導電金屬顆粒
conductive metal powders,導電金屬粉末
conductive powders,導電粉
conductivity filler,導電填料
conductivity fine,導電性好
conductivity fine particles,導電微粒
conductivity inorganic agent,導電無機劑
conductivity inorganic particles,導電無機顆粒
conductivity materials,導電材料
conductivity particles,導電粒子
conductor copper particles,導體銅粒
conductor copper powders,導體銅粉
conductor metal particles,導體金屬顆粒
conductor metal powders,導體金屬粉末
conductor powders,導體粉末
copper powders,銅粉
powder,粉末
powders,粉末
beta particle,貝塔粒子
bus,公共汽車
buses,公共汽車
carbon dating,碳測年
carbon di oxide,二氧化碳
carbon filler,碳填料
carbon material,碳材料
carbon particles,碳顆粒
coil,線圈
conductive bus,導電母線
conductive buses,導電總線
conductive material particles,導電材料顆粒
conductive particle detector,導電粒子探測器
electric conductive particles,導電顆粒
filler,填料
food particles,食物顆粒
insulating particles,絕緣顆粒
insulator particles,絕緣粒子
micron conductive particles,微米級導電粒子
micron conductive whiskers,微米級導電晶須
non conductive particles,非導電顆粒
particle accelerator,粒子加速器
particle filter,粒子過濾器
resistive bus,電阻總線
resistive buses,電阻總線
whiskers,晶須
balanced models,平衡模型
calibration,校準
collinear,共線
concentration,專注
congruent,全等
congruity,一致性
correction point,修正點
divergent,發散的
equilibrium,平衡
finger shapes,手指形狀
geometry,幾何學
glass parts,玻璃零件
human bodies,人體
identical shapes,相同的形狀
incongruence,不一致
interest,興趣
line symbol,線符號
matching parts,配套件
overlapping bodies,重疊的身體
rate,速度
same size,相同大小
standardization,標準化
variance,方差
amide bond,酰胺鍵
amide functional group,酰胺官能團
aminocarbonyl group,氨基羰基
carbonyl functional group,羰基官能團
carboxylic acid derivative functional group,羧酸衍生物官能團
cistrans isomers,順反異構體
con,騙局
confidence,信心
consultancy,諮詢
coo,咕咕咕
corn flakes,玉米片
covalent chemical bond,共價化學鍵
dehydration condensation,脫水冷凝
h2n co moiety,h2n輔基
mineral acid,無機酸
organic substituent,有機取代基
peptide bond,肽鍵
protein chain,蛋白質鏈
tetrazolyl,四唑基
alternate option,備用選項
arc of arc,圓弧
arc of revolution,革命弧線
arc shaped paths,弧形路徑
axial alignment,軸向對齊
blood flow path,血流路徑
