,0
operations research,行動調查
perform operations,執行操作
perform working action,執行工作動作
psychology of working framework,工作框架心理學
working theory,工作理論
attract personages,吸引人士
beast,獸
celebrity,名人
drying machine,烘乾機
famous character,著名人物
fictional character,虛構角色
first personage,第一人稱
food making machine,食品製造機
high ranking personnel,高層人員
human beings,人類
important person,重要的人
mankind,人類
nature,自然
notable ones,值得注意的
personal loan,個人貸款
personality,性格
personalized gifts,個性化禮物
simple person,簡單的人
stone age,石器時代
superior than,優於
character traits,性格特徵
distinction personality,區分人格
distinguished person,傑出人物
dramatic character,戲劇性的人物
historical age,歷史時代
important character,重要人物
person of rank,有地位的人
personal influence,個人影響
social media,社交媒體
bifunctional linker,雙功能接頭
cleavable group,可裂解基團
cleavable group linker,可裂解基團接頭
cleavable linker,可切割接頭
covalent bond,共價鍵
covalent group,共價基團
divalent linking,二價連接
executable file,可執行文件
linker group,連接器組
linking,鏈接
linking bond,連結鍵
linking group,連接組
n 9 fluorenylmethyloxycarbonyl 3 amino 3 45 dimethoxy 2 nitrophenylpropionic acid,n 9 芴基甲氧羰基 3 氨基 3 45 二甲氧基 2 硝基苯基丙酸
noncovalent approach,非共價方法
one pot conversion,一鍋轉換
peptide linker,肽接頭
photo sensitive linkers,光敏接頭
photocleavable,可光解
photocleavable chain,光裂解鏈
photocleavable conjugate,光裂解偶聯物
photocleavable linkage,光裂解鍵
photocleavable spacer,光裂解間隔物
photolabile linker,光不穩定接頭
photolytic linkers,光解接頭
protecting group,保護基
protein kinase assays,蛋白激酶測定
removable linker,可移動鏈接器
sensitive animal,敏感的動物
sensitive person,敏感的人
sensitive skin,敏感型皮膚
spacer group,間隔組
spacer linker,間隔接頭
clothing fabric,服裝面料
hourglass,滴漏
ink eraser,墨水橡皮擦
ink jet authentication mark,噴墨認證標誌
liquid ejection head,液體噴射頭
non photodefinable,不可光定義
paint plates,油漆板
photo definable,照片可定義
photo defining,照片定義
photo design wall,照片設計牆
photo eye blinking filter,照片眨眼濾鏡
photo printing,照片打印
photodefinable,光定義
photodefinable composition,光定義成分
photodefinable glass,光定義玻璃
photodefinable ink,光定義墨水
photodefinable polymer layer,光定義聚合物層
radiation sensitive imageable elements,輻射敏感的可成像元件
electric treatment,電處理
patterned,有圖案的
photo,照片
photo editor,照片編輯器
photo imageable,照片可成像
photo patternable,照片可圖案化
photo structurable,照片可結構化
photodefinable buffer,光定義緩衝器
photodefinable electric treatment,光定義電處理
photodefinable material,光定義材料
photodefinable polyimide,光定義聚酰亞胺
photopatternable,可光圖案化
photostructurable glass,光結構化玻璃
collection media,收集媒體
digital transport medium,數字傳輸介質
manual transport mean,人工運輸工具
media player,媒體播放器
medium size,中等大小
optic transmission,光傳輸
physical carrier media,物理載體介質
physical chemistry,物理化學
physical communication,身體交流
physical education,體育
physical medium,物理介質
physical receiving media,物理接收媒體
physical science,物理科學
physical storage medium,物理存儲介質
physical transmission medium,物理傳輸介質
physical transport,物理運輸
serial transport,串行傳輸
signalling medium,信號介質
transmission medium,傳輸介質
unidirectional manner transfer,單向方式轉移
virtual transportation,虛擬交通
air transport,航空運輸
coax cable,同軸電纜
mediumless homogenizer,無介質均質機
sea transport,海運
signal propagation,信號傳播
virtual medium,虛擬媒體
virtual medium gateway,虛擬媒體網關
adding element,添加元素
carbon are elements,碳是元素
chemical element,化學元素
collect element,收集元素
component element,組成元素
element is composed of atoms,元素由原子組成
