,0
effective mass,有效質量
endothelium,內皮
epiretinal cell,視網膜前細胞
eyelining mass,眼線腫塊
intraocular cells,眼內細胞
intraocular structures,眼內結構
intraocular tissue,眼內組織
nerve tissue,神經組織
optic nerve cell,視神經細胞
retina tissue including,視網膜組織包括
retinal blood vessels,視網膜血管
retinal epithelium,視網膜上皮
retinal pigment epithelium,視網膜色素上皮
retinal such including,視網膜，包括
retinal tissue including,視網膜組織包括
routine,常規
rutoside,芸香苷
structures,結構
supportive tissue,支持組織
visual impairment,視力障礙
vitrectomy,玻璃體切除術
vitreous,玻璃
animals,動物
human cells,人體細胞
human tissue,人體組織
stem cells,幹細胞
stem tissue,幹組織
airtight vessel,密閉容器
computed process,計算過程
copper retort,銅甑
downward pointing neck,向下指的脖子
dry distillation,乾餾
food processing,食品加工
gasification,氣化
gasification process,氣化過程
gasification reactor,氣化反應器
gasification unit,氣化裝置
glass retort,玻璃甑
heat sterilization,熱殺菌
heating methods,加熱方式
hydrocracking process,加氫裂化工藝
hydrocracking reactor,加氫裂化反應器
legal process,法律程序
process system,工藝系統
processing method,加工方法
reactor unit,反應器單元
refinery,煉油廠
refinery reactor,煉油廠反應器
retort sterilization,蒸煮滅菌
retorting,反駁
retorting reactor,乾餾反應器
retorting zone,蒸煮區
separation system,分離系統
shale retorting,頁岩乾餾
situ retorting,原位反駁
spherical vessel,球形容器
sterilizing process,滅菌過程
sun heat,太陽熱
system process,系統進程
thermal flask,保溫瓶
thermal processing,熱處理
thermal wear,熱磨損
tough process,艱難的過程
brake device,制動裝置
braking device,制動裝置
gear wheel,齒輪
golf trolley,高爾夫球車
infant carrier for rough terrain,崎嶇地形嬰兒背帶
kidney structure,腎臟結構
nephron structure,腎單位結構
return arrangements,退貨安排
return assembly,返回組件
return construction,返回建設
return date,歸期
return element,返回元素
return groove structure,返回槽結構
return statement,退貨聲明
return structure,返回結構
return structures,返回結構
shopping trolley for pedestrian,行人購物車
structure system,結構系統
tax return,退稅
baffle disposed,設置擋板
exhaust duct,排氣管
exhaust ducts,排氣管
exhaust inlet,排氣口
exhaust port,排氣口
gas inlet,進氣口
gas loop,氣環
gas port,氣口
gas valve,燃氣閥
manifold,歧管
recirculation loop,再循環迴路
recirculation valve,再循環閥
return duct,回流管
return ducts,回流管
return to structure,返回結構
concentrator,集中器
concentrator assembly,集中器組件
concentrator disposed,集中器處置
concentrator located,集中器位於
sensor assembly,傳感器組件
sensor assembly located,傳感器組件位於
sensor disposed,傳感器設置
sensor located,傳感器位於
sensor structure,傳感器結構
air pipe,空氣管
airvent,通風口
cancer prevention,癌症預防
circuitous shape,迂迴形狀
exhaust exchanger,排氣交換器
gas return structure,回氣結構
gas return structures,回氣結構
gas the structure,給結構加氣
gas the structures,給結構加氣
non return groove,止回槽
non return structure,非回報結構
recirculation element,再循環元件
respective return structure,各自的回報結構
respective return structures,各自的回報結構
respective the structure,各自的結構
return channel,返回通道
return code,返回碼
return exchanger,返回交換器
return flight,回程飛機
return prevention structure,返回防止結構
return type of malloc,malloc 的返回類型
returning structure,返回結構
