,0
closed position,關閉位置
conveyor chain,輸送鏈
extended position,伸展位置
heater tray,加熱器托盤
housing,住房
knotter operating mechanism,打結器操作機構
open configuration,打開配置
open point,開放點
operating position,操作位置
outer container,外容器
position of thyroid gland,甲狀腺的位置
producing a coil,生產線圈
protruding position,突出位置
sealed package,密封包裝
spinal cord position,脊髓位置
activated,活性
activating,激活
activating condition,激活條件
activating configuration,激活配置
activating positions,激活位置
activation,激活
activation condition,激活條件
activation configuration,激活配置
activation state,激活狀態
active material,活性物質
active region,活躍區域
active transport,主動運輸
active working location,活躍的工作地點
deactivating position,停用位置
designated port,指定港口
functional location,功能定位
geoposition,地理位置
initial operative position,初始操作位置
initial runner,初始賽跑者
initial symptoms,初期症狀
location finder,定位器
nodes,節點
operating positions,經營崗位
operative person,操作人員
protected link,受保護的鏈接
routing topology,路由拓撲
working position,工作位置
acetyl chloride,乙酰氯
acid functionalized acylate,酸官能化酰化物
acid with acyl introduction,酰基引入酸
acidity,酸度
acyl groups into acid,酰基變成酸
acylate,酰化
acylate with chloride,用氯化物酰化
acylating agent,酰化劑
acylation with acid,酸酰化
bouquet,花束
cellulose acylate films,纖維素酰化物薄膜
electrophile,親電體
fatty acids,脂肪酸
gastric acidity,胃酸
introduction session,介紹會
metal catalysts,金屬催化劑
modification,修改
produce cellulose acylate film,生產纖維素酰化物薄膜
self introduction,自我介紹
ulcer,潰瘍
adapt for training,適應訓練
adaptation of polar bear,北極熊的適應
adapted mind,適應的頭腦
adapted vehicle,改裝車輛
adapter,適配器
adaptive learning,適應性學習
adaptive learning communication,適應性學習交流
channel of communication,溝通渠道
charger,充電器
communication channels,溝通渠道
configured learning,配置學習
constructive learning,建設性學習
food adaptation,食物適應
language education,語言教育
language learning,語言學習
provided learning,提供學習
provided learnings,提供的學習
speech communication,言語交際
training,訓練
use for learning,用於學習
verbal communication,口頭交流
adaptive,自適應
adaptive behaviour,適應行為
adaptive equalizer,自適應均衡器
adaptive immunity,適應性免疫
adaptive linear structured light,自適應線性結構光
adaptive modular guideway,自適應模塊化導軌
adaptive radiation,適應性輻射
adaptive signal,自適應信號
adaptive skills,適應能力
adaptive structure,適應性結構
adjustable linear,可調線性
array,大批
array signal,陣列信號
artificial neural network,人工神經網絡
fixed pattern,固定模式
flexible linear,柔性線性
interpolation method,插值法
linear adaptive,線性自適應
linear call,線性調用
linear equation,線性方程
non linear adaptive,非線性自適應
self adaptive linear,自適應線性
three dimensional measurement,三維測量
time invariant filter,時不變濾波器
adapting,適應
adapting linear,適應線性
adaptive filter,自適應濾波器
adaptive linear combiner,自適應線性組合器
adaptive linear digital model,自適應線性數字模型
adaptive linear equalization,自適應線性均衡
adaptive linear filter,自適應線性濾波器
adaptive nature,適應性質
automatic linear,自動線性
dynamic linear,動態線性
equalizer,均衡器
linear contrast enhancement,線性對比度增強
linear graph,線性圖
linear model,線性模型
linear pair of angles,線性對角
linearly adaptive,線性自適應
mp tc,下午時間
non adaptive speckle filtering,非自適應散斑濾波
non linear model,非線性模型
recursion estimator,遞歸估計器
adhering mount,貼裝
adhesive,粘合劑
adhesive attachment,膠粘劑
adhesive bases,粘合劑基地
adhesive forces,附著力
adhesive layer,粘合層
adhesive mount,粘合劑安裝
bracket mount,支架安裝
cohesive mount,內聚安裝
fixation tape,固定帶
fixed mount,固定安裝
flange,法蘭
flange comprising including,法蘭包括
flange comprising mounting,法蘭包括安裝
flange including,法蘭包括
flange mounting,法蘭安裝
glue mounting,膠裝
lens mount,鏡頭卡口
mountain range,山脈
mounting,安裝
mounting a mountain,登上一座山
mounting bracket,安裝支架
mounting comprising including,安裝包括包括
mounting flange including,安裝法蘭包括
mounting flange mounting,安裝法蘭安裝
mounting glues,安裝膠
mounting needle,安裝針
mounting of file system,文件系統掛載
mounting using adhesives,使用粘合劑安裝
rapid drying,快速乾燥
releasable mounting,可拆卸安裝
removable adhesive mounting,可拆卸粘合劑安裝
screw mount,螺絲安裝
separate adhesive mounting,單獨的粘合劑安裝
sticking mount,貼裝
temporary mounting,臨時安裝
adjacent angles,相鄰角
adjacent front,相鄰的前面
