,0
force signal,力信號
local service trains,當地服務列車
magnetic levitation vehicle location system,磁懸浮車輛定位系統
phone signal,電話信號
pilot pressure signal,先導壓力信號
pressure chambers,壓力室
pressure indicator,壓力指示器
pressure monitoring,壓力監測
pressure signal,壓力信號
pressure waves,壓力波
radio frequency identification rfid tags on trains,火車上的射頻識別 rfid 標籤
rail car brakes,軌道車剎車
wheelset,輪對
wireless signal jammer,無線信號干擾器
measured pressure,測量壓力
pressure controller,壓力控制器
pressure error signal,壓力誤差信號
signal output,信號輸出
signal signals,信號信號
signals signal,信號 信號
tire pressure signal,胎壓信號
ceramic capacitance pressure sensor,陶瓷電容壓力傳感器
differential pressure signal,差壓信號
dynamic pressure signal,動態壓力信號
ear canal pressure,耳道壓力
fluid flow generator,流體流量發生器
hand pressure,手壓
irregular signal,不規則信號
machine pressure,機器壓力
magnetic acoustic signal,磁聲信號
magnetic wave,磁波
magnetic wave signal,磁波信號
mechanical signal,機械信號
more pressure,壓力更大
non pressure signal,無壓力信號
pneumatic signal,氣動信號
pressure pulse,壓力脈衝
pressure regulation device,壓力調節裝置
pressure scanning signal,壓力掃描信號
pressure sensor signal,壓力傳感器信號
pressure situation,壓力情況
radio acoustic,無線電聲學
radio acoustic signal,無線電聲信號
radio wave,無線電波
radio wave signal,無線電波信號
real time pressure signal,實時壓力信號
signal booster,信號增強器
signal pressure,信號壓力
thermal signal,熱信號
thermal wave,熱波
vacuum pressure signal,真空壓力信號
vacuum signal,真空信號
wavelength force,波長力
control pressure,控制壓力
pressure rate,壓力率
axon terminal,軸突末端
chromosome synapsis,染色體突觸
dendro dendritic,樹突狀
gap junctions,縫隙連接
intracellular,細胞內
nervous system,神經系統
neuron,神經元
neurotoxins,神經毒素
neurotransmission,神經傳遞
postsynaptic transmission,突觸後傳遞
premedical requirements for travelling,旅行的預科要求
preparatory composition,預備作文
prerequisite conditions,先決條件
presynaptic membrane,突觸前膜
presynaptic neuron,突觸前神經元
short synopsis,簡介
synapse,突觸
synaptic transmission,突觸傳遞
transmitting neuron,傳遞神經元
voltage gated calcium channels,電壓門控鈣通道
autoreceptors,自身受體
calcium channel,鈣通道
calcium channels,鈣通道
excitatory pulse,興奮性脈搏
input neuron,輸入神經元
knob lock,旋鈕鎖
nerve cell,神經細胞
postsynaptic,突觸後
postsynaptic membrane,突觸後膜
presynaptic neurons,突觸前神經元
presynaptic pulse,突觸前脈衝
presynaptic receptors,突觸前受體
release notes,發行說明
saturation current,飽和電流
sodium channels,鈉通道
terminal finder,終端查找器
voltage drop,電壓下降
accidental insurance,意外保險
accidental separation,意外分離
accidents prevention,事故預防
avert accidental separation,避免意外分離
avert separation,避免分離
halt accidental separation,停止意外分離
halt separation,停止分離
permit separation,允許分離
preclude accidental separation,防止意外分離
preclude removal,排除移除
preclude separation,排除分離
prevent by separation,以防分離
prevent disease,預防疾病
prevent inadvertent separation,防止無意分離
prevent phase separation,防止相分離
prevent removal,防止移除
prevent separation,防止分離
prevent spreading,防止傳播
prevent the removal,防止刪除
prevent the separation,防止分離
prevented accidental separation,防止意外分離
prevention of accidental separation,防止意外分離
