,0
tilefish,方頭魚
transfer medium,轉移介質
carpet formaldehyde,地毯甲醛
carpet system,地毯系統
exemplary tiles,模範瓷磚
exemplary types,典型類型
floor tiles,地磚
interior styling,室內造型
metal routing machine,金屬銑床
roof tiles,屋頂瓦片
stereo engraving machine,立體雕刻機
superposed glass,疊加玻璃
tile game program,瓷磚遊戲程序
tile language,平鋪語言
tile types,瓷磚類型
type of tile,瓷磚類型
type of tiles,瓷磚類型
type tile,類型瓷磚
types of tile,瓷磚類型
types of tiles,瓷磚類型
types tile,類型瓷磚
carpets,地毯
rugs,地毯
upholstery,室內裝潢
upholstery carpet,裝飾地毯
airways transport,航空運輸
carrier,載體
carrier deposition,載流子沉積
carrier migration,載體遷移
carrier transfer,承運人轉移
carrier transport,承運人運輸
charge,收費
charge confinement,電荷限制
charge injection,電荷注入
charge transfer,電荷轉移
charge transport,電荷傳輸
charge transporting,電荷傳輸
diffusion migration,擴散遷移
effective electron,有效電子
efficient charge injection,有效的電荷注入
electronic migration,電子遷移
energy wall,能量牆
hole transport,空穴傳輸
hole transporting,空穴傳輸
host,主持人
injection moulding,注塑成型
mobility,流動性
optical fiber,光纖
photo carrier transmission,光載波傳輸
photoconductive,光電導
photogenerated excitons,光生激子
photography,攝影
road transportation,公路運輸
transmission gate,傳送門
transport,運輸
transportation in plant,廠內運輸
wheat fiber,小麥纖維
carrier contact,承運人聯繫
carrier effect,載體效應
carrier food,載體食品
carrier mobility,載流子遷移率
carrier protein,載體蛋白
carrier sender,承運人發件人
carrier signal,載波信號
carrier transport effect,載體運輸效應
carrier transport mobility,載體運輸流動性
carrier vaccine,載體疫苗
carrier wave in communication,通信中的載波
charge carrier movement,載流子運動
contact,接觸
electron contact,電子接觸
electron mobility,電子遷移率
electron mobility effect,電子遷移率效應
electron transport,電子傳輸
electron transport effect,電子傳輸效應
electron transport mobility,電子傳輸遷移率
electrons,電子
energy flow,能量流
hole transportation,空穴傳輸
migration visa,移民簽證
movement id,運動編號
oil flow,油流量
positive carrier,陽性載體
power cable,電源線
radio frequency carrier,射頻載波
signal line,信號線
transmission antenna,發射天線
transmission rate,傳輸速率
connect by platform,通過平台連接
carry on platform,進行平台
support by platform,平台支持
carry platform,攜帶平台
carrier channel,載波信道
carry value,賬面價值
cars,汽車
construction platform,施工平台
location,地點
movable platform,活動平台
move door,搬門
move material,移動材料
moving vehicle,移動車輛
pharma material,藥材
railway platform,月台
supply channel,供應渠道
take by system,按系統取
taken by the system,被系統拿走
tanker,油船
tanker cleaner,油輪清潔工
transport by platform,平台運輸
transport vehicle,運輸車輛
trolley,手推車
building structure,建築結構
carry by blood circulation,血液循環攜帶
carry by blood flow,由血流攜帶
carry by blood vessel,血管攜帶
carry by platform,平台攜帶
convey by platform,平台輸送
deck module,甲板模塊
drill string,鑽柱
drilling machine part,鑽機零件
drop by platform,逐個平台
part of speech,詞性
platform system,平台系統
platform trolley,平台手推車
receive by platform,平台接收
segment evaluation for well planning,井規劃的分段評估
send by platform,平台發送
shape memory material seal,形狀記憶材料密封
soil,土壤
statue structure,雕像結構
support structure,支撐結構
additive paste,添加劑糊
base paste,基漿
c silicone catalyst paste,c 有機矽催化劑糊
catalyst,催化劑
dental impression,牙齒印模
di benzoyl peroxide catalyst paste,過氧化二苯甲酰催化劑糊
garlic paste,蒜泥
ginger paste,薑蓉
impression paste,印象貼
material,材料
mixture,混合物
paste,粘貼
paste bin,粘貼箱
pastel,粉彩
pasteurization,巴氏殺菌
tooth cement,牙膠
tooth paste,牙膏
zinc oxide paste,氧化鋅膏
above catalyst paste,以上催化劑糊
above catalyst respectively,以上催化劑分別
above paste,以上粘貼
above paste respectively,以上分別粘貼
activated carbon,活性炭
castle,城堡
catalysed reaction,催化反應
catalyst component,催化劑組分
catalyst component paste,催化劑組分糊
catalyst compound,催化劑化合物
catalyst mixture,催化劑混合物
catalyst paste respectively,分別為催化劑糊
catalyst pastes,催化劑糊
catalyst powder,催化劑粉末
catalyst putty,催化劑膩子
catalyst respectively,分別為催化劑
catalytic paste,催化糊
catalytic pastes,催化糊
catalytic substance,催化物質
ch3clalcl3 paste,ch3clalcl3 粘貼
chemical composite,化學複合材料
color paste,色漿
inorganic oxide,無機氧化物
metal ornament,金屬飾品
organometallic compound paste,有機金屬化合物漿料
painting,繪畫
paste catalyst component,糊狀催化劑組分
paste component,粘貼組件
polymerization reaction,聚合反應
slurry,泥漿
transition metal paste,過渡金屬漿料
transition phase,過渡階段
washing machine,洗衣機
accumulating surface,積聚面
capacity if the area,如果面積
catch frame,抓幀
catching insects,捉蟲
catching the ball,接球
catchment area,集水區
collecting surface,收集面
embankment surface,路堤表面
freshwater catchments,淡水集水區
freshwater salt content,淡水含鹽量
ground,地面
harvester,收割機
harvesting areas,收穫區
land surfaces,地表
locking surface,鎖定面
metal surface,金屬表面
rainwater collecting surface,雨水收集面
storage area,儲藏區域
stormwater harvesting,雨水收集
surface area,表面積
surface of moon,月球表面
surface of sun,太陽的表面
volume of the collection,收藏量
water trapping,積水
catch surface,捕獲面
catching,捕捉
catching part,捕捉部分
catching surfaces,捕捉表面
shoulder,肩膀
spool wall,線軸壁
catch extension,捕獲擴展
catch lug,抓耳
catch shoulder,搭肩
catch up,跟上來
catching edge,捕捉邊緣
catching fire,著火
catching fish,抓魚
catching nose,抓鼻子
channel,渠道
corresponding sloping surface,對應的斜面
deflector,導流板
oblique ramp,斜坡
ramp down,減速
supporting nose,支撐鼻子
tilted earth,傾斜的地球
tilted edge,傾斜邊緣
titled edge,標題邊
aerosol containers,氣溶膠容器
automatic document feeder,自動文檔進紙器
balloon,氣球
balloon catheter,球囊導管
balloon end,氣球端
bidirectional catheter,雙嚮導管
catheter,導管
catheter apparatus,導管裝置
catheter distal,導管遠端
catheter distal end,導管遠端
catheter distal end portion,導管遠端部分
catheter distal portion,導管遠端部分
catheter end,導管末端
catheter outer end,導管外端
distal catheter,遠端導管
distal catheter end,導管遠端
distal colitis,遠端結腸炎
distal end,遠端
distal end of catheter,導管遠端
