,0
osteoporosis,骨質疏鬆症
osteoporosis humoral,骨質疏鬆體液
osteosarcoma,骨肉瘤
primary tumor,原發腫瘤
prostate cancer,前列腺癌
small cell lung cancer,小細胞肺癌
hand,手
hands,手
lateral arches,側弓
lateral longitudinal arch,側縱弓
lateral longitudinal arches,橫向縱弓
metatarsal,蹠骨
metatarsal joints,蹠關節
nails,釘子
spikes,尖峰
studs,螺柱
aircraft system,飛機系統
bone,骨
bone marrow,骨髓
boneless,無骨的
bones of foot,腳骨
cortex of a bone,骨皮質
foot fingers,腳指
forefoot bones,前足骨
group of five long bones,一組五根長骨
lateral respectively,橫向分別
longer bones,更長的骨頭
metatarsal joint,蹠關節
metatarsal portion,蹠骨部分
metatarsal respectively,蹠骨分別
metatarsal toes,蹠趾
metatarsus,蹠骨
metatarsus bone,蹠骨
phalanges,指骨
phalanges of the toes,趾骨
rigid tissue,剛性組織
skeleton system,骨架系統
tarsal bones,跗骨
ticketing system,票務系統
toe,腳趾
toes,腳趾
toes bones,腳趾骨頭
attachment of ligaments,韌帶附著
bone drawings,骨骼圖
bone spine,骨脊柱
bones,骨頭
bones sizes,骨骼大小
convex long bones,凸長骨
degree,程度
feet bones,腳骨頭
human bone,人骨
human bones,人體骨骼
intermediate bones,中間骨
meta data for analysis,用於分析的元數據
metamorphic rock,變質岩
metatarsal sizes,蹠骨大小
sizes,尺寸
skeleton of foot,腳骨
spinal drawings,脊柱圖紙
vertebrae,椎骨
1 amino 2 methoxyethane,1氨基2甲氧基乙烷
1 methoxy 2 aminoethane,1 甲氧基 2 氨基乙烷
2 aminoethyl methyl ether,2氨基乙基甲醚
2 methoxy 1 ethanamine,2甲氧基1乙胺
2 methoxyethanamine,2 甲氧基乙胺
amine compound,胺化合物
aminoethyl methyl ether,氨乙基甲醚
butane,丁烷
ch3och2ch2nh2,ch3och2ch2nh2
equivalents,等價物
ethanamine 2 methoxy,乙胺2甲氧基
ethers,醚類
mammals,哺乳動物
metal electrode,金屬電極
metal plate,金屬板
metal rod,金屬棒
methoxy compound,甲氧基化合物
milk,牛奶
oxygen atom with alkyl,氧原子與烷基
additional compartments,額外的隔間
additional containers,額外的容器
bevel wheel differential gear,錐輪差速器
chamber system,腔室系統
compartments,隔間
containment compartments,收容隔間
containment containers,容器
interconnected microchannels,相互連接的微通道
micro usb,微型usb
microboxes,微型盒子
microchambers,微室
microchannel network,微通道網絡
microcontainer,微容器
microfluidic chambers,微流控室
microvascular angina,微血管心絞痛
microvascular blood,微血管血液
microvascular endothelial cells,微血管內皮細胞
overdrive with four forward gears,帶四個前進檔的超速檔
practical variation,實際變化
process compartments,工藝隔間
simple portion,簡單的部分
slip free anchoring,防滑錨固
cd patients,光盤患者
cd samples,光盤樣本
micro chambers,微室
micro channels,微信
patients,患者
regions,地區
wells,井
generating devices,發電裝置
generating elements,生成元素
generation assemblies,生成組件
generation devices,發電裝置
generation electrodes,發電電極
generation elements,生成元素
generators,發電機
inhaler spacer,吸入器墊片
main microchannel,主微通道
micro center,微中心
micro finance,小額金融
microchannel,微通道
microfluidic chamber,微流控室
microfluidic networks,微流控網絡
microorganisms,微生物
microscope,顯微鏡
microvessels,微血管
mounting board,安裝板
processing chambers,處理室
processing passage,加工通道
source assemblies,源程序集
thin passages,細通道
after,後
alteration,改造
altered before use,使用前改變
associated change,相關變化
associated modification,相關修改
before,前
best before use,最好在使用前
bike modification,自行車改裝
change before use,使用前更改
change before using,使用前更改
modified,修改的
modified before use,使用前修改
modify before using,使用前修改
modify by use,按用途修改
modify for use,修改使用
modifying before use,使用前修改
use,利用
use dustbin,使用垃圾箱
use machines,使用機器
absorption,吸收
absorption rate,吸收率
desorption rate,解吸率
dry material,乾料
encoding rate,編碼率
flow rate,流量
heat absorption,吸熱
humectant,保濕劑
humidity,濕度
humidity absorbing,吸濕
humidity absorption rate,吸濕率
hygroscopic substance,吸濕性物質
infection rate,感染率
light absorption rate,光吸收率
moisture absorption,吸濕性
moisture adsorption rate,吸濕率
moisture meter,水分計
moisture soaking rate,吸濕率
moisture vapor transmission rate,濕氣透過率
