,0
opening means,開啟方式
opening spring,開啟彈簧
resilient spring,彈性彈簧
actuating device provided,提供驅動裝置
additional spring,附加彈簧
discharge circuit,放電電路
electromagnetic spring,電磁彈簧
impulse,衝動
impulse spring,脈衝彈簧
leaf spring,板簧
locking device provided,提供鎖定裝置
memory spring,記憶彈簧
release energy,釋放能量
rotating spring,旋轉彈簧
spiral power spring,螺旋動力彈簧
spring tension,彈簧拉力
storage capacity,存儲容量
vehicle spring,車輛彈簧
attaching unit,連接單元
bolt rifle,商店步槍
clamping member,夾持件
connecting sockets,連接插座
disconnect clamp,斷開夾
disengage clamp,脫離夾子
disengage clamps,脫離夾子
disengage from clamp,脫離夾子
disengage toward clamp,向夾子脫離
electric control board,電控板
engage,從事
engage about clamp,接合夾具
engage about clamping,從事夾緊
engage clamping,接合夾緊
engage clamps,接合夾具
engage with clamp,與夾具嚙合
engage with clamping,與夾緊嚙合
fixture unit,夾具單元
move from clamp,從夾具移動
move from clamps,從夾子上移開
move toward clamp,向夾子移動
move toward clamps,向夾子移動
nut and bolt,螺母和螺栓
occupy clamp,佔位夾
receive,收到
receive about clamp,收到關於夾子
receive clamp,接收夾
receive clamping,接收夾緊
receive with clamp,用夾子接收
receive with clamping,夾緊接收
screw engagement type clamping,螺紋嚙合式夾緊
cam device,凸輪裝置
deep hole boring tool,深孔鏜刀
engage finger,接合手指
engage in guide groove,嚙合導槽
engage in guide slit,接合導縫
engage in guide slot,嚙合導槽
engage in slot,參與插槽
engage longitudinal slot,接合縱向槽
engage the guide surface,接合導向面
engage with guide slot,與導向槽嚙合
engage with slot,與槽嚙合
engage within slot,在槽內嚙合
engaging the guide rail slot,卡入導軌槽
guide community,指導社區
guide slot,導向槽
guide therapeutics,指導治療
headed studs,帶頭螺柱
multiaxial material machining station,多軸材料加工站
slot booking system,訂票系統
target materials,目標材料
time slot,時隙
travel guide,旅遊指南
block chain,區塊鏈
block diagram,框圖
carving machine,雕刻機
causes of heart block,心臟傳導阻滯的原因
combine with blocks,與塊結合
connect with blocks,與塊連接
equip scheme,裝備方案
equip with blocks,配備積木
equip with wooden blocks,配備木塊
equipped with blocks,配備積木
gym equipment,健身器材
heart block treatment,心臟傳導阻滯治療
provide with blocks,提供積木
resistance welding of aluminum,鋁的電阻焊
rotary slot cutting tool,旋轉開槽刀具
set up with blocks,用塊設置
stock up with blocks,囤積積木
supply with blocks,供應塊
tables,表
vacuum brazing furnace,真空釬焊爐
blockchain cloud service,區塊鏈雲服務
blocks system,塊系統
equip program,裝備程序
equip protein,裝備蛋白質
fix with blocks,用塊修復
prepare with blocks,用塊準備
process for preserving wood,木材防腐工藝
wood impregnation agent,木材浸漬劑
wooden poles,木桿
device unit,裝置單元
equipment,設備
equipment device,設備裝置
equipment device unit,設備裝置單元
facility,設施
analyser,分析儀
analyser module,分析器模塊
analyser storage module,分析儀存儲模塊
analyser system,分析系統
analyzer,分析儀
analyzer module,分析器模塊
analyzer system,分析系統
lawn,草地
lawn mower,割草機
user equipment unit,用戶設備單元
connection device,連接裝置
connection unit,連接單元
device cleansing,設備清洗
device module,設備模塊
electronic elements,電子元件
equipment module,設備模塊
main road,主路
main software,主要軟件
main unit,主機
mechanical box,機械箱
module station,模塊站
module unit,模塊單元
service unit,服務單位
source device,源設備
source unit,源單元
sports equipment,體育器材
supply device,供給裝置
test device,測試裝置
unit circle,單位圓
unit fraction,單位分數
voltage signal,電壓信號
apparatus control device,儀器控制裝置
apparatus detecting,儀器檢測
apparatus detection,儀器檢測
apparatus management device,儀器管理裝置
appliance apparatus,器具器具
appliance device,器具設備
devices in order,設備有序
devices so order,設備所以訂購
farm equipment,農用設備
gadgets,小工具
hardware equipment,硬件設備
load,加載
load device,負載裝置
load devices,負載設備
loads,負載
loads in order,按順序加載
loads so order,加載所以訂購
manufacturing plant,製造工廠
medical equipment,醫療器材
power apparatus,電力設備
power control apparatus,電源控制裝置
power control device,電源控制裝置
power detecting apparatus,功率檢測裝置
power detection,功率檢測
power detection apparatus,功率檢測儀
power devices,電力設備
power management apparatus,電源管理裝置
power management device,電源管理裝置
production equipment,生產設備
storage apparatus,存儲設備
storage device,儲存設備
technical apparatus,技術設備
terminal unit,終端單元
active metal,活性金屬
active oxide,活性氧化物
anhydrous,無水
atom,原子
atom molar,原子摩爾
atom to molar,原子到摩爾
atom to weight,原子重量
atom weight,原子量
atomic,原子
atomic metal,原子金屬
atomic molar,原子摩爾
atomic mole,原子摩爾
atomic to molar,原子到摩爾
atomic weight,原子重量
configurations,配置
equivalent,相等的
equivalent molar amount,當量摩爾量
equivalent molar mass,當量摩爾質量
equivalent molar weight,當量摩爾重量
equivalent mole,當量摩爾
equivalent rational numbers,等價有理數
equivalent weight,當量重量
equivalents base,等價基數
molar conductivity,摩爾電導率
molar equivalent,摩爾當量
molar equivalent amount,摩爾當量
molar equivalent dose,摩爾當量劑量
molar mass,摩爾質量
molar pregnancy,葡萄胎妊娠
molar teeth,臼齒
mole equivalent,摩爾當量
moles ratio,摩爾比
muscle endurance,肌肉耐力
oxide by weight,按重量計的氧化物
oxide metal,氧化物金屬
oxide to weight,氧化物重量比
oxide weight,氧化物重量
pivalic acid anhydride,新戊酸酐
proportion,部分
quantity,數量
semantic searching,語義搜索
weight by ions,離子重量
acid molar,酸摩爾
acid to molar,酸摩爾數
acid to weight,酸重
acid weight,酸重
amount of substance,物質的量
average molar,平均摩爾
average mole,平均摩爾
body mass,身體質量
body weight,體重
equalizer amplifier,均衡器放大器
equalizer valve,平衡閥
equilibrium molar,平衡磨牙
equilibrium mole,平衡摩爾
equivalent amount,等量
equivalent mass,等效質量
equivalent molar ratio,當量摩爾比
equivalent molar solution,當量摩爾溶液
equivalent molarity,等效摩爾濃度
equivalent weights,等效重量
french equivalent,相當於法語
masses,群眾
mol,摩爾
molality,摩爾濃度
molar,磨牙
molar masses,摩爾質量
moles equivalent,摩爾當量
to molar,磨牙
to weight,稱重
unit of measurement,測量單位
volumetric,容積式
actual consumption amount,實際消費金額
calculated amount,計算金額
computed amount,計算金額
consumption calculation,消耗計算
cost,成本
current amount,當前金額
current quantity,當前數量
determine amount,確定金額
determine estimated amount,確定估計金額
engine with rotary pistons,帶旋轉活塞的發動機
estimated amount,估計金額
estimated blood flow rate,估計的血流量
estimated blood pressure value,估計的血壓值
estimated brain activity signal,估計的大腦活動信號
estimated capacity,估計容量
estimated level,估計水平
estimated maximum amount,估計最高金額
estimated maximum capacity,估計最大容量
estimated quantity,估計數量
estimated rate,估計率
estimation amount,估計金額
fuel injection nozzle,噴油嘴
level sensor,液位傳感器
maximum amount,最高金額
maximum capacity,最大容量
maximum estimated amount,最高估計金額
measured level,測量水平
predetermined amount,預定金額
predetermined estimation,預定估計
rate of interest,利率
total amount,總金額
total area,總面積
total cost,總消耗
total rate,總費率
weldable metal articles,可焊接金屬製品
amount formula,金額公式
amount refund,退款金額
amount validation,金額驗證
average value,平均值
determined set,確定集
estimate,估計
estimate amount,估計金額
estimate of value,價值估計
estimate quantity,估計數量
estimated list,估計清單
estimated of value,估價
estimated set,估計集
estimated value,估計的價值
evaluated amount,評估金額
future amount,未來金額
list,列表
measuring device,測量工具
non estimated amount,非估計金額
requested amount,要求的金額
requested quantity,要求數量
required amount,所需金額
required person,需要的人
required quantity,所需數量
specified required amount,指定所需金額
specified threshold amount,指定的閾值金額
speed value,速度值
supply calculation,供應計算
supply raw material,供應原材料
supply water,供水
threshold amount,閾值金額
total estimate,總估計
virtual amount,虛擬金額
book mark,書籤
cutoff,隔斷
cutoff polystyrene,截止聚苯乙烯
distribution polystyrene,分配聚苯乙烯
elimination mark,消除標記
exclusion,排除
exemption limit,豁免限額
gel exclusion chromatography,凝膠排阻色譜
limitless,無限
limits,限制
mark sheet,標記表
marker,標記
molar mass distribution,摩爾質量分佈
molecular sieve chromatography,分子篩色譜
molecular weight,分子量
permiation,滲透
preclusion limit,排除限制
prevention indicia,預防標誌
size exclusion chromatography,尺寸排阻色譜
social exclusion,社會排斥
thermometer,溫度計
void volume,空隙體積
axial symmetry,軸對稱
clutch mechanism,離合器機構
exhibit asymmetry,表現出不對稱
exhibit axial symmetry,表現出軸對稱
exhibit display,展品展示
exhibit equality,表現出平等
exhibit form,展覽形式
exhibit mirror symmetry,呈現鏡像對稱
exhibit planar symmetry,表現出平面對稱
exhibit rotational symmetry,表現出旋轉對稱
exhibit symmetrical,表現出對稱
exhibit symmetry,表現出對稱性
exhibit uniformity,表現出均勻性
exhibit walls,展示牆
exhibiting asymmetry,表現出不對稱
foldable object,可折疊物體
high symmetry,高度對稱
left right symmetry,左右對稱
placement tool,放置工具
rotary distributor,旋轉分配器
show symmetry,顯示對稱
symmetry,對稱
symmetry shield,對稱屏蔽
symmetry systems,對稱系統
symmetry therapy,對稱療法
symmetry thread painting,對稱線畫
approximate symmetry,近似對稱
axis cross,軸交叉
axis cross section,軸截面
bilateral symmetry,雙側對稱
centerline axis,中心線軸
conductive element pattern,導電元件圖案
cross roads,過馬路
curves line,曲線 線
demonstrate symmetry,展示對稱性
double symmetry,雙對稱
rotational device,旋轉裝置
section maker,切片機
symmetric function,對稱函數
symmetric matrix,對稱矩陣
symmetric relation,對稱關係
x z axes,x z 軸
cargo transport system,貨物運輸系統
chlorine gas electrode,氯氣電極
conductive electrode,導電電極
electrode opening,電極開口
electron electrode,電子電極
emergency exit,緊急出口
entrance electrode,入口電極
exit card,出境卡
exit command in shell script,shell腳本中的退出命令
exit electrode,出口電極
exit electrodes,出口電極
exit error code,退出錯誤代碼
exit poll,退出民意調查
gas generator,氣體發生器
igniter circuits,點火電路
landing bag shape control,著陸袋形狀控制
negative electrode,負極
negative potential,負電位
oxygen gas electrode,氧氣電極
solid expellant plasma generator,固體噴射劑等離子發生器
standard hydrogen electrode,標準氫電極
welding electrode holder,焊接電極架
expand dna,擴大DNA
expand intraluminal,擴大腔內
expand lumen,擴大管腔
expandable,可擴展
expandable economy,可擴展經濟
expandable elongate,可擴展的細長的
expandable implantable,可擴展 植入式
expandable implantable intraluminal,可擴張 植入式 腔內
expandable inside the lumen,可在管腔內擴張
expandable lumen intraluminal,可擴張腔內腔
expandable muscle,可擴張的肌肉
expandable rubber,可膨脹橡膠
expandable stick,伸縮棒
expandable within the lumed,可在管腔內擴展
expanding,擴大
expanding elongate,擴大拉長
expanding implantable,擴大植入式
expansion within the lumen,管腔內擴張
implantable,植入式
intra abdominal,腹腔內
intraluminal expansion,腔內擴張
prosthesis,假體
situated inside,位於里面
situated within,位於
stent,支架
anchor,錨
biodegradable material,可生物降解材料
carbon nanotube,碳納米管
compressible,可壓縮的
compressible expandable prosthesis,可壓縮擴張假體
compressible expandable structure,可壓縮膨脹結構
compressible implantable prosthesis,可壓縮植入式假體
compressible implantable structure,可壓縮植入結構
compressible prosthesis,可壓縮假體
compressible stent,可壓縮支架
elongate flexible,拉長 柔韌
elongate flexible member,細長柔性構件
elongate member,細長構件
envelope,信封
expandable 3 d scaffolding,可擴展的3d腳手架
expandable biocompatible scaffolds,可擴展的生物相容性支架
expandable bone scaffold,可擴展骨支架
expandable collagen scaffolds,可膨脹膠原支架
expandable flexible,可擴展靈活
expandable flexible member,可擴展的柔性構件
expandable hard disk,可擴展硬盤
expandable implantable prosthesis,可擴展植入式假體
expandable implantable structure,可擴展的植入式結構
expandable member,可擴展成員
expandable memory,可擴展內存
expandable prosthesis,可擴張假體
expandable ram,可擴展內存
expandable sheath,可膨脹護套
expandable slidably,可滑動擴展
expandable stent,可擴張支架
expandable stent body,可擴張支架體
expandable stent structure,可擴張支架結構
expandable structure,可擴展結構
expandable tissue scaffolds,可膨脹組織支架
expandable tubular body,可膨脹管狀體
expandable tubular structure,可膨脹管狀結構
expanded scaffold,擴展腳手架
expanded stent,擴張支架
expanded stent structure,擴張支架結構
expanded structure,擴展結構
expanded tubular structure,膨脹管狀結構
expansive scaffold,膨脹腳手架
hyaluronic acid,透明質酸
implantable valve,植入式瓣膜
outer member,外部成員
outer sheath,外護套
scaffold,腳手架
scaffold flutter,腳手架顫動
scaffold slidably,可滑動腳手架
scaffolding,腳手架
tissue scaffolds,組織支架
adjustable scaffold,可調節腳手架
adjustable scaffolding,可調節腳手架
atom structure,原子結構
beam structure,梁結構
data staging,數據分期
expandable configuration,可擴展配置
expandable files,可擴展文件
expandable framework,可擴展框架
expandable view,可擴展視圖
expanding structures,擴展結構
extendable platform,可擴展平台
fittings,配件
heart stent,心臟支架
improved scaffold,改進的腳手架
improved scaffolding,改進的腳手架
non expandable scaffold,不可擴展的腳手架
scaffold like structure,腳手架式結構
spiral stent,螺旋支架
staging,分期
three dimensional structural framework,三維結構框架
work support structure,工作支持結構
area enlargement,面積擴大
area expansion,面積擴大
areas may extend,地區可能會擴大
army area,軍區
enlarge area,擴大區域
expand areas,擴大領域
extend around,向四周延伸
extend between areas,在區域之間延伸
extend between sides,在兩側之間延伸
