,0
gap,差距
measurement system,測量系統
strip cleaning device,條帶清潔裝置
surface diameter,表面直徑
suspension member,懸掛構件
variable diameter,可變直徑
free fatty acids,游離脂肪酸
fatty acid,脂肪酸
fatty acid alkyl acid,脂肪酸烷基酸
fatty acid alkyl salt,脂肪酸烷基鹽
fatty acid fatty salt,脂肪酸脂肪鹽
fatty acid salt,脂肪酸鹽
fatty alkyl acid,脂肪烷基酸
fatty alkyl salt,脂肪烷基鹽
fatty composition,脂肪成分
fatty oil,脂肪油
fatty salt,脂肪鹽
fatty triglyceride,脂肪甘油三酯
fermentation composition,發酵組成
fermentation oil,發酵油
free acid,游離酸
free acid alkyl acid,游離酸烷基酸
free acid alkyl salt,游離酸烷基鹽
free acid fatty acid,游離脂肪酸
free acid fatty salt,游離酸脂肪鹽
free acid salt,游離酸鹽
remove free fatty acids,去除游離脂肪酸
acid value,酸值
arachidonic acid,花生四烯酸
cell free dna,無細胞DNA
cocoa beans,可可豆
ffa molecule,ffa 分子
free fatty acid content,游離脂肪酸含量
linoleic acid,亞油酸
lipid hydrolysis,脂質水解
monounsaturated free fatty acids,單不飽和游離脂肪酸
oleic acid,油酸
palmitoleic acid,棕櫚油酸
permission free operation,免許可操作
polyunsaturated free fatty acids,多不飽和游離脂肪酸
toll free,免費電話
triacylglycerol lysis,三酰基甘油裂解
carboxylic,羧酸
carboxylic acid,羧酸
carboxylic id,羧基
containing acid,含酸
containing compound,含化合物
drug,藥品
fatty,脂肪
fatty id,脂肪
free fatty,游離脂肪
functional acid,功能酸
functional compound,功能化合物
niacin acid,菸酸
niacin agent,菸酸劑
nicotine,尼古丁
nicotinic acid,菸酸
nicotinic agent,菸鹼劑
feedstock,原料
triglyceride,甘油三酯
non esterified fatty acids,非酯化脂肪酸
saponification,皂化
sore,瘡
arrest the fall,阻止墜落
climb without partners,無夥伴攀登
clove hitch over,丁香結
cylinders,氣缸
floating cam ascender,浮動凸輪上升器
frictional device,摩擦裝置
frictional lock,摩擦鎖
frictional locking device,摩擦鎖定裝置
gibbs style ascender,吉布斯式上升器
lock,鎖
lock box,鎖箱
lock smith,鎖匠
lockdown in the country,在國內封鎖
locket,挂墜盒
locking the bike,鎖自行車
locking the gate,鎖門
resist,抵抗
self locking device,自鎖裝置
solo climbing,單人攀登
block lock,塊鎖
block movement,塊運動
block movement lock,塊移動鎖
locks,鎖
prevent,防止
prevent lock,防止鎖定
prevent movement,防止移動
prevent movement lock,防止運動鎖定
releasably lock,可釋放鎖定
releasably secure,可釋放安全
secures,確保
selectively lock,選擇性鎖定
selectively secure,選擇性保護
seal therebetween,其間密封
sealing seal,密封密封
sealing therebetween,其間密封
anti impact stand column,抗衝擊立柱
bluetooth intelligent wireless lock,藍牙智能無線鎖
clamp lock,夾鎖
fire flooding,火災洪水
fit band,適合帶
fitting device,擬合裝置
force fit connection,力配合連接
friction lock,摩擦鎖
friction lock buckle,摩擦鎖扣
frictional fit,摩擦配合
frictional seal,摩擦密封
hand friction,手摩擦
lock down,封鎖
locking connection,鎖定連接
locking system,鎖定係統
noncontact lock,非接觸式鎖
positionable linear friction lock,可定位線性摩擦鎖
sectioning reducing ball socket,切片異徑球窩
semiconductor device,半導體器件
wedge lock,楔形鎖
wedging fit,楔形配合
wedging seal,楔形密封
wireless lock security,無線鎖安全
atr ftir,屬性
atr ftir standard spectrogram,atr ftir 標準頻譜圖
component sale,零部件銷售
emit infrared radiation,發射紅外線輻射
fourier transform infrared spectrometer,傅里葉變換紅外光譜儀
ft ir,英尺紅外
ft ir spectrometer,英尺紅外光譜儀
ft spectrometer,英尺光譜儀
ftir,提拉
ftir analysis,分析
ftir spectra,紅外光譜
ftir spectrometer instrumentation,紅外光譜儀儀器
