,0
dual clutch in tractor,拖拉機雙離合器
dual disorder treatment,雙重障礙治療
dual friction clutch,雙摩擦離合器
dual gland,雙腺體
dual syndrome,雙重綜合症
dual therapy for hypertension,高血壓的雙重治療
friction pads,摩擦墊
garbage caddy,垃圾車
golf bag cart,高爾夫球袋推車
hydraulic clutch,液壓離合器
hydraulic clutch selectively,液壓離合器選擇性
speed dual clutch,速度雙離合
steering system,轉向系統
switching clutch,切換離合器
switching selectively,有選擇地切換
synchronizer,同步器
transporting of storage container,儲存容器的運輸
twin clutch,雙離合器
two clutches,兩個離合器
manually variable,手動變量
rear axle,後軸
conventional dual arrangement,傳統的雙重安排
conventional dual clutch,傳統雙離合器
differential,微分
double coupling,雙聯軸器
dual shaft gear,雙軸齒輪
dual shaft gearing,雙軸傳動
dual speed gear,雙速齒輪
dual speed gearing,雙速傳動
friction assembly,摩擦組件
known clutch,已知離合器
known dual arrangement,已知的雙重排列
known dual clutch,已知的雙離合器
multiple clutch,多離合器
planetary shaft,行星軸
shaft gear,軸齒輪
shaft gearing,軸傳動
speed gear,速度齒輪
speed gearing,速度傳動
torque gear,扭矩齒輪
torque shaft,扭矩軸
alarm device,報警裝置
antipodal demodulator,對映解調器
antipodal finline structures,對足鰭狀結構
antipodal slot antenna,對映槽天線
bandwidth receiver,帶寬接收器
bandwidth set,帶寬集
bandwidth system,帶寬系統
codebook,密碼本
duplex,雙工
duplex apartment,複式公寓
duplex client,雙工客戶端
duplex communication,雙工通信
duplex floor,複式地板
duplex floor control,複式樓層控制
duplex house,複式房子
duplex mf,雙工中頻
duplex mf control,雙工 mf 控制
duplex receiver,雙工接收器
duplex set,雙工集
duplex switch,雙工開關
duplex switching,雙工交換
duplex system,雙工系統
duplex talker,雙工通話器
duplexer device,雙工器設備
fancy device,花哨的設備
floor control,樓層控制
full duplex,全雙工
full duplex network,全雙工網絡
half duplex device,半雙工設備
hospital devices,醫院設備
multiplex devices,多路復用設備
pc device,電腦設備
route switch,路由切換
sip,啜
sip device,啜飲裝置
sip pc,啜飲電腦
terminating devices,終端設備
transmission lines,傳輸線
analytic concentration,分析濃度
api,api
cold water proteases,冷水蛋白酶
combustion network,燃燒網絡
combustion vessel system,燃燒容器系統
diesel spray combustion,柴油噴霧燃燒
ecn coin,ecn硬幣
ecn global,ecn全球
ecn value,ecn值
endohydrolysis of linking elements,連接元件的內水解
engine area,發動機區
engine combustion network,發動機燃燒網絡
engine guard,發動機護罩
hl number,hl數
ignition quality,點火質量
networking system,網絡系統
octane,辛烷值
octane number,辛烷值
value,價值
water mixture,水混合物
water soluble vitamin e,水溶性維生素e
accessible communication network,可訪問的通信網絡
communication signal,通訊信號
computer network,計算機網絡
congestion episode,擁堵情節
ear nose throat,耳鼻喉
edge compute nodes,邊緣計算節點
electronic communication network,電子通訊網絡
electronic component news,電子元件新聞
emergency communication,應急通訊
european cricket network,歐洲板球網絡
explicit congestion notification,顯式擁塞通知
food network,食物網
global data,全球數據
information processing,信息處理
information transmission,信息傳遞
message processing,消息處理
message transmission,消息傳輸
multi user computer,多用戶計算機
packet drop rate,丟包率
sheet stopping function,停紙功能
signaling,信令
soft,柔軟的
stopping operation,停止運行
stopping the print job,停止打印作業
wide area computer network,廣域計算機網絡
widescreen monitor,寬屏顯示器
average storage,平均存儲
average volume,平均音量
capacity,容量
dense storage,密集存儲
effective luminance patterns,有效亮度模式
effective network layer,有效網絡層
effective storage amount,有效儲存量
effective storage area,有效存儲區
effective wireless bandwidth,有效無線帶寬
efficient data storage,高效的數據存儲
efficient memory,高效記憶
fast data access,快速數據訪問
fast food,快餐
high altitude,高海拔
high storage efficiency,存儲效率高
internal,內部的
internal volume,內部容積
loading ratio,負載率
proportions,比例
reliable data storage,可靠的數據存儲
reliable storage,可靠的存儲
storage life,儲存壽命
storage shed,儲藏屋
storage surface,存儲面
cost effective storage,具有成本效益的存儲
device internal,設備內部
effective,有效的
effective ball,有效球
effective capacity,有效容量
effective containment,有效遏制
effective medicine,有效藥物
effective practices,有效的做法
effective rotation,有效旋轉
effective storage capacity,有效存儲容量
effective storage strategies,有效的存儲策略
effective volume storage,有效容量存儲
energy wastage,能源浪費
hard disk,硬盤
high reliability memory,高可靠性內存
internal cross,內部交叉
internal cross sectional,內部橫截面
internal sectional,內部截面
non effective storage device,無效的存儲設備
overall effective storage,整體有效存儲
storage capability,存儲能力
storage resource management,存儲資源管理
stored,存儲
wastage of compressed air,壓縮空氣的浪費
wastage of water,浪費水
el device,設備
