,0
shallow water model,淺水模型
single wire multi,單線多
single wire multi switch,單線多路開關
single wire multiswitch,單線多路開關
solid waste management,固體廢物管理
swim suit,泳裝
switch again,再次切換
switch matrix interface,開關矩陣接口
switch network,切換網絡
switchless combiner,無開關合路器
switchless network,無交換機網絡
switchless sensing,無開關感應
swm,游泳
augmented reality,增強現實
bimodal function training,雙峰功能訓練
creation,創建
creation of home,家的創造
device classification training,設備分類訓練
device training,設備培訓
non natural instruction,非自然指令
processor classification training,處理器分類訓練
processor training,處理器訓練
readable medium,可讀介質
reality show,真人秀
recognition system,識別系統
sample set,樣本集
simulator,模擬器
synthesis system,合成系統
synthetic data,合成數據
synthetic fibres,合成纖維
synthetic leather,人造皮革
synthetic training,綜合訓練
synthetic training data,合成訓練數據
synthetic training images,合成訓練圖像
synthetic vinegar,合成醋
training feedback,培訓反饋
virtual reality,虛擬現實
cake portion,蛋糕部分
depth of a tap portion,絲錐部分的深度
drain portion,排水部分
faucet portion,水龍頭部分
portion of tap,水龍頭的一部分
rotating portion,旋轉部分
screw tap portion,絲錐部分
tap,輕敲
tap drill,絲錐鑽
tap parts,水龍頭零件
tap portions,水龍頭部分
tapping portion,攻絲部分
threaded passage,螺紋通道
tree portion,樹部分
valve portion,閥部分
ankle tap exercise,腳踝敲擊練習
faucet tap,水龍頭
portion control plate for weight loss,用於減肥的部分控制板
screw tap,絲錐
scribing apparatus,劃線器
shank,小腿
shank length,柄長
shoulder portion,肩部
tap dance exercise,踢踏舞練習
tap element,點擊元素
tap part,抽頭部分
tap piece,水龍頭片
tap pitch,分接間距
tap portion,水龍頭部分
tap root,根
thread gauge,螺紋量規
thread portion,螺紋部分
active area,活動區域
body region,身體部位
body transistor,體晶體管
channel area,通道區
channel region,通道區
channel regions,通道區域
channel transistor,溝道晶體管
region,地區
well region,井區
well regions,井區
aim laser,瞄準激光
aim pointer,瞄準指針
aiming pointer,瞄準指針
circular pointer,圓形指針
emblaze,閃耀
gauge,測量
illuminator,照明器
java pointer,指針
key pointer,關鍵指針
laser target pointer,激光目標指示器
object pointer,對象指針
pointer targets,指針目標
pointer variable,指針變量
private key,私鑰
reference pointer,參考指針
return targer,返回目標
swingable pointer,擺動指針
swingable pointer pivotally,可擺動的指針
swingable target pivotally,可擺動的目標
swingable target pointer,可擺動的目標指針
target ad,目標廣告
target illuminator,目標照明器
target indicator,目標指標
target pivotally,關鍵目標
target pointer pivotally,旋轉目標指針
target score,目標分數
targeting points,目標點
user pointer,用戶指針
aiming laser,瞄準激光
bitmap location,位圖位置
buffer pointer,緩衝區指針
client pointer,客戶端指針
counter pointer,計數器指針
current reference position,當前參考位置
destination counter,目的地計數器
destination pointer,目標指針
detarget pointer,去目標指針
digital pen,數位筆
indicator electrode,指示電極
indicator led,指示燈
lookup table,查找表
queue tail,隊列尾
target counter,目標計數器
target growth,目標增長
target revenue,目標收入
target validation,目標驗證
targeted arrow,有針對性的箭頭
update pointer,更新指針
user interface,用戶界面
balloon expandable stent,球囊擴張支架
blow mold halves,吹塑半模
bluetooth connectivity,藍牙連接
ethylene terephthalate polyester,對苯二甲酸乙二醇酯聚酯
fibers polypropylene,纖維 聚丙烯
gas balloon,氣球
naphthalate,萘二甲酸酯
obsolete petp,過時的petp
pete,皮特
polyalkylene terephthalate,聚對苯二甲酸亞烷基酯
polyester,聚酯纖維
polyethylene terephthalate,聚對苯二甲酸
polyethylene terephthalate polyester,聚對苯二甲酸乙二醇酯聚酯
polypropylene,聚丙烯
resin catalyst,樹脂催化劑
resins,樹脂
stiffeners,加強筋
tank liner,罐內襯
terephthalate,對苯二甲酸酯
terephthalate catalyst,對苯二甲酸酯催化劑
terephthalate composition,對苯二甲酸酯組合物
