,0
processor determined,處理器確定
represent fraction,代表分數
share by memory cells,由存儲單元共享
store by memory,憑記憶存儲
store by memory cell,由存儲單元存儲
cellphone,手機
define bacteria,定義細菌
define between panel,在面板之間定義
define by bottom panel,由底部面板定義
define by panel,按面板定義
define internal panel,定義內部面板
define panel boundaries,定義面板邊界
define panels,定義面板
define wireless network,定義無線網絡
define within panel,在面板內定義
defines a front panel,定義前面板
defining each panel,定義每個面板
defining panel,定義面板
edges that define panel,定義面板的邊緣
high density filament winding,高密度纖維纏繞
jury panel,陪審團
mounting structure,安裝結構
panel analysis,面板分析
panel data models,面板數據模型
pocket defining panel,口袋定義面板
preform carrying apparatus,瓶坯搬運裝置
sealable food container,可密封的食品容器
sidewall magnet,側壁磁鐵
committee,委員會
define a word,定義一個詞
define door,定義門
define portion,定義部分
define solar panel,定義太陽能電池板
define wall,定義牆
display surface,顯示面
flat sheet,平板
flat surface,平坦的表面
floor,地面
instrument,樂器
panel board,面板
panel definition,面板定義
panel interview,小組訪談
piece of metal,一塊金屬
portion control,份量控制
rectangular pane,矩形窗格
solar energy,太陽能
bending moment,彎矩
cause the light,導致光
change the light,改變光線
deflect,偏轉
deflect in order,按順序偏轉
deflect light beam,偏轉光束
deflect rays,偏轉光線
deflect rotated,偏轉旋轉
deflected,偏轉
disperse light,分散光
divert light beam,轉移光束
divert logo,轉移標誌
electric bulb,電燈泡
incoming lights,入射燈
incoming messages,傳入消息
iron beam,鐵樑
led,引領
light air,軟風
light component,輕組分
light components,輕型組件
light weight,輕的
redirect light,重定向光
reflect light beams,反射光束
reflect light rays,反射光線
refract,折射
refract light,折射光
rotate,旋轉
rotate in order,按順序旋轉
rotated,旋轉
separated light,分離光
shoppingi,購物
travel,旅行
coherent rays,相干射線
configured to deflect light,配置為偏轉光線
converge angle,收斂角
converge optical path,會聚光路
daylight,白天
deflect the light ray,偏轉光線
deflecting torque,偏轉力矩
deviate light,偏光
diverge communication data,發散通信數據
light color,淺色
light green,淺綠色
light grey,淺灰色
lighthouse,燈塔
lights rays,光線
reflect beams,反射光束
amplifier means,放大器裝置
amplitude detector,幅度檢測器
blood information,血液信息
brain activity information,大腦活動信息
brain fluid content,腦液含量
carrier wave,載波
color demodulator,彩色解調器
color tv,彩電
comparator,比較器
comparator amplifier,比較放大器
comparator means,比較器裝置
computer program in a software defined radio,軟件定義無線電中的計算機程序
control amplifier,控制放大器
control circuit,控制電路
demodulating,解調
demodulation system,解調系統
demodulator apparatus,解調器裝置
education system,教育體制
electronic circuit to recover the information,電子電路恢復信息
magnetic field detector,磁場探測器
modulator,調製器
monostable,單穩態
packaging machine,包裝機
product insertion system,產品插入系統
signal amplifier,信號放大器
signal circuit,信號電路
single web sheet cutting mechanism,單幅切紙機構
carrier signals,載波信號
compressing files,壓縮文件
converting,轉換
demand,要求
demerits,過失
democracy,民主
demodulated signal,解調信號
demodulating arrangement,解調裝置
demodulating signals,解調信號
demodulation circuit,解調電路
demodulation converter,解調轉換器
digital transversal equalizer,數字橫向均衡器
inverse modulator,逆調製器
module federation,模塊聯合
radio frequency,無線電頻率
recovery element,恢復元件
signal demodulators,信號解調器
data demodulator,數據解調器
demodulating part,解調部分
demodulation part,解調部分
power circuit,電源電路
power unit,動力單元
switching circuit,開關電路
switching unit,開關單元
dem,到
dem detector,數字探測器
demodulation unit,解調單元
demodulator unit,解調器單元
digital demodulator,數字解調器
digital detector,數字探測器
inner decoder,內部解碼器
inner interleaver,內交織器
interleaver,交織器
mixer,混合器
outer decoder,外解碼器
outer interleaver,外交織器
aligners,矯正器
apparatuses,儀器
appliance,器具
appliances,電器
automated apparatus,自動化設備
automated appliances,自動化設備
braces,大括號
clear aligners,清晰的矯正器
correct underbites,正確的咬合
dent in bus,公共汽車上的凹痕
dent in car,汽車凹痕
dent in vehicle,車輛凹痕
dental aligner,牙齒矯正器
dental apparatus,牙科器械
dental clinic,牙科診所
dental disease,牙病
devices in orthodontics,正畸中的設備
fitting procedure,擬合程序
images,圖片
member,成員
orthodontic aligner,正畸矯正器
orthodontic aligners,正畸矯正器
orthodontic apparatus,正畸器械
orthodontic appliance,正畸矯治器
orthodontic appliances,正畸矯治器
orthodontic cases,正畸病例
orthodontic device,正畸裝置
retainers,保持器
teeth,牙齒
titanium braces,鈦牙套
treatment appliance,治療器具
treatment device,治療裝置
treatment model,治療模式
treatment plan,治療計劃
wire,金屬絲
align with plants,與植物對齊
aligner system,對準系統
alignment braces,對齊大括號
alignment in programming,編程中的對齊
bunker device,掩體裝置
crown aligners,牙冠矯正器
crown crowns,冠冕
crowns,冠
crowns aligners,牙冠矯正器
dental aligners,牙齒矯正器
dental appliances,牙科器具
dental arranger,牙醫
garlic root hair aligner,大蒜根頭髮矯正器
hair aligners,頭髮矯正器
lower teeth,下牙
recording paper housing device,記錄紙收納裝置
smile aligners,微笑矯正器
smile crowns,微笑冠
swivel lever spool holder,旋轉桿線軸架
tooth aligner,牙齒矯正器
tooths roots,牙根
vending machine,售貨機
wheel aligners,四輪定位儀
wireless alignment,無線對準
class,班級
class teacher,班主任
derived,衍生的
derived old classes,派生的舊類
entity,實體
entity class,實體類
first level derived classes,一級派生類
harmed groups,受害群體
mannual data,人工數據
manual,手動的
new class,新班級
non derived class,非派生類
obtain group,獲得組
obtain group numbers,獲取組號
old machine,舊機器
subclass,子類
virtual,虛擬的
virtual class,虛擬類
virtual image,虛像
aptly descriptive,恰當地描述
descriptive analysis,描述性分析
descriptive area,描述區
descriptive area of study,描述性研究領域
descriptive name,描述性名稱
descriptive phrase,描述性短語
descriptive purposes,描述性目的
descriptive term entry,描述性術語條目
descriptive terminology,描述性術語
descriptive text,描述性文本
graphical representation,圖示
non descriptive term,非描述性術語
non relevant element,非相關元素
non relevant objects,不相關的對象
phrase,短語
relevance score,相關分數
shorthand term,速記術語
specific term,具體術語
term,學期
term insurance,定期保險
term of agreement,協議期限
term plan,學期計劃
term type,術語類型
type of term,術語類型
word,單詞
deteriorated developer,劣化的顯影劑
clogged,堵塞
cooled,冷卻
degraded,退化的
deteriorated toner,變質的碳粉
deterioration,惡化
lowered,降低
lowered deteriorated,降低 惡化
lowering,降低
poor,較差的
deteriorated condition,惡化的狀況
corroded,腐蝕
accuracy is improved,提高準確性
breakdown,分解
decrepit,衰老
deteriorated house,惡化的房子
deteriorated pipe,惡化的管道
deteriorated pipeline,惡化的管道
deteriorated relationships,關係惡化
deteriorated section,惡化的部分
deteriorated toy,變質玩具
deteriorating,惡化
deteriorating water,惡化的水
given,給定
improved alignment,改進的對齊方式
improved data processing,改進的數據處理
iron,鐵
material deterioration,材料劣化
metal sheet,金屬板
minimum deterioration,最小惡化
pipe,管道
remarkable degradation,顯著退化
shining metal,閃亮的金屬
structure cracks,結構裂縫
thick,厚的
thin and thick,又薄又厚
worsened,惡化
box filler,盒子填充物
corrugated box,瓦楞紙箱
decline input data,拒絕輸入數據
degenerate,退化
drop values,丟棄值
great deterioration,嚴重惡化
incurring degradation,導致退化
input machine,輸入機
involving deterioration,涉及惡化
original,原來的
suffering deterioration,遭受惡化
value addition,增值
calculation from analysis,分析計算
circuit analysis,電路分析
communication analysis,溝通分析
detect from analysis,從分析中檢測
determination from analysis,分析確定
determine a basis,確定依據
determine by analysis,分析確定
determine by analyzing,通過分析確定
determine by chromatographic analysis,通過色譜分析確定
determine by gc analysis,通過 gc 分析確定
determine by image analysis,通過圖像分析確定
determine from statistical analysis,從統計分析確定
determine using analysis,使用分析確定
determined from evaluation,從評估中確定
examine,檢查
food analysis,食物分析
identifying by analysis,通過分析識別
inattentive judgment device,注意力不集中的判斷裝置
inattentiveness determining device,注意力不集中判定裝置
regression analysis,回歸分析
steric hindrance,空間位阻
theft detection,盜竊檢測
colourless solid,無色固體
cyanamide,單氰胺
cyanamide dimer,單氰胺二聚體
cyanoguanidine,氰基胍
dicyandiamde,雙氰胺
dicyandiamin,雙氰胺
dicyanodiamide,雙氰胺
dryness,乾燥
fertilizer molecule,肥料分子
guanidine,胍
guanidine 1 carbonitrile,胍1甲腈
milk cream,奶油
nitrile,腈
nitrile compound,腈化合物
air intake pipe,進氣管
blood collection tank,採血槽
diesel,柴油機
diesel fuel container,柴油燃料容器
diesel fuel holder,柴油燃料架
diesel fuel tank,柴油燃料箱
diesel fuel tanks,柴油燃料箱
diesel tank,柴油罐
engine fuel tank,發動機油箱
fuel fitting,燃油配件
fuel injection pump,燃油噴射泵
fuel meter,燃油表
fuel pump,燃油泵
fuel supply,燃料供應
fuel vapor pump,燃油蒸汽泵
gas fuel,燃氣
gas sensor,氣體傳感器
gas tank,儲氣罐
gasoline fuel tank,汽油燃料箱
ic engine cooling,ic發動機冷卻
meter,儀表
meter bridge,米橋
nozzle,噴嘴
tank of a blood dialysis water treatment,血液透析水處理罐
tank of transformer,變壓器油箱
tank system,坦克系統
120 degree intervals,120 度間隔
axial positions,軸向位置
axially displaced configuration,軸向位移配置
centrifugal compressor,離心式壓縮機
circumferential grooves,圓周槽
circumferential lamellae,周向薄片
circumferential positions,圓周位置
different circumferential,不同的圓周
different colors,不同的顏色
different ends,不同的結局
different intervals,不同的間隔
different locations,不同的地點
different partially,部分不同
different positioning,定位不同
different positions,不同的職位
different sizes,不同尺寸
different stagger angles,不同的交錯角
displaced feeds,取代飼料
geometric locations,幾何位置
interval position,間隔位置
locations,地點
non different circumferential positions,非不同圓周位置
parallel to one another,彼此平行
partially,部分
position device,定位裝置
position supine,仰臥位
predetermined position,預定位置
rotation transfer grooves,旋轉傳輸槽
same angle,相同的角度
same position,相同的位置
transversely displaced,橫向位移
various locations,不同的地點
wind power generator,風力發電機
axial directions,軸向
circumferential area,圓周面積
convex surface,凸面
different horizontal positions,不同的水平位置
different languages,不同語言
different vertical locations,不同的垂直位置
distal ends,遠端
distal sides,遠側
distinct circumferential positions,不同的圓周位置
distributed at random positions,分佈在隨機位置
equal intervals,等間隔
equal positions,同等職位
equi angular intervals,等角間隔
imaginary cylindrical surface,假想圓柱面
movable member,活動件
opposite distal ends,相對的遠端
opposite distal sides,相對的遠端側
opposite ends,兩端
planar substrate surface,平面基板表面
position absolute,絕對位置
position exchange,位置交換
position sticky,位置粘性
predetermined intervals,預定間隔
predetermined positions,預定位置
random positions,隨機位置
respective ends,各自的端
respective sides,雙方
same circumferential positions,相同的圓周位置
same intervals,相同的間隔
stationary member,固定成員
top positions,最高職位
carrier polarity,載流子極性
conduct certificate,行為證書
conductance,電導
conductive polymer molecules,導電聚合物分子
conductivity gradient,電導梯度
different,不同的
different angles,不同的角度
different carbon conductivity,不同的碳電導率
different color,不同的顏色
different conductive layers,不同的導電層
different conductivity type,不同的導電類型
different doping,不同的摻雜
different fonts,不同的字體
different resistance,不同的阻力
different silicon conductivity,不同的矽電導率
different silicon content,不同的矽含量
different styles,不同的風格
different thermal conductivity,不同的導熱係數
different values of conductivity,不同的電導率值
different zones,不同的區域
differing conductivity,不同的電導率
differing doping,不同的摻雜
differing resistance,不同的阻力
differing silicon conductivity,不同的矽電導率
diode,二極管
electric conductivity difference,電導率差異
electrical conductive property,導電性能
electrical resistance,電阻
ion transference number,離子遷移數
oxide ion conductor,氧化物離子導體
resistance,反抗
resistivity gradient,電阻率梯度
resistor,電阻器
second conductivity type,第二導電類型
ability rate,能力率
complementary conductivity,互補電導率
complementary conductivity type,互補導電型
complementary type,互補型
conductive terminal,導電端子
conductivity channel,電導通道
conductivity type,導電類型
different conductivity meters,不同的電導儀
different electrically conductive particles,不同的導電顆粒
electrical conductivity,電導率
electrical resistivity,電阻率
identical conductivity,相同的電導率
identical type,同類型
materials ability,材料能力
opposite,對面的
opposite type,相反類型
power supply,電源
property value,適當的價值
rate difference,差價
resistivity,電阻率
visible difference,可見差異
aquarium substrate,水族底材
diffuse in membrane,膜內擴散
diffuse into substrate,擴散到基材中
diffuse reflection,漫反射
diffusion in substrate,基質中的擴散
disperse in membrane,分散在膜中
disperse in substrate,分散在基材中
dispersed in substrate,分散在基材中
dissolve in substrate,溶於底物
dissolves in substrate,溶於底物
going in,進去
