,0
tunneling gate element,隧穿門元件
tunneling gate transistor,隧穿柵晶體管
tunneling microscope,隧道顯微鏡
tunneling transistor,隧穿晶體管
tunneling transistor connected,隧道晶體管連接
tunneling transistor coupled,隧穿晶體管耦合
tunneling transistor element,隧穿晶體管元件
type electric double layer capacitor,型雙電層電容器
water tunnel,水隧道
aircraft,飛機
aircraft air intake system,飛機進氣系統
aircraft engine,飛機發動機
aircraft turbine machine,飛機渦輪機
blade flaps,葉片襟翼
bubble machine,泡泡機
clutch means,離合器裝置
combustion unit,燃燒裝置
cycle engine,循環引擎
embroidery machine,繡花機
engine system,發動機系統
gas turbine machine,燃氣輪機
machine code,機器碼
machine language program,機器語言程序
machine that converts the kinetic energy of a fluid,轉換流體動能的機器
pitch control mechanism,俯仰控制機構
propulsion engine,推進發動機
propulsion system,推進系統
rotary mechanical device,旋轉機械裝置
stalling,失速
transmission means,傳輸裝置
turbine apparatus,渦輪機
turbine engine,渦輪發動機
turbine engine system,渦輪發動機系統
turbine engines,渦輪發動機
turbine grey quartz,渦輪灰石英
turbine machine,渦輪機
turbine machinery,渦輪機械
turbine programming,渦輪編程
turbine propulsion engine,渦輪推進發動機
turbine propulsion system,渦輪推進系統
vertical non bladdered fuel tank,立式無氣囊燃油箱
engine arrangement,發動機佈置
engine assembly,發動機總成
fluid compressor,流體壓縮機
gas compressor,氣體壓縮機
gas machine,燃氣機
generator engine,發電機引擎
power engine,動力發動機
power installation,電力安裝
turbine arrangement,渦輪佈置
turbine assembly,渦輪總成
turbine engine arrangement,渦輪發動機佈置
turbine engine assembly,渦輪發動機總成
turbine installation,渦輪機安裝
turbine starter assembly,渦輪啟動器總成
turbine starter system,渦輪啟動系統
type designed,類型設計
axial gas turbine,軸流式燃氣輪機
axialflow,軸流
entire cone,整個圓錐
fluid flow engine,流體發動機
fluid power generator,流體發電機
gas engine,燃氣發動機
helicopter,直升機
ice cream cone,蛋捲冰淇淋
machine gun,機槍
multi stage rotor,多級轉子
nose,鼻子
nose assembly,機頭組件
nose cone,鼻錐
nose cone assembly,鼻錐總成
nose pin,鼻釘
power turbine,動力渦輪機
radial flow compressor,徑流式壓縮機
radial flow turbine,徑流式渦輪機
variable stator,可變定子
wind engine,風力發動機
wind turbine,風力渦輪機
addressed,解決的
associated parameter,相關參數
attribution type,歸因類型
computer types,計算機類型
configuration parameter,配置參數
data type parameter,數據類型參數
digits,數字
geometry parameter,幾何參數
geometry parameters,幾何參數
identification,鑑別
identification identifier,識別標識符
identification value,識別值
identifier value,標識符值
identifiers in c language,c語言中的標識符
kind of parameter,參數種類
parameter list,參數列表
parameter type,參數類型
shape parameter,形狀參數
type c charger,C型充電器
type record,類型記錄
type specifier,類型說明符
types of soil,土壤類型
variable name,變量的名稱
variable parameter,可變參數
water parameters,水參數
control message,控制信息
generic label,通用標籤
group of parameters,參數組
indication,指示
indication field,指示字段
indication information,指示信息
instance type,實例類型
normal data,正常數據
normal reflection,正常反射
normals,法線
operating parameters,操作參數
parameter tag,參數標籤
placeholder for a type,類型的佔位符
quantization parameter,量化參數
restricted access further,進一步限制訪問
restricted access window,限制訪問窗口
restricted information further,進一步限制信息
restricted information window,受限信息窗口
subsequent access further,後續訪問進一步
subsequent access window,後續訪問窗口
type argument,類型參數
type identifier,類型標識符
type of clothing,服裝類型
type of food,食物類型
type of games,遊戲類型
conveyor type machine,輸送機
envelope making machines,信封機
fluctuate,波動
heat expandable adhesive,熱膨脹粘合劑
ketones fluctuate,酮體波動
lateral undulation,橫向起伏
market fluctuate,市場波動
oscillate,擺動
plastics bag reinforcement,塑料袋加固
smooth movement,平穩運動
smoothly falling,平穩下降
smoothly rising,平穩上升
stationary,靜止的
sway,搖擺
undulating,起伏的
undulation,波動
undulation rope exercises,起伏繩索練習
undulatory swimmers,起伏的游泳者
voltage fluctuate,電壓波動
action of moving smooth,平穩移動的動作
blood movement in heart,心臟的血液流動
cutter,刀具
flexible bag,軟包
smooth bone,光滑的骨頭
smooth skin,光滑的皮膚
swing,搖擺
swing trading,擺動交易
tension device,張力裝置
undulations,起伏
undulatory locomotion,波動運動
vibrate,顫動
wave like movement pattern,波浪狀運動模式
