,0
flow ports,流量端口
fluid flow openings,流體流動開口
fluid flow ports,流體流動端口
fluid of openings,開口流體
fluid of ports,端口流體
fluid openings,流體開口
fluid passages,流體通道
fluid ports,流體端口
housing openings,外殼開口
parts walls,零件牆
plurality flow openings,多個流動開口
plurality flow ports,多個流口
plurality of openings,多個開口
plurality of ports,多個端口
walls,牆壁
air flow source,氣流源
control handle,控製手柄
data flow circuit,數據流電路
data flow source,數據流源
data input source,數據輸入源
flow direction,流動的方向
flow source,流源
flow through source,流經源頭
flowing substance flow source,流動物質流源
fluid flow,流體流動
fluid flow circuit,流體流動迴路
fluid input circuit,流體輸入迴路
fluid input source,流體輸入源
fluid propulsion source,流體推進源
fluid propulsion system,流體推進系統
fluid source,流體源
fluid source of fluid,流體流體源
fluid supply,流體供應
fluid system,流體系統
gas flow source,氣流源
handle unit,手柄單元
input data,輸入數據
liquefied flow source,液化流源
liquid source,液體源
parameters,參數
particular data flow source,特定數據流源
particular fluid flow circuit,特定的流體流動迴路
particular fluid flow source,特定的流體流源
particular fluid input circuit,特定的流體輸入迴路
particular fluid input source,特定的流體輸入源
predetermined flow,預定流量
predetermined flow source,預定流量源
predetermined flow sources,預定流量源
predetermined fluid flow source,預定流體流源
predetermined fluid flow sources,預定的流體流動源
predetermined fluid source,預定流體源
predetermined source,預定來源
propulsion source,動力源
protein source,蛋白質來源
single flow source,單流源
single flow sources,單流源
single fluid flow source,單一流體流源
single fluid flow sources,單一流體流源
single fluid source,單一流體源
source of hope,希望之源
source of income,收入來源
source of light,光源
specific fluid flow circuit,特定的流體流動迴路
specific fluid flow source,特定流體流源
specific fluid input circuit,特定的流體輸入迴路
specific fluid input source,特定流體輸入源
tissue ablation,組織消融
vapour flow,蒸氣流
vapour flow source,蒸氣流源
chromatographic system,色譜系統
drain extensions,排水延長線
energy source,能量源
flow of information,信息流
fluid dynamics,流體動力學
fluid film,液膜
fluid flow supply,流體供應
fluid sample analyzer,流體樣本分析儀
fluidic device,流體裝置
gate source,門源
hydroelectric power plants,水力發電廠
liquid flow source,液流源
liquid flow supply,液流供應
liquid fluid source,液體流體源
liquid fluid supply,液體流體供應
offon valve,關閉閥門
oil flow sources,油流源
petroleum system,石油系統
promote fluid flow,促進流體流動
reagent reader,試劑閱讀器
reagent system,試劑系統
respective fluid source flow,各自的流體源流
sample detection system,樣品檢測系統
sample reader,樣本閱讀器
sample system,樣品系統
source name,源名稱
source transformation,源轉換
vacuum system,真空系統
water drain,排水管
water flow sources,水流源
111444 hexafluoro 2 butene,111444 六氟2丁烯
1333 tetrafluoropropene,1333 四氟丙烯
acetylene compound,乙炔化合物
aforementioned,前述
c6h3f9,c6h3f9
fcf24chch2,fcf24chch2
flu,流感
fluoro chrome,氟鉻
fluoro composite,氟複合材料
fluoro phore,氟基團
fluorochemicals,氟化物
flux regulator,通量調節器
hydrofluoro alkenes,氫氟烯烴
initiator,發起人
monomer,單體
monomer compound,單體化合物
olefins,烯烴
organofluorine,有機氟
organofluorine compound,有機氟化合物
tetrafluoroethylene,四氟乙烯
tfe,鐵氟龍
unsaturated organic compounds,不飽和有機化合物
vinyl,乙烯基塑料
vinyl compound,乙烯基化合物
vinyl monomer,乙烯基單體
control regulator,控制調節器
reactor regulator,反應堆調節器
shield,盾
stage,階段
auxiliary control loop,輔助控制迴路
control embodiment,控制實施例
control loop,控制迴路
current controller,電流控制器
field oriented controller,磁場定向控制器
flaxseed,亞麻籽
flux period,通量期
motor drive inverter,電機驅動逆變器
power output,功率輸出
pressure control,壓力控制
proportional integral regulator,比例積分調節器
regular hexagon,正六邊形
regulated market,受監管的市場
regulating valve,調節閥
regulation of cell cycle,細胞週期的調節
slip regulator,滑差調節器
torque command generator,扭矩指令發生器
torque feedback circuit,轉矩反饋電路
voltage wave,電壓波
way,方法
block,堵塞
electric flux,電通量
field lines,場線
flux calculator,通量計算器
flux controller,通量控制器
flux density,通量密度
flux scope,通量範圍
food regulation,食品監管
limiter,限制器
magnetic flux regulator,磁通調節器
regulation of respiration,呼吸調節
reset flux level,重置通量水平
rotor flux regulator,轉子磁通調節器
torque calculator,扭矩計算器
torque compensator,扭矩補償器
torque controller,扭矩控制器
torque flux calculator,扭矩通量計算器
torque flux controller,轉矩通量控制器
vehicle regulation,車輛監管
arched part,拱形部分
convex side,凸面
curved side,彎曲的一面
drum,鼓
fingers,手指
foot anchor,腳錨
foot down side,腳朝下
foot lateral side,腳外側
foot massager,足部按摩器
foot panel,腳板
foot side border,腳邊邊框
foot side brim,腳邊邊緣
foot side edge,腳側邊
foot side perimeter,腳邊周長
football,足球
football match,足球比賽
football price,足球價格
football stadium,足球體育館
forefoot,前腳
human leg,人腿
limiting embodiment,限制性實施例
limiting example,限制性例子
limiting preferred embodiment,限制性優選實施例
limiting preferred example,限制性優選示例
preferred example,首選示例
side effect,副作用
supporting side,支撐面
toe side,腳趾側
tra supporting side,支持側
body bones anatomy,身體骨骼解剖
chemical pump shaft seal,化工泵軸封
dual step,雙步
filling station,加油站
form as ball member,形成球成員
form as barrier,形成屏障
form as body,形體
form as cylindrical body,形成圓柱體
form as disk,形成磁盤
form as plate,板狀
form as spring,形成彈簧
form as structure,形式為結構
form design,形式設計
form notice network,形成通知網
forming as a case,形成一個案例
human body bones,人體骨骼
manufacturing as an element,製造業作為一個要素
outer flank sections,外側部分
rainbow formation,彩虹形成
set up body,設置身體
spherical sliding surfaces,球面滑動面
three dimensional solid,三維立體
application form,申請表
banded metallic plate,帶狀金屬板
body effect,身體效應
body form,身體形態
body parts,身體部位
body shop,車身修理廠
body types,體型
destroy body,摧毀身體
form as body shaping,塑身
form as single part,形成單個部分
form less column,少列
form notice,表格通知
formation of object,對象的形成
formless composite beam,無形組合梁
formless material,無形材料
inner and outer surfaces,內表面和外表面
melts form as body,融化成身體
object,目的
outer housing formation,外殼形成
sealing form,密封形式
adjustment mechanism,調整機制
adjustment values,調整值
axis,軸
between layers,層間
break between direction,方向之間的突破
change in direction,改變方向
connecting nodes,連接節點
constant directions,恆定方向
filling form,填寫表格
form along circumferential direction,沿圓周方向形成
form in circumferential direction,沿圓周方向形成
form in extending direction,沿延伸方向形成
form in width direction,在寬度方向形成
formed between each pair,每對之間形成
full form,完整形式
group formation,群體形成
opposite directions,相反的方向
parallel direction,平行方向
rays,光線
redirecting mechanism,重定向機制
switch between direction,切換方向
terminal point,終點
traffic direction,交通方向
convulsions,抽搐
deposition,沉積
electric wire,電線
electrodeposition process,電沉積工藝
electroformed metal,電鑄金屬
electroforming,電鑄
electroforming bath,電鑄浴
electroforming method,電鑄法
electroforming procedure,電鑄程序
electroforming processes,電鑄工藝
electrolyte deficiency,電解質缺乏
electrolytic bath,電解槽
electron,電子
electroplating,電鍍
fabricating,製造
fabrication,製造
form by electrodeposition,電沉積形成
muscle spasm,肌肉痙攣
process,過程
cordless hair cutter,無繩理髮器
cutter fish,刀魚
cutters,刀具
cutting machine,切割機
cutting tool,切割用具
form by cutter,由刀具形成
form cutter,成型刀
form cutters,成型刀
form cutting machine,模切機
form finish concrete,成型混凝土
form milling cutter,成形銑刀
forming cutter,成型刀
horizontal type centrifugal casting hot roll,臥式離心鑄造熱輥
infiltrant metal alloys,浸滲金屬合金
milling operations,銑削操作
nail cutter,指甲刀
