,0
in the valley,在山谷
insiders job,內部人員工作
mix in substrate,混入底物
moving molecules,運動分子
mushroom substrate,蘑菇底物
net movement,淨運動
nutrient,養分
particle movement,粒子運動
analog multimeter,模擬萬用表
battery powered digital multimeters,電池供電的數字萬用表
complex test equipment,複雜的測試設備
current rating,目前評級
digital clock,數碼時鐘
digital current meter,數字電流表
digital display,數字顯示
digital marketing,數字營銷
digital measurement technology,數字測量技術
digital voltage meter,數字電壓表
digital watch,數字手錶
indeterminate shape,不確定的形狀
indeterminate text input,不確定的文本輸入
indeterminate values,不確定值
measure,措施
measurement device,測量裝置
measurement instrument,測量儀器
multimeters,萬用表
multimeters battery,萬用表電池
self calibrating digital multimeters,自校準數字萬用表
12 dibromopropane,12 二溴丙烷
14 dibromo benzene,14 二溴苯
3 bromo 4 chloro hexane,3溴4氯己烷
alkyl halides,鹵代烷
aryl halides,芳基鹵化物
carboxylic compound,羧酸化合物
compound ii,化合物二
compound interest,複利
compounding calculator,複利計算器
corresponding compound,相應的化合物
corresponding derivative,相應的導數
dibromo compound,二溴化合物
dichloro compound,二氯化合物
dichloromethane compound,二氯甲烷化合物
difluoro compound,二氟化合物
dihalo,二鹵
dihalo aromatic,二鹵代芳烴
dihalo aromatic compound,二鹵代芳香族化合物
dihalogen,二鹵素
diiodo compound,二碘化合物
ester,酯
halogenation,鹵化
organic compound,有機化合物
organohalogen compound,有機鹵素化合物
pharmaceutical derivative,醫藥衍生物
pharmaceutically acceptable compound,藥學上可接受的化合物
pharmaceutically comprising compound,藥學上包含的化合物
pipette,吸管
sodium lamp,鈉燈
coordinate,協調
coordinates,坐標
determine dimensional location,確定尺寸位置
determine three dimensional location,確定三維位置
dimensional coordinate,維度坐標
dimensional coordinates,維度坐標
dimensional position,尺寸位置
dimensional spatial coordinates,空間坐標
dimensional spatial location,維度空間位置
dimensional spatial position,維度空間位置
dimensions,方面
spatial coordinates,空間坐標
spatial location,空間位置
spatial position,空間位置
axis orientation,軸方向
axis position,軸位
dimension location,尺寸位置
dimension position,尺寸位置
dimensional axis orientation,尺寸軸方向
dimensional axis position,尺寸軸位置
dimensional lateral location,尺寸橫向位置
dimensional lateral position,立體橫向位置
dimensional orientation,維度方向
lateral location,橫向定位
lateral position,橫向位置
3d position,3d 位置
computer system,電腦系統
concrete slab,混凝土樓板
coordinate system,坐標系
geometric setting,幾何設置
health dimensions,健康維度
location pin code,定位密碼
non dimensional position,無量綱位置
phone setting,電話設置
photo dimension,照片尺寸
software setting,軟件設置
three dimensional location,三維位置
triangulation technique,三角測量技術
two dimensional location,二維位置
dimension,方面
dimension image,維度圖像
dimension model,維度模型
dimensional,維度
dimensional data,維度數據
dimensional image,立體圖像
dimensional image data,三維圖像數據
dimensional image model,三維圖像模型
dimensional model,立體模型
image model,圖像模型
crowded location,擁擠的位置
dimension coordinate,尺寸坐標
dimension coordinate location,尺寸坐標位置
dimension of energy,能量維度
dimension of pressure,壓力尺寸
dimensional coordinate location,維度坐標位置
dimensional device,維裝置
dimensional object location,維度對象位置
dimensional portal,次元傳送門
geographic coordinate system,地理坐標系
geometric,幾何的
geospatial coordinates,地理空間坐標
micro alloy microscopic structure,微合金微觀結構
microscopic differential reflection,微觀差分反射
microscopic vision system,顯微視覺系統
nondimensional location,無量綱位置
object tracking model,目標跟踪模型
structural,結構的
system,系統
targeted object,目標對象
three dimensional movie,三維電影
tri dimensional space,三維空間
air resistance,空氣阻力
any pattern,任何模式
arrangement of food,食物的安排
arrangement of money,金錢的安排
arrangement of water,水的安排
arranging dimples,安排酒窩
array of dimples,酒窩陣列
ball,球
ball center,球心
cheek dimples,臉頰酒窩
decoration,裝飾
dimple,酒窩
dimple design,酒窩設計
dimple look,酒窩外觀
dimple pattern,酒窩圖案
dimple size,酒窩大小
dimples,酒窩
dimples arrangement,酒窩排列
function arrangements,功能安排
golf ball,高爾夫球
number of dimples,凹痕數
outer appearance,外觀
pattern,圖案
pattern arrangement,圖案排列
shaped pattern,異形圖案
valve arrangement,閥門佈置
convert received light,轉換接收到的光
direct contact,直接聯繫
direct function,直接函數
direct interference,直接干擾
direct path,直接路徑
direct received light beams,直接接收光束
directing light signal,引導光信號
directly receiving light,直接受光
directly receiving light beam,直接接收光束
illumination,照明
laser,激光
light blue,淺藍
light dispersion,光色散
received award,獲獎
received beam of light,收到光束
received light,受光
received light beam,接收到的光束
received light signal,接收到的光信號
received lighting,收到照明
received radio wave,收到電波
receiving direct sunlight,接受陽光直射
receiving goods,收貨
receiving light ray,接收光線
torchlight,手電筒
disc shaped recording apparatus,盤形記錄裝置
disc structure recording unit,盤式結構記錄單元
disc theory,圓盤理論
disc type storage medium,盤式存儲介質
disk drill,圓盤鑽
disk recording,磁盤記錄
disk recording medium,磁盤記錄介質
disk storage,磁盤存儲
disk type,磁盤類型
disk type magnetic recording medium,盤式磁記錄介質
disk type recording,磁盤類型記錄
disk type storage apparatus,盤式存儲裝置
disk type storage medium,磁盤類型存儲介質
information disk medium,信息磁盤介質
information recording disk,信息記錄盤
information recording medium,信息記錄介質
land record,土地記錄
magnetic tape recording,磁帶錄音
medium frame size,中等框架尺寸
multiple disk type,多盤類型
optical disc,光盤
optical disk,光盤
optical disk medium,光盤介質
optical disk recording medium,光盤記錄介質
optical disk storage,光盤存儲
optical medium,光介質
optical recording disc,光刻盤
optical recording disk,光記錄盤
optical recording medium,光記錄媒體
optical type recording,光學式記錄
optical type recording medium,光學式記錄媒體
read level,讀取級別
record player,記錄播放器
recording disk,記錄盤
recording medium,記錄媒體
rotating recording media,旋轉記錄媒體
storage space,儲存空間
type optical disk,類型光盤
conduit interface area,導管接口區
crowd disperse,人群分散
discharge in plastic materials,塑料材料中的排放
disperse,分散
disperse in plastic material,分散在塑料材料中
disperse in plastic substance,分散在塑料物質中
distribute in plastic material,分佈在塑料材料中
embed in plastic,嵌入塑料
embed in plastic material,嵌入塑料材料中
encase in plastic,用塑料包裹
epoxy resins,環氧樹脂
gather in plastic material,聚集在塑料材料中
hydrogravity tank,水重力罐
liquid tight seal,液體密封
mold in plastic,塑料模具
plastic material,塑料材質
plastic skin disease,塑料性皮膚病
plastic surgery,整形外科
plastic surgery method,整形手術方法
polyimide balloon catheter,聚酰亞胺球囊導管
polymer film,高分子薄膜
scatter in plastic substances,分散在塑料物質中
separate in plastic material,塑料材質分開
study material,學習資料
discrete persistent structures extractor disperse,離散持久結構提取器分散
dispersal syndrome,擴散綜合徵
disperse in polyethylene material,分散在聚乙烯材料中
distribute in thermoplastic,分佈在熱塑性塑料中
elasticity,彈性
fuse with thermosetting material,帶有熱固性材料的保險絲
inorganic particles,無機顆粒
lithium polymer battery,鋰聚合物電池
material design,材料設計
material icons,材料圖標
metal dispersed polymer,金屬分散聚合物
metal oxides dispersed polymers,金屬氧化物分散聚合物
mixing with plastic material,與塑料材料混合
plasticity,可塑性
polymers with metal nanoparticles,含金屬納米粒子的聚合物
reinforcements,增援
sio2 fillers,二氧化矽填料
spread over polymer material,分佈在聚合物材料上
spread rumours,散佈謠言
sugar syrup,糖漿
build platen,壓板
candid powder,坦誠的粉
disperse the powder,分散粉末
dispersed powder,分散粉末
dispersed powders,分散粉末
dispersions,分散體
disseminated powder,散粉
distributed powder,散粉
divided,分為
divided particles,分裂粒子
divided powder,散粉
divided powder product,粉狀產品
divided powdery powder,粉狀粉末
divided product,分產品
divided rubber,分開的橡膠
divided silica,二氧化矽
feeder arm,給料臂
filament drive,燈絲驅動
ground particles,磨碎顆粒
ground powder,磨粉
ground product,地面產品
ground silica,二氧化矽粉
ironing lip,熨燙嘴唇
jaggery powder composition,粗糖粉組成
plastic color blender,塑料顏色攪拌器
powder bacteria,粉狀菌
powder dispersed,粉末分散
powder fire extinguisher,乾粉滅火器
powdered sugar,糖粉
scattered powder,散粉
seeds dispersed,散播的種子
silver dispersed copper powder,銀分散銅粉
synthetic resins,合成樹脂
dispersed,分散的
dispersed agglomerate,分散團塊
dispersed fine particles,分散細顆粒
dispersed granulate,分散顆粒
dispersed particle,分散顆粒
dispersed particles,分散顆粒
divided aluminum intimate,分開的鋁製私密處
divided aluminum powder,鋁粉
divided particulate,分離顆粒
dust,灰塵
dusting powder,除塵粉
fine powder,細粉
food particle,食物顆粒
grains,穀物
granulate images,顆粒狀圖片
ground particulate,地面顆粒物
mixed,混合
mixed powder,混合粉
mixed reaction,混合反應
particle pollution,顆粒物污染
pharmaceutical powder,藥粉
powder dispersion,粉末分散體
powder milling,粉磨
powdered,粉狀
solid dosage form,固體劑型
solution,解決方案
suspended nanoparticles,懸浮納米粒子
displacement control mechanism,位移控制機構
belts and chain drives,皮帶和鏈傳動
brakes or clutches,制動器或離合器
defence mechanism,防禦機制
displacement belts,位移帶
displacement device,位移裝置
displacement gears,排量齒輪
displacement member,位移構件
displacement process,置換過程
displacement pump,容積泵
displacing mechanism,置換機制
engine displacement,發動機排量
mechanism of formation nanoparticles,納米粒子的形成機制
mechanism of labour,勞動機制
mechanism of respiration,呼吸機制
moving elements,運動元素
object displacement,物體位移
shifting mechanism,變速機構
stopping displacement,停止位移
transfer objects,轉移對象
variable displacement mechanism,變排量機構
actuator operatively,執行器可操作
axial displacement mechanism,軸向位移機構
biasing operably,可操作地偏置
biasing operatively,偏向操作
carriage mechanism,托架機構
conveyor,輸送帶
detachment mechanism,分離機制
displacement adjusting mechanism,位移調節機構
displacement map,置換貼圖
displacement mechanism,位移機制
displacement method,位移法
displacement system,位移系統
displacement technique,置換技術
displacement theory criminology,位移理論犯罪學
drive operably,可操作地駕駛
drive operatively,有效地駕駛
elastic portion,彈性部分
flip plate,翻板
fluid displacement mechanism,流體驅替機制
holder mechanism,夾持機構
holder member,持有人會員
holder support mechanism,支架支撐機構
holder support member,支架支撐件
leg fracture with displacement,腿骨折移位
lithographic printing plates,平版印刷版
means operatively,意味著有效地
photopolymer stamp,光敏聚合物郵票
quartz clock mechanism,石英鐘機制
reversible heat sensitive recording,可逆熱敏記錄
sealing portion,密封部分
sliding door mechanism,推拉門機構
support mechanism,支持機制
support member,支持成員
supporting mechanism,支撐機制
supporting member,支持成員
thermal transfer film,熱轉印膜
transfer unit,傳輸單元
transport mechanism,運輸機制
transport system,運輸系統
brake pump,制動泵
brake source,制動源
lifting assembly,起重總成
lifting system,升降系統
motion carriage assembly,運動滑架總成
motion drive assembly,運動驅動總成
movement assembly,機芯組件
movement carriage assembly,運動滑架總成
movement drive assembly,運動驅動總成
movement system,運動系統
power device,動力裝置
power device cylinder,動力裝置氣缸
power source cylinder,動力源氣缸
pressure device,壓力裝置
pressure device cylinder,壓力裝置氣缸
pressure displacement device,壓力置換裝置
pressure displacement mechanism,壓力置換機構
pressure mechanism,壓力機制
pressure pump,壓力泵
pressure source,壓力源
pressure source cylinder,壓力源氣缸
support assembly,支撐組件
jack,傑克
lift,電梯
lift actuator,提升執行器
lift mechanism,升降機構
lifting actuator,升降執行器
lifting mechanism,升降機構
lower drive mechanism,下傳動機構
positioning means,定位裝置
support drive device,支撐驅動裝置
support drive mechanism,支撐驅動機構
support lifting device,支撐提升裝置
support lifting mechanism,支撐提昇機構
mover,搬運工
power mechanism,動力機制
pressure means,壓力手段
pump,泵
turbine,渦輪
convolutional neural networks,卷積神經網絡
different days,不同的日子
different display,不同的顯示
different display panel,不同的顯示面板
different electrodes,不同的電極
different modes,不同的模式
display 3 dimensional image,顯示 3 維圖像
display different images,顯示不同的圖像
display grid,顯示網格
display moving pictures,顯示動態圖片
display pictures,顯示圖片
display same pictures,顯示相同的圖片
double screen stereo imaging,雙屏立體成像
dual pictures,雙畫面
family picture,家庭照片
items on display,展出的物品
multihead display different pictures,多頭顯示不同的圖片
pictorial image,畫報
present different images,呈現不同的圖像
projector,投影儀
provisional single image,臨時單張圖片
show different picture,顯示不同的圖片
single image generation,單圖像生成
symbol presentation,符號表示
curved display apparatus,曲面顯示裝置
different musical instruments,不同的樂器
display control unit,顯示控制單元
display different frames,顯示不同的幀
display different photos,顯示不同的照片
display distinct images,顯示不同的圖像
display multiple pictures,顯示多張圖片
display pixel electrodes,顯示像素電極
display varied images,顯示不同的圖像
display varied pictures,顯示不同的圖片
display various images,顯示各種圖像
image quality,畫面質量
jewelry display,珠寶展示
light emitting display,發光顯示器
picture plant,圖片植物
pretty pictures,漂亮的圖片
sequence of different image,不同圖像的序列
showing different photos,顯示不同的照片
application display image,應用程序顯示圖像
application display screen,應用程序顯示屏幕
application screen,應用程序屏幕
application screen image,應用程序屏幕圖像
character,特點
crystals to form images,形成圖像的晶體
displacement formula,位移公式
display image,顯示圖像
display objects,顯示對象
display screen,顯示屏
displayed display object,顯示的顯示對象
displaying objects,顯示對象
exhibit object,展品
image depth,圖像深度
not displayed,不顯示
object drawing,對象繪圖
object in python,python中的對象
object size,物體大小
objective questions,客觀問題
objective type questions,客觀題
objects display,對象顯示
present object,現在的對象
primary objective,主要目標
projection screen,投影屏幕
quality picture,畫質
screen,屏幕
screen image,屏幕圖像
show object,顯示對象
showcase object,展示對象
size display object,尺寸顯示對象
sound object,聲音對象
video materials,視頻資料
enlargement ct,擴大ct
buring device,燒錄裝置
data transfer,數據傳輸
determine data,確定數據
determine flag,確定標誌
determine information,確定信息
determine user,確定用戶
