,0
substrate level phosphorylation,底物水平磷酸化
substrate transfer chamber,基板傳送室
transfer data,傳輸數據
transfer from carrier substrate,從載體基板轉移
transfer onto layer,轉移到層
transfer onto substrate,轉移到基材上
transfer onto substratum,轉移到基質上
transfer theorem,轉移定理
transfer to receiving substrate,轉移到接收基板
transfering system,傳輸系統
transferring to substrate,轉移到基材
transport onto substrate,運輸到基材上
pass onto substrate,傳遞到基板上
printing mold preparation device,印刷模具準備裝置
printing plate,版
substrate level phosphorylation in bacteria,細菌中底物水平的磷酸化
substrate milk,基質奶
substrate transfer apparatus,基板傳送裝置
substrate transfer medium,基材轉移介質
transfer onto wooden substrate,轉移到木質基材上
transfer the risk score for theft,轉移盜竊風險評分
transfer to substrate,轉移到基板
transferring system,傳輸系統
bipolar junction transistors,雙極結型晶體管
charge operation,充電操作
charge transistor,電荷晶體管
decompose material,分解材料
depletion type device,耗盡型裝置
m1 m6,米1米6
m3 model cutter,m3模型刀具
mos fe,莫非
mos fe transistor,鉬三極管
mos fet,場效應管
mos transistor,MOS晶體管
motor m6,m6發動機
npn transistor,npn晶體管
pnp transistor,pnp晶體管
power darlington,電力達靈頓
schottky diode,肖特基二極管
switch m1,開關 m1
switch m3,開關 m3
transistor fe,三極管
transistor fet,場效應管
transistor m1,晶體管m1
transistor m2,晶體管m2
transistor m3,晶體管m3
vmos device,vmos 設備
coefficient disk,係數盤
concrete,具體的
concrete tower,混凝土塔
distal connecting portion,遠端連接部分
duct of tendons,腱管
exhaust transition,排氣過渡
extending part,延伸部分
fabrication of building,建築物的製造
flared member,喇叭形成員
goldmember,黃金會員
intermediate tube,中間管
lateral edges,側邊
member variable,成員變量
non transition member,非過渡成員
passage member,通道成員
plurality anchors,多個錨點
plurality of anchors,多個錨點
plurality of tendons,多個肌腱
plurality tendons,複數肌腱
portion tracker,部分跟踪器
proximal shaft tube,近端軸管
steel tower,鋼塔
tower,塔
transit tunnel,過境隧道
transition piece,過渡件
tube light,燈管
communication mode transition,通信方式轉換
conference members,會議成員
exhaust transition member,排氣過渡件
exhaust tube,排氣管
logic transition communication,邏輯轉換通信
member communication reply score,會員溝通回複評分
member exhaust housing,成員排氣罩
member exhaust manifold,成員排氣歧管
members in transition,過渡成員
rotary guide disc,旋轉導向盤
shaft shelf,軸架
transition,過渡
transition member,過渡成員
transition part,過渡部分
transition wall,過渡牆
tubular transition member,管狀過渡構件
hollow transition member,中空過渡構件
transition assembly,過渡組件
transition joint,過渡接頭
transition members,過渡成員
transitional member,過渡成員
bells,鐘聲
camera assembly,相機總成
certificate letter,證書信
contacts sender,聯繫發件人
fire indicator,火災指示器
monitoring circuits,監控電路
preliminary warning transfer,初步預警轉移
send audible siren,發送聲音警報
transfer certificate letter,轉讓證明信
transfer money,划款
transmission of alarm signals,報警信號的傳輸
transmit alarm message,發送報警信息
transmit alarm signal,發送報警信號
transmit warning,發送警告
transmitting departure alarm,發射離場警報
warning transfer,警告轉移
air receive,空氣接收
alarm clock,鬧鐘
alarm message transmission,報警信息傳輸
alarm reception,報警接收
alarming module,報警模塊
audible siren,警笛聲
buzzar,蜂鳴器
display indicator,顯示指示器
oil lamp,油燈
receive alarm,接收警報
send data,發送數據
send its time,發送時間
send the time,發送時間
send time,發送時間
signaling device,信號裝置
transmit data,傳輸數據
transmit the time,傳遞時間
transmit time,傳輸時間
warning lamp signal,警示燈信號
warning light,警告燈
warning receiver,警告接收器
zone bells,區域鐘聲
communicate over interface,通過接口進行通信
disease transmission,疾病傳播
fiber optic transmission,光纖傳輸
forwarding over interface,接口轉發
network key,網絡密鑰
over bridge,過橋
over coat,大衣
over take,接管
parallel road,平行路
parallel transmission,並行傳輸
send over interface,通過接口發送
send via interface,通過接口發送
sending over interface,通過接口發送
serial peripheral interface,串行外設接口
serial transmission,串行傳輸
transmission over network,網絡傳輸
transmit data over a network,通過網絡傳輸數據
transmit framer,發送成幀器
transmit from interface,從接口傳輸
transmit from network interface,從網絡接口傳輸
transmit interface,傳輸接口
transmit over bus,通過總線傳輸
transmit over network,通過網絡傳輸
transmit over path,通過路徑傳輸
transmit over system,通過系統傳輸
transmit via interface,通過接口傳輸
transmit via system,通過系統傳輸
transmitted over a bi directional communication network,通過雙向通信網絡傳輸
two wire interface,兩線接口
air interface,空中接口
audio interface,音頻接口
communication interface,通訊接口
interface module,接口模塊
network interface layer,網絡接口層
over cooked,過熟
over fed,吃得太飽
receive via interface,通過接口接收
receiver device,接收設備
reception angle,接收角
stay over,過夜
tcpip network interfaces,tcpip 網絡接口
transmission over interface,接口傳輸
transmit through interface,通過接口傳輸
transmit to lan interface,傳輸到局域網接口
transmit using an interface,使用接口傳輸
transmit using interface,使用接口傳輸
computer program for controlling platform ticket,用於控制站台票的計算機程序
convey to platform,傳送到平台
handling timber,處理木材
hydraulically driven winches,液壓驅動絞盤
learning platform,學習平台
lower shaft portion,下軸部分
receive to platform,接收到平台
tipping stretcher,傾翻擔架
transfer to platform,轉移到平台
transmission platform,傳輸平台
transmit buffers gaming,傳輸緩衝遊戲
transmit diversity,發射分集
transmit from platform,從平台傳輸
transmit onto platform,傳送到平台
transmit to platform,傳送到平台
transmitted to platform,傳送到平台
additional reception,額外接待
close reception timing,接近接收時間
closure signal,關閉信號
cross platform game,跨平台遊戲
datalink transceiver,數據鏈路收發器
direct receiving,直接接收
downlink control information,下行控制信息
platform ladder,平台梯
platform number,平台號
platform ticket,站台票
receiving from platform,從平台接收
send to platform,發送到平台
sending to computer,發送到計算機
sending to platform,發送到平台
transmit security,傳輸安全
transmit to node,傳輸到節點
transmit to system,傳送到系統
upload to platform,上傳到平台
display method,顯示方式
drive crystal display device,驅動晶體顯示裝置
electrochemical apparatus system,電化學儀器系統
electrochemical semiconductor apparatus,電化學半導體裝置
flat panel display,平板顯示器
general lcd,通用液晶
hand paint panel,手繪板
lcd display,液晶顯示器
liquid crystal viewer,液晶觀察器
liquid molecules,液體分子
