,0
abatement of pollution,減少污染
act of abating,減輕行為
active catalyst,活性催化劑
eliminating process,消除過程
forest region,林區
greenhouse gases,溫室氣體
increased rate,增加率
measurement level,測量水平
minimising sounds,最小化聲音
mixing core materials,混合芯材
multi pollution abatement device,多污染減排裝置
noise reduction,降噪
pollution abatement,污染減排
pollution abatement incinerator,污染減排焚化爐
pollution certificate,污染證書
rent abatement,減租
sorbent material,吸附材料
source items pollution abatement technology,源項污染減排技術
stone abutments,石基台
tax abatement,減稅
water bodies,水體
emission abatement,減排
prevention,預防
prophylaxis,預防
abatement apparatus,減排裝置
treatment,治療
abating,減少
central hub,中心樞紐
control panel,控制面板
deficiency,不足
diminished chord,減和弦
diminished image,縮小的圖像
diminishing,遞減
eliminating,消除
eliminating emissions,消除排放
eliminating pollutants,消除污染物
increasing,增加
increasing order,遞增順序
mitigation,減輕
pollution control,污染控制
processing unit,處理單元
removing air pollutants,去除空氣污染物
subsiding,下沉
treating emissions,處理排放物
noise abatement,降噪
abnormal position data,異常位置數據
attitude,態度
closed position shown,顯示的關閉位置
condition illustrated,圖示條件
condition shown,顯示狀態
data,數據
information,信息
inoperative condition,不工作狀態
inoperative position,無效位置
open as shown,如圖所示打開
open condition,打開條件
open position,開倉
open position illustrated,圖示打開位置
open position shown,所示打開位置
orientation,方向
position illustrated,圖示位置
position shown,所示位置
tip data,提示數據
tip information,提示信息
wear data,磨損數據
angular position,角位置
positions,職位
abnormal breathing,呼吸異常
abnormal manner,異常方式
abnormal placement,異常放置
abnormal posture,姿勢異常
abnormal profit,異常利潤
abnormal side,異常的一面
anomaly scan,異常掃描
depression,沮喪
deviated from,偏離
engagement,訂婚
implant positioning,種植體定位
irregular configuration,不規則配置
locked position,鎖定位置
locked relationship,鎖定關係
normal position,正常位置
odd position,奇數位置
place,地方
position,位置
position isomerism,位置異構
position vector,位置向量
rare placement,罕見的安置
recess,凹槽
relative position,相對位置
relative relationship,相對關係
situation,情況
unexpected position,意外的位置
unison,齊聲
unusal arrangement,不尋常的安排
unusual manner,不尋常的方式
abnormal,異常
abnormal condition,異常情況
abnormal molar mass,異常摩爾質量
abnormal presentations,異常表現
abnormal psychology,變態心理
abnormality state,異常狀態
axial position,軸向位置
elevation,海拔
emergency condition,緊急情況
emergency position,緊急位置
extent,程度
facing forward,面向前方
failure,失敗
fault position,故障位置
fixed failure,固定故障
forward axis,前軸
hardware abnormality,硬件異常
hardware manufacturer,硬件製造商
leakage,洩漏
operating abnormality,運行異常
operative position,手術位置
overflow,溢出
state name,州名
unusual position,不尋常的位置
unusual state,異常狀態
upper position,上位
warning,警告
adsorbent properties,吸附性能
cao,曹
characterization,表徵
collateral properties,抵押財產
colligative properties,依數性
conformational properties,構象性質
dehumidifying properties,除濕性能
elastomeric properties,彈性特性
evaporated salt,蒸發鹽
fluorescent properties,熒光特性
geometrical properties,幾何特性
housing properties,房屋物業
hygroscopic,吸濕性
hygroscopic properties,吸濕性
ionic compound,離子化合物
liquid holding capacity,持液能力
mechanical characteristics,機械特性
mechanical properties,機械性能
moisture barrier properties,防潮性能
moisture proof properties,防潮性能
