,0
dispatch signal,調度信號
optical signal,光信號
parcel dispatch,包裹派送
photonic signal,光子信號
photonic source,光子源
post sender,發件人
radiowave sender,無線電波發送器
send off,送走
signal emitter,信號發射器
signal source,信號源
signal transmission device,信號傳輸裝置
signal transmission transmitter,信號傳輸發射器
signal transmitter,信號發射器
signal transmitter device,信號發射裝置
signal transmitter unit,信號發射單元
signal transmitting generator,信號發射發生器
signal transmitting transmitter,信號發射器
signals emitter,信號發射器
signals transmitter,信號發射器
transmission device,傳輸裝置
transmission generator,傳輸發電機
transmit disease,傳播疾病
transreceiver,收發器
wireless electromagnetic signal,無線電磁信號
antibody complex formation,抗體複合物形成
baking products,烘焙產品
carbides,碳化物
electropositive elements,正電元件
forming numbers,形成數字
integrated circuits,集成電路
refractory metal silicides,難熔金屬矽化物
saliva formation,唾液形成
silicide layer,矽化物層
silicon compound,矽化合物
silicon with electropositive elements,帶正電元素的矽
soil formation process,土壤形成過程
srsi2,srsi2
thin transition metal layer deposition,薄過渡金屬層沉積
thsi2,thsi2
u3si2,u3si2
vcrmn3si,vcrmn3si
examples siloxane,例子矽氧烷
silicone siloxane,矽氧烷矽氧烷
siloxane,矽氧烷
siloxane based resin,矽氧烷基樹脂
similar,相似的
crosslink silicone,交聯矽膠
crosslink siloxane,交聯矽氧烷
poly silicone,聚矽氧烷
dimethicone based,聚二甲基矽氧烷基
dream based,基於夢想
homopolymers,均聚物
idea based,基於想法
imagination based,基於想像
polydimethylsiloxane,聚二甲基矽氧烷
polysiloxane base,聚矽氧烷基
polysiloxane based,聚矽氧烷基
saline,鹽水
silane siloxane hybrid sealer,矽烷矽氧烷混合封閉劑
silicon based,矽基
silicon valley based,基於矽谷
silicone based,矽基
siloxane based surfactants,矽氧烷基表面活性劑
siloxane concrete,矽氧烷混凝土
amine,胺
crosslink,交聯
decamethylcyclopentasiloxane based,基於十甲基環五矽氧烷
dimethecone based,聚二甲基矽氧烷基
elastomers,彈性體
imagination based story,基於想像的故事
macromolecules,大分子
polydimethylsiloxane based,聚二甲基矽氧烷基
silicon based polymer based,矽基聚合物基
silicone base,矽膠底座
silicone based functional group,基於有機矽的官能團
silicone containing,含矽
silicone siloxane based,矽矽氧烷基
silicone siloxane containing,含矽氧烷矽氧烷
siloxane base,矽氧烷鹼
siloxane containing,含矽氧烷
town based,以城鎮為基礎
village based,以村為基礎
anionic,陰離子
cationic,陽離子
fatty anionic,脂肪陰離子
non anionic,非陰離子
non ionic,非離子
absorb liquid,吸收液體
absorbing gel,吸收凝膠
absorptive material,吸收材料
abstract pictures,抽像圖片
impermeable material,不透水材料
natural adsorbent,天然吸附劑
non penetrable material,不可穿透的材料
non soaking material,非浸泡材料
penetrable material,可穿透材料
permeable material,透水材料
same material,相同的材料
similar absorbent material,類似的吸收材料
similar book,類似的書
similar colour,相似的顏色
similar culture,相似的文化
similar sponge,類似海綿
similar triangles,相似三角形
similarity score,相似度得分
soaking material,浸泡材料
superabsorbent polymer,高吸水性聚合物
blood pumping chamber,血泵室
coaxial magnetic coupling,同軸磁耦合
diaphragm of the single pumping chamber,單泵室隔膜
fluid delivery arrangement,流體輸送裝置
fluid pumping mechanism,流體泵送機構
inlet chamber,進氣室
positive displacement piston,容積式活塞
pumping chamber,泵室
pumpkin patch,南瓜補丁
reservoir chamber,蓄水室
single chamber,單室
single combustion chamber,單燃燒室
single pumping,單抽
single pumping chamber,單泵室
single pumping chamber outlet port,單泵室出口
single pumping mechanism,單泵送機構
single speed,單速
single vacuum chamber,單真空室
single wire protocol,單線協議
single wireless earbuds,單無線耳塞
valves having different frequencies,具有不同頻率的閥門
variable output gerotor,可變輸出擺線
base sleeve,基套
bottom most sleeve,最底部的袖子
bottom sleeve,底袖
collar upper,衣領鞋面
cylindrical body,圓柱體
sleeve lower,袖子下
sleeveless housing,無袖外殼
sleeveless top,無袖上衣
top flanges,頂部法蘭
top sleeve,上袖
topmost sleeve,最上面的袖子
upmost sleeve,最上面的袖子
upper base,上基地
upper body,上半身
upper case,大寫
upper hill,上山
upper room,上層房間
upper sleeve,上袖
upper sleeve portion,上袖部分
upper sleeves,上袖
upper thorax,上胸
uppermost,最上面
anti slip segment,防滑段
body segments of insects,昆蟲的身體部分
composite member,複合構件
connecting material,連接材料
inert anode,惰性陽極
mandrels,心軸
nano copper particle,納米銅粒子
segment,部分
segment fracture,節段骨折
segment segments,段段
slices,切片
slip ball,滑球
slip body,滑體
slip collar,滑領
slip components,滑動組件
slip gauge,滑動量規
slip on shoes for men,男士穿鞋
slip part,滑動部分
slip piece,滑片
slip portion,滑動部分
slip section,滑動部分
slip segments,滑動段
slip teeth segments,滑齒段
slips,滑倒
slips segment,卡位段
tubular pipe,管狀管
whole part,整個部分
respective slip segment,相應的滑動段
respective slip segments,相應的滑動段
slips segments,卡位段
building expander,建築擴張器
coupling collet,耦合夾頭
electrical joints,電氣接頭
non slip segment,防滑段
ramped outer surface,傾斜的外表面
seal protector,密封保護器
sleeve exterior surface,套筒外表面
slip bill,單據
slip element,滑動元件
slip velocity,滑移速度
slippery surface,光滑的表面
surf surface,衝浪面
wedge surface,楔面
area to enter,進入區域
channel open,通道打開
define open slot,定義開槽
groove open,開槽
notch open,缺口打開
open area,公開場合
open book,打開書
open bottle,開瓶
open cast,公開演員
open door,開門
open end slot,開口槽
open ended slot,開放式插槽
open house,打開房門
open slot,開槽
recess open,凹槽打開
slot notifier,插槽通知
slot open section,開槽部分
slot open up,插槽打開
slot opened,插槽打開
slot opening,槽口
slot tip open,槽尖打開
slots open,插槽打開
air surface,空氣表面
edge area,邊緣區域
open channel,開放渠道
open college,公開課
open notch,開槽口
open recess,開放式凹槽
open school,開學
different configuration,不同的配置
different diameter,不同直徑
predetermined configuration,預定配置
predetermined diameter,預定直徑
smooth cylindrical outer,光滑圓柱形外
cylindrical configuration,圓柱形配置
cylindrical configuration section,圓柱配置截面
cylindrical cross section,圓柱截面
cylindrical cross surface,圓柱橫截面
cylindrical section,圓柱截面
cylindrical shape,圓柱形
cylindrical shape section,圓柱形截面
cylindrical surface,圓柱面
cylindrical wall,圓柱壁
exterior,外部的
good strength,強度好
high appearance,高顏值
outer cylindrical surface,外圓柱面
outer cylindrical wall,外圓柱壁
rectangular configuration,矩形配置
rectangular configuration section,矩形配置截面
rectangular cross section,矩形截面
rectangular cross surface,矩形橫截面
rectangular cylindrical section,矩形圓柱截面
rectangular cylindrical surface,矩形圓柱面
rectangular shape,長方形
rectangular shape section,矩形截面
smooth cylindrical surface,光滑的圓柱面
smooth cylindrical wall,光滑的圓柱壁
smooth outer wall,光滑的外壁
substantially smooth outer surface,基本光滑的外表面
circular lens,圓形透鏡
circular shape,圓形的形狀
cylindrical inner surface,圓柱形內表面
cylindrical lens,柱面透鏡
cylindrical outer diameter,圓柱外徑
cylindrical outer surface,圓柱形外表面
smooth inner diameter,光滑的內徑
smooth inner surface,光滑的內表面
smooth outer,外層光滑
smooth outer diameter,光滑的外徑
smooth outer end,光滑的外端
smooth surface,光滑的表面
smoothly outer,光滑的外部
smoothly surface,光滑的表面
substantially outer surface,基本上外表面
substantially smooth outer end,外端基本光滑
substantially smooth surface,基本光滑的表面
smooth cylindrical outer surface,光滑的圓柱形外表面
freeform surface modelling,自由曲面造型
hose reel assembly,軟管捲盤總成
optical detector,光學探測器
outer garden,外花園
outer hair cells,外毛細胞
outer surface smooth,外表面光滑
rough outer surface,粗糙的外表面
smooth cream,光滑的奶油
smooth curved outer surface,光滑的彎曲外表面
